time,x,y,heading, flSteer, frSteer, blSteer, brSteer, flDrive, frDrive, blDrive, brDrive, rawGyro, rawAccelX, rawAccelY, yaw, pivot pos, ext pos, cube x, cube y, cube deg
217269571,46.4,19.5,0,178.594,175.694,-177.539,3.25193,-9.86087,-8.56994,-7.87003,10.3819,-0,-0.0230713,0.0487061,0,23.5584,0.020763,5,70.4338,0,
217306409,46.4,19.5,0,178.594,175.694,-177.451,3.25193,-9.86087,-8.56994,-7.87003,10.3819,0.15213,-0.0289307,-0.000183105,0,23.5584,0.020763,5,70.4338,0,
217353104,46.4,19.5,0,178.594,175.694,-177.451,3.25193,-9.86087,-8.56994,-7.87003,10.3819,-0,0.0245361,0.0274658,0,23.9014,0.0467168,5,70.4338,0,
217401312,46.4,19.5,0,178.594,175.694,-177.451,3.25193,-9.86087,-8.56994,-7.87003,10.3819,-4.71603,-0.0499878,-0.00292969,-0.01,24.6731,0.387577,5,70.4338,0,
217453056,46.4,19.5,0.01,178.594,175.782,-177.451,3.25193,-9.86087,-8.56994,-7.87003,10.3819,2.43408,-0.0646362,0.0646362,-0.01,24.7374,0.927416,5,70.4338,0,
217484543,46.4,19.5,0.01,178.594,175.694,-177.451,3.25193,-9.86087,-8.56994,-7.87003,10.3819,0.760651,-0.148499,-0.0252686,-0.01,24.8017,1.25789,5,70.4338,0,
217509777,46.4,19.5,0,178.594,175.694,-177.451,3.25193,-9.86087,-8.56994,-7.87003,10.3819,0.30426,-0.000366211,0.0640869,0,25.0375,1.63682,5,70.4338,0,
217559222,46.4005,19.5097,0.01,178.594,175.694,-177.539,3.25193,-9.86087,-8.56994,-7.87003,10.343,0.15213,0.0488892,0.124878,-0.01,25.3376,2.51406,5,70.4338,0,
217601788,46.4004,19.5058,-0.11,178.594,175.694,-177.451,3.25193,-9.86087,-8.56994,-7.88558,10.343,-9.5842,0.473694,-0.003479,0.08,25.3591,3.69582,5,70.4338,0,
217629171,46.4007,19.5291,-0.04,178.594,175.694,-177.451,3.25193,-9.86087,-8.53883,-7.88558,10.2808,-5.32455,-0.294983,0.0368042,0.04,25.3805,4.66476,5,70.4338,0,
