time,x,y,heading, flSteer, frSteer, blSteer, brSteer, flDrive, frDrive, blDrive, brDrive, rawGyro, rawAccelX, rawAccelY, yaw, pivot pos, ext pos, cube x, cube y, cube deg
211881692,46.4,19.5,0,179.736,178.682,-177.1,-179.297,-2.88516,-2.99403,-3.19623,-3.02514,0.30426,-0.0585938,0.0454102,0,27.1383,0.0415261,5,70.4338,0,
211928729,46.4,19.5,0,179.736,178.77,-177.1,-179.297,-2.88516,-2.99403,-3.19623,-3.02514,1.5213,-0.0265503,0.0919189,0,27.1383,0.0415261,5,70.4338,0,
211972734,46.4,19.5,-0.14,179.824,178.77,-177.1,-179.297,-2.88516,-2.99403,-3.19623,-3.02514,0.608521,0.0270996,-0.0521851,0.14,26.3451,0.403149,5,70.4338,0,
212016198,46.4,19.5,-0.02,179.824,178.858,-177.012,-179.297,-2.88516,-2.99403,-3.19623,-3.02514,-1.82556,0.0911865,0.202515,0,25.9807,0.730167,5,70.4338,0,
212042358,46.4,19.5,0.01,179.736,178.77,-177.1,-179.297,-2.88516,-2.99403,-3.19623,-3.02514,5.17242,-0.119019,0.0214233,0,25.702,0.982784,5,70.4338,0,
212069256,46.4,19.5,-0.01,179.824,178.77,-177.012,-179.297,-2.88516,-2.99403,-3.19623,-3.02514,-1.97769,0.0252686,0.0906372,0.01,25.4662,1.29423,5,70.4338,0,
212117667,46.4,19.5,0.01,179.736,178.77,-177.012,-179.297,-2.88516,-2.99403,-3.19623,-3.02514,1.5213,-0.245178,0,-0.01,25.2733,2.34103,5,70.4338,0,
212153581,46.4,19.5,0.01,179.736,178.858,-177.1,-179.385,-2.88516,-2.99403,-3.19623,-3.02514,0.760651,-0.386902,0.115906,-0.01,25.2733,3.14387,5,70.4338,0,
212199115,46.4,19.5,0.02,179.736,178.77,-177.1,-179.297,-2.88516,-2.99403,-3.19623,-3.02514,-3.34686,0.158203,0.301941,-0.02,25.2733,4.33602,5,70.4338,0,
212231412,46.4003,19.5,0.01,179.736,178.77,-177.1,-179.297,-2.88516,-3.01736,-3.18845,-3.00959,-1.21704,-0.0175781,0.0792847,-0.01,25.2733,5.21844,5,70.4338,0,
212267370,46.4013,19.6011,0.02,179.736,178.77,-177.1,-179.385,-2.80739,-2.90849,-3.0718,-2.90849,-3.34686,-0.024353,0.285645,-0.03,25.2733,6.01263,5,70.4338,0,
212286036,46.402,19.7099,0.03,179.736,178.858,-177.1,-179.297,-2.72963,-2.76851,-2.98626,-2.77629,-1.06491,-0.00128174,0.0661011,-0.02,25.2733,6.23583,5,70.4338,0,
212339520,46.4036,19.8867,0.01,179.824,178.858,-177.1,-179.297,-2.58187,-2.54298,-2.78406,-2.64408,1.67343,-0.399902,-0.249756,-0.01,25.2733,7.26014,5,70.4338,0,
212365463,46.4039,19.9003,0.02,179.736,178.77,-177.1,-179.297,-2.57409,-2.53521,-2.76851,-2.62075,0.30426,-0.266418,0.304504,-0.02,25.2733,7.62523,5,70.4338,0,
212402740,46.4043,19.9664,0.04,179.736,178.77,-177.1,-179.297,-2.5041,-2.46522,-2.71407,-2.55076,-0.15213,0.315125,-0.0194092,-0.03,25.2733,8.16334,5,70.4338,0,
