time,x,y,heading, flSteer, frSteer, blSteer, brSteer, flDrive, frDrive, blDrive, brDrive, rawGyro, rawAccelX, rawAccelY, yaw, pivot pos, ext pos, cube x, cube y, cube deg
354421843,46.4,19.5,0,179.121,178.594,-1.66987,-0.1758,-10.203,-8.93544,8.07223,9.1843,-0,-0.0201416,0.0441284,0,22.7438,0,5,70.4338,0,
354456614,46.4,19.5,0,179.121,178.594,-1.66987,-0.1758,-10.203,-8.93544,8.07223,9.1843,0.30426,-0.0188599,0.03479,0,22.7438,0,5,70.4338,0,
354501424,46.4,19.5,0,179.121,178.594,-1.66987,-0.0879094,-10.203,-8.93544,8.07223,9.1843,-0,-0.0227051,0.0265503,0,22.8296,0.00865127,5,70.4338,0,
354530434,46.4,19.5,0,179.121,178.594,-1.66987,-0.1758,-10.203,-8.93544,8.07223,9.1843,-0,-0.0314941,-0.0166626,0,22.9368,0.164374,5,70.4338,0,
354567585,46.4,19.5,0,179.121,178.594,-1.66987,-0.1758,-10.203,-8.93544,8.07223,9.1843,-1.06491,0.0562134,0.204712,0,23.4298,0.519076,5,70.4338,0,
354603665,46.4,19.5,0.03,179.121,178.682,-1.66987,-0.1758,-10.203,-8.93544,8.07223,9.1843,-7.15012,0.0666504,0.0613403,-0.06,23.88,0.795917,5,70.4338,0,
354636834,46.4,19.5,0.05,179.121,178.594,-1.66987,-0.1758,-10.203,-8.93544,8.07223,9.1843,1.97769,-0.244629,0.259094,-0.05,24.3516,1.29077,5,70.4338,0,
354669523,46.4,19.5,0.02,179.121,178.594,-1.66987,-0.1758,-10.203,-8.93544,8.07223,9.1843,1.06491,0.00714111,0.157837,-0.02,24.6088,1.9102,5,70.4338,0,
354708200,46.4,19.5039,0.01,179.121,178.682,-1.66987,-0.0879094,-10.2108,-8.93544,8.06445,9.16874,0.15213,-0.0340576,-0.0131836,-0.01,24.7803,2.73207,5,70.4338,0,
354752182,46.4,19.5039,0.01,179.121,178.594,-1.66987,-0.1758,-10.2108,-8.95099,8.05667,9.16097,0.45639,0.351562,-0.165344,-0.01,25.2947,4.00381,5,70.4338,0,
