time,x,y,heading, flSteer, frSteer, blSteer, brSteer, flDrive, frDrive, blDrive, brDrive, rawGyro, rawAccelX, rawAccelY, yaw, pivot pos, ext pos, cube x, cube y, cube deg
154477398,46.4,19.5,0,-3.51564,179.473,-177.891,2.72459,9.95419,-9.05987,-8.42218,9.06764,0.15213,0,0.0325928,0,22.4866,-0.0622891,5,70.4338,0,
154530426,46.4,19.5,0,-3.51564,179.473,-177.891,2.72459,9.95419,-9.05987,-8.42218,9.06764,-0.15213,-0.0300293,0.0618896,0,22.5723,-0.0415261,5,70.4338,0,
154565110,46.4,19.5,0,-3.51564,179.473,-177.891,2.90037,9.95419,-9.05987,-8.42218,9.06764,-0.608521,-0.112061,0.0466919,0,23.3655,0.0363353,5,70.4338,0,
154594956,46.4,19.5,0.1,-3.51564,179.473,-177.891,2.72459,9.95419,-9.05987,-8.42218,9.06764,-1.36917,0.0390015,-0.097229,-0.1,23.9871,0.13496,5,70.4338,0,
154629051,46.4,19.5,0.01,-3.51564,179.473,-177.891,2.81248,9.95419,-9.05987,-8.42218,9.06764,17.6471,-0.138245,-0.435242,-0.01,24.4373,0.430833,5,70.4338,0,
154675480,46.4,19.5,1.0871e-17,-3.51564,179.473,-177.891,2.72459,9.95419,-9.05987,-8.42218,9.06764,-0.45639,0.0384521,-0.0944824,0,24.6945,1.10736,5,70.4338,0,
154701989,46.4,19.5,-0.01,-3.51564,179.473,-177.978,2.72459,9.95419,-9.05987,-8.42218,9.06764,0.30426,0.0986938,0.0864258,0.01,24.716,1.82542,5,70.4338,0,
154728153,46.4,19.5,1.0871e-17,-3.51564,179.561,-177.891,2.81248,9.95419,-9.05987,-8.42218,9.06764,-0.608521,0.108582,0.111877,0,25.0161,2.08323,5,70.4338,0,
154770268,46.4001,19.4922,-0.02,-3.51564,179.473,-177.891,2.72459,9.95419,-9.09097,-8.42218,9.06764,14.4524,-0.00604248,-0.303223,0.11,25.3162,3.37572,5,70.4338,0,
154806693,46.4001,19.4728,-0.14,-3.42775,179.473,-177.891,2.90037,9.94641,-9.17652,-8.42218,9.06764,-1.67343,0.0450439,0.116272,0.14,25.3591,4.29622,5,70.4338,0,
154845337,46.4015,19.5388,-0.13,-3.07619,179.473,-177.891,2.90037,9.90753,-9.10653,-8.42218,8.91211,1.82556,-0.0205078,0.0184937,0.13,25.4234,5.43819,5,70.4338,0,
154879502,46.4032,19.6418,-0.06,-1.05471,179.473,-177.891,2.72459,9.79088,-9.00543,-8.42218,8.71769,-5.78094,-0.117554,0.199585,0.06,25.4234,5.9365,5,70.4338,0,
154926844,46.4078,19.9411,-0.03,-0.615253,179.473,-177.891,2.72459,9.65867,-8.49994,-8.15777,8.42218,-1.36917,0.067749,0.0717773,0.03,25.4234,6.79817,5,70.4338,0,
154975628,46.4091,20.0149,0.02,-0.527362,179.473,-177.891,2.72459,9.6509,-8.36774,-8.09556,8.32886,-5.62881,0.135132,-0.0536499,-0.02,25.4234,7.49892,5,70.4338,0,
155011708,46.4099,20.0557,0.02,-0.527362,179.473,-177.891,2.72459,9.61201,-8.33663,-8.05667,8.27442,2.12982,-0.0172119,-0.102356,-0.01,25.4234,7.99896,5,70.4338,0,
155050332,46.4113,20.1412,0.02,-0.615253,179.473,-177.891,2.90037,9.51092,-8.25887,-7.98668,8.1811,-1.67343,-0.0245361,-0.134033,-0.02,25.4234,8.71356,5,70.4338,0,
155081853,46.4123,20.2228,0.01,-0.527362,179.473,-177.891,2.81248,9.40982,-8.17332,-7.90891,8.11889,1.21704,0.0170288,0.0380859,-0.01,25.4234,9.0994,5,70.4338,0,
155127631,46.4145,20.355,-0.01,-0.615253,179.473,-177.978,2.81248,9.30872,-8.01001,-7.77671,7.98668,-1.06491,-0.123047,-0.271362,0.01,25.4234,9.85379,5,70.4338,0,
155159403,46.4176,20.5668,0.02,-0.615253,179.473,-177.891,2.81248,9.0832,-7.78449,-7.59007,7.77671,-1.82556,-0.111145,-0.389648,-0.03,25.4234,10.4352,5,70.4338,0,
155198367,46.4192,20.8077,0.03,-0.615253,178.33,-178.418,2.90037,8.84212,-7.52008,-7.34121,7.56674,0.30426,0.0265503,-0.320618,-0.03,25.4234,11.0304,5,70.4338,0,
155234611,46.4119,21.2409,0.02,-0.615253,176.221,178.418,2.90037,8.42218,-7.05348,-6.87461,7.18568,2.43408,0.0465088,-0.903259,-0.01,25.4234,11.8557,5,70.4338,0,
155277162,46.4065,21.6469,0.04,-0.527362,176.573,178.506,2.90037,8.05667,-6.68797,-6.3458,6.82018,-4.71603,0.208923,-0.418396,-0.07,25.4234,12.6274,5,70.4338,0,
155304396,46.3998,22.2743,0.09,-0.527362,177.1,178.418,2.90037,7.37232,-6.00362,-5.84031,6.18248,-2.12982,0.441101,-0.91333,-0.09,25.4019,13.0253,5,70.4338,0,
155338986,46.3925,22.8746,0.15,-0.439472,177.012,178.418,2.81248,6.72685,-5.38926,-5.28816,5.59145,-1.82556,0.223389,-0.803101,-0.17,25.3591,13.4008,5,70.4338,0,
155379665,46.3852,23.8032,0.18,-1.875e-05,177.188,178.418,3.33983,5.79365,-4.45606,-4.36273,4.66603,-0.608521,-0.502258,-1.16675,-0.18,25.2947,14.1915,5,70.4338,0,
155418680,46.3785,24.848,0.21,0.0878719,177.1,178.594,4.04295,4.94599,-3.25844,-3.28177,3.60839,-2.89047,-0.0157471,-1.05359,-0.24,25.2947,14.7902,20.4774,34.8583,26.6367,
155453574,46.3772,25.7026,0.28,0.263653,177.1,178.506,3.86717,4.00501,-2.62075,-2.3719,2.67519,-7.91077,-0.375,-0.303772,-0.32,25.2947,15.3629,20.9358,36.1809,26.3444,
155495911,46.3444,27.8065,0.46,0.527325,177.1,178.506,2.81248,1.78087,-0.326622,-0.248855,0.894322,-7.75864,0.285095,-1.02887,-0.46,25.2947,16.1052,25.8191,46.0422,26.3444,
155540818,46.325,29.4034,0.56,0.790997,177.276,178.506,2.72459,0.00777671,1.46202,0.964312,-0.723234,-7.60651,-0.0430298,-0.381592,-0.59,25.2947,16.8804,22.7901,40.8739,25.7553,
155589879,46.285,31.9909,0.79,0.966778,177.188,178.506,2.72459,-2.36412,3.93502,3.65505,-3.54618,-6.23734,0.66156,-0.970825,-0.79,25.2947,17.6503,29.2401,52.9507,26.3444,
155609012,46.2584,33.3137,0.86,0.966778,177.188,178.418,2.72459,-4.05167,5.49813,4.66603,-4.58048,-11.714,-0.032959,-0.355225,-0.93,25.2947,17.8545,31.1316,57.6326,25.9769,
155662708,46.2224,35.295,1.07,1.14256,177.276,178.506,2.81248,-5.78587,7.23234,6.89017,-6.82018,-12.0183,-0.418213,-0.35376,-1.16,25.2947,19.0466,43.6239,83.0137,26.0506,
155722904,46.1152,39.2765,1.43,1.14256,177.452,178.506,2.72459,-10.1642,11.6184,10.483,-10.4052,-12.0183,-0.3479,-0.421509,-1.52,25.2947,19.8374,5,70.4338,0,
155768650,46.0294,42.2888,1.75,1.23045,177.715,178.594,2.72459,-12.886,14.3947,13.7414,-13.7103,-12.7789,-0.0778198,-0.090271,-1.75,25.2947,20.6142,25.7861,45.4426,26.6367,
155803907,45.9209,45.5085,1.88,1.23045,177.715,178.506,2.72459,-16.51,18.0809,16.5644,-16.4711,-17.9514,-0.123779,-0.472229,-2,25.2947,21.2077,26.6409,48.3435,26.0138,
155840670,45.8313,48.1611,2.18,1.31834,178.155,178.418,2.72459,-18.8974,20.3828,19.4573,-19.5118,-22.5153,0.631714,0.400452,-2.18,25.2947,21.7839,5,70.4338,0,
155877155,45.7313,50.9967,2.35,1.31834,178.946,178.506,2.72459,-22.1792,23.6568,21.8759,-21.8914,-17.7992,0.482483,0.548401,-2.45,25.2947,22.5279,5,70.4338,0,
155911251,45.6115,54.2904,2.54,1.31834,179.297,178.418,2.81248,-25.5932,27.0241,25.0877,-25.0877,8.36716,-0.599854,-1.95959,-2.61,25.2947,22.7909,5,70.4338,0,
155955747,45.4934,57.2845,2.74,1.31834,179.385,178.418,2.81248,-28.2761,29.5982,28.5328,-28.3772,-17.6471,0.433777,-0.77417,-2.86,25.2947,23.2062,5,70.4338,0,
155979364,45.3986,59.5117,2.9,1.23045,179.385,178.506,2.81248,-30.998,32.2733,30.267,-30.1659,-6.08521,-0.247925,-0.511963,-2.9,25.3162,23.3342,5,70.4338,0,
156019193,45.271,62.6941,2.96,2.10936,179.561,178.418,2.6367,-33.7976,35.0108,33.8831,-33.7587,1.21704,-0.561401,-0.0734253,-3.06,25.3376,23.457,5,70.4338,0,
156037850,45.1682,65.9717,3.12,3.95506,179.649,178.418,2.81248,-37.6237,38.7436,36.6361,-36.5739,-12.6268,0.252686,-0.688843,-3.12,25.3376,23.5055,5,70.4338,0,
156074567,45.0719,68.785,3.24,4.04295,179.912,178.418,2.72459,-40.5789,41.6365,39.4357,-39.1946,-24.6451,0.620178,-1.05981,-3.31,25.3591,23.509,5,70.4338,0,
156113976,44.9688,72.1973,3.44,4.04295,-178.33,178.77,2.81248,-43.604,44.5217,43.2696,-43.1141,-10.8012,-0.10437,-0.0179443,-3.44,25.3805,23.509,5,70.4338,0,
156146265,44.9156,75.6381,3.43,4.13084,-176.572,179.033,2.72459,-47.5935,48.4645,46.217,-46.007,-13.6917,0.362366,0.684814,-3.53,25.3805,23.509,5,70.4338,0,
156184988,44.8619,79.4024,3.49,4.13084,-174.902,179.033,2.81248,-50.6575,52.4617,50.2609,-49.9731,23.2759,-1.14587,-0.355591,-3.49,25.3805,23.509,5,70.4338,0,
156222493,44.822,83.7303,3.48,4.21873,-174.638,179.121,2.72459,-55.9223,56.5678,54.3592,-53.8304,-2.89047,0.0272827,-0.583008,-3.48,25.3805,23.509,105.015,206.622,26.2711,
156255578,44.7688,87.3623,3.41,4.21873,-174.638,179.033,2.72459,-59.1808,59.6551,58.4886,-57.8976,3.0426,-0.483582,0.0272827,-3.31,25.3805,23.509,111.651,217.996,26.4907,
156291278,44.7669,91.0649,3.16,4.39451,-174.726,179.033,2.72459,-63.5279,63.7535,61.6615,-61.1016,18.8641,-0.27301,-1.40863,-3.16,25.3805,23.509,154.739,314.88,25.7183,
156311074,44.7613,93.2133,3.08,4.4824,-174.726,179.121,2.81248,-65.7365,65.9232,63.8312,-63.1547,17.9514,0.481934,-1.41998,-2.98,25.3805,23.509,190.554,422.436,23.9147,
156347860,44.7602,96.4611,2.86,4.39451,-174.726,179.033,2.72459,-69.0805,69.1194,67.1441,-66.3042,17.0386,0.0454102,-0.319702,-2.75,25.3805,23.509,5,70.4338,0,
156384812,44.7671,101.082,2.56,4.57029,-174.726,178.945,2.6367,-73.5599,73.4666,72.5567,-70.5659,25.5579,0.192078,-0.192261,-2.56,25.3805,23.509,5,70.4338,0,
156430773,44.8336,105.151,2.23,4.4824,-174.638,179.033,2.81248,-78.016,77.7204,75.8696,-74.8353,12.3225,0.160583,0.0637207,-2.23,25.4019,23.509,5,70.4338,0,
156464493,44.9035,109.577,2.02,4.57029,-174.638,179.033,2.81248,-82.4565,82.1454,80.3956,-79.1669,10.6491,-0.223022,-0.0871582,-1.91,25.4234,23.509,5,70.4338,0,
156497799,44.9582,113.251,1.8,4.57029,-174.638,179.033,2.90037,-85.9949,85.4583,84.9761,-82.4487,25.5579,-0.0179443,-1.26526,-1.68,25.4234,23.509,-614.021,-2063.91,16.6649,
156530270,45.0892,117.543,1.42,4.57029,-174.638,179.033,2.72459,-90.6453,89.961,88.4523,-87.0058,22.211,-0.745239,-1.20703,-1.42,25.4448,23.509,-336.035,-1179.33,16.077,
156563608,45.1969,120.965,1.12,4.57029,-174.726,179.033,2.72459,-94.2071,93.375,91.8585,-90.3343,4.5639,-1.05762,-0.549133,-1.12,25.4448,23.509,-601.629,-1213.98,26.4761,
