time,x,y,heading, flSteer, frSteer, blSteer, brSteer, flDrive, frDrive, blDrive, brDrive, rawGyro, rawAccelX, rawAccelY, yaw, pivot pos, ext pos, cube x, cube y, cube deg
482763243,46.4,19.5,0,177.187,178.155,-1.84565,1.40623,-2.52743,-3.81836,2.57409,3.45286,0.15213,-0.0322266,0.0450439,0,24.2444,0.0432563,5,70.4338,0,
482811279,46.4,19.5,0,177.1,178.155,-1.75776,1.40623,-2.52743,-3.81836,2.57409,3.45286,-1.5213,-0.0772705,0.0463257,0,24.2444,0.0432563,5,70.4338,0,
482831680,46.4,19.5,0,177.187,178.155,-1.84565,1.49412,-2.52743,-3.81836,2.57409,3.45286,-0.45639,-0.0292969,0.0963135,0,24.2444,0.0432563,5,70.4338,0,
482865114,46.4,19.5,0.01,177.1,178.155,-1.75776,1.49412,-2.52743,-3.81836,2.57409,3.45286,-0.912781,0.00787354,0.0787354,-0.01,24.5659,0.166104,5,70.4338,0,
482904990,46.4,19.5,0,177.187,178.155,-1.75776,1.40623,-2.52743,-3.81836,2.57409,3.45286,-0.45639,0.0274658,-0.0144653,-0.01,24.7588,0.47755,5,70.4338,0,
482932756,46.4,19.5,0,177.187,178.155,-1.84565,1.40623,-2.52743,-3.81836,2.57409,3.45286,1.36917,0.117004,0.193176,0,24.8017,0.726706,5,70.4338,0,
482971505,46.4,19.5,0,177.1,178.155,-1.75776,1.40623,-2.52743,-3.81836,2.57409,3.45286,0.760651,0.000549316,0.0996094,0,24.9303,1.48456,5,70.4338,0,
483015481,46.4,19.5,0,177.1,178.155,-1.75776,1.40623,-2.52743,-3.81836,2.57409,3.45286,1.36917,-0.079834,0.262207,0,25.2304,2.43101,5,70.4338,0,
483063640,46.4,19.5,-0.07,177.1,178.243,-1.84565,1.40623,-2.52743,-3.81836,2.57409,3.45286,-10.0406,-0.0164795,0.296082,0.04,25.2947,3.55394,5,70.4338,0,
483097339,46.4,19.5,0,177.187,178.155,-1.84565,1.40623,-2.52743,-3.81836,2.57409,3.45286,-1.97769,-0.0439453,-0.0549316,0,25.3591,4.4554,5,70.4338,0,
483128767,46.4,19.5019,0,177.451,178.243,-1.84565,1.40623,-2.52743,-3.81836,2.57409,3.44508,3.34686,-0.357056,0.114258,0,25.3591,5.06618,5,70.4338,0,
483160312,46.3998,19.5233,0,179.297,178.155,-1.75776,1.40623,-2.44966,-3.82614,2.55854,3.44508,-0.15213,-0.107483,-0.00585938,0,25.3591,5.84307,5,70.4338,0,
483191761,46.3976,19.6691,-0.01,180,178.243,-1.84565,1.40623,-2.31746,-3.54618,2.48077,3.35176,1.21704,0.164429,0.277588,0.01,25.3591,6.51613,5,70.4338,0,
483224985,46.3966,19.879,-0.05,-179.736,178.155,-1.84565,1.40623,-2.22414,-3.31288,2.30191,3.01736,4.5639,-0.481201,-0.306702,0.05,25.3591,6.92447,5,70.4338,0,
483258096,46.397,19.9353,-0.03,-179.648,177.891,-1.84565,1.40623,-2.19303,-3.31288,2.23969,2.88516,-2.28195,-0.0679321,-0.098877,0.03,25.3591,7.48162,5,70.4338,0,
483292296,46.3969,19.9723,0,-179.648,177.891,-1.84565,1.58201,-2.15415,-3.274,2.22414,2.83072,0.608521,0.131836,0.0609741,0,25.3591,8.03357,5,70.4338,0,
483331128,46.396,20.0442,0.01,-179.648,177.979,-1.75776,1.58201,-2.09194,-3.18067,2.14637,2.77629,-1.97769,0.134033,0.22467,-0.01,25.3591,8.55956,5,70.4338,0,
483365083,46.3952,20.1005,0.02,-179.736,177.891,-1.75776,1.49412,-2.02972,-3.13401,2.06083,2.74518,-2.58621,0.0787354,0.0739746,-0.02,25.3591,9.10805,5,70.4338,0,
483394181,46.3945,20.1783,6.21202e-18,-179.736,177.715,-1.84565,1.49412,-1.92862,-3.04847,2.01417,2.66741,4.10751,-0.296265,-0.379761,0,25.3591,9.66174,5,70.4338,0,
483426625,46.391,20.2987,6.21202e-18,-179.912,174.991,-1.84565,1.49412,-1.81197,-2.90849,1.87419,2.58187,2.12982,-0.0734253,-0.449158,0,25.3591,10.0459,5,70.4338,0,
483459304,46.388,20.4463,0.01,180,176.309,-1.66987,1.49412,-1.7031,-2.72963,1.72643,2.42633,-6.99799,-0.12085,-0.00183105,-0.01,25.3591,10.6116,5,70.4338,0,
483493354,46.3865,20.6154,0.1,180,177.803,-1.66987,1.49412,-1.54757,-2.58187,1.56312,2.21636,-8.21503,0.192627,-0.511414,-0.1,25.3591,11.1861,5,70.4338,0,
483527250,46.3807,21.0138,0.24,180,177.979,-1.49409,1.49412,-1.18206,-2.09971,1.20539,1.82753,-9.73633,-0.0811157,-0.949951,-0.24,25.3591,11.764,5,70.4338,0,
483570138,46.3735,21.4957,0.34,-179.912,177.891,-1.49409,1.49412,-0.777671,-1.58645,0.715457,1.30649,-4.5639,-0.438171,-0.213867,-0.34,25.3591,12.5807,5,70.4338,0,
483607265,46.3628,22.1234,0.45,179.912,177.979,-1.4062,1.40623,-0.132204,-0.832108,0.248855,0.66102,-10.497,1.0415,-1.09698,-0.5,25.3591,13.2191,5,70.4338,0,
483647694,46.3431,23.0678,0.64,179.912,177.891,-1.4062,1.40623,0.948759,0.054437,-0.699904,-0.202194,-17.3428,0.333618,-1.85101,-0.64,25.3591,13.9631,5,70.4338,0,
483700739,46.3166,24.1346,0.88,179.912,177.891,-1.4062,1.40623,2.0375,1.19761,-1.65644,-1.28316,-15.213,0.144287,-0.509033,-0.99,25.3162,14.747,5,70.4338,0,
483744087,46.2686,25.7121,1.24,179.824,178.155,-1.4062,1.40623,3.61617,2.90071,-3.08735,-2.88516,-22.211,-0.168823,-0.71228,-1.36,25.3162,15.5584,5,70.4338,0,
483795228,46.2029,27.4991,1.61,179.824,178.243,-1.4062,1.49412,5.17151,4.95376,-4.79823,-4.72046,-21.9067,-0.165344,-0.161682,-1.75,25.3162,16.3613,5,70.4338,0,
483823157,46.1509,28.8276,1.85,179.824,178.33,-1.4062,1.49412,6.85128,6.18248,-5.94918,-5.98029,-23.7323,-0.00183105,-0.869019,-1.98,25.3162,16.9392,5,70.4338,0,
483853356,46.0744,30.4684,2.25,179.824,178.946,-1.4062,1.49412,8.40662,8.24331,-7.57452,-7.31011,-17.1907,-0.531921,-0.855652,-2.25,25.3162,17.5067,5,70.4338,0,
483908205,45.9715,32.8219,2.7,-178.945,179.209,-1.49409,1.49412,11.1518,10.4597,-9.57313,-9.77533,-20.8418,0.14978,-0.499695,-2.82,25.3162,18.2611,5,70.4338,0,
483931146,45.8644,34.9632,2.96,-178.77,179.209,-1.31831,1.49412,12.9249,12.8782,-11.7039,-12.0306,-29.209,-0.0408325,-0.455383,-2.96,25.3162,18.6591,5,70.4338,0,
483964395,45.764,36.9821,3.2,-178.33,179.209,-1.4062,1.49412,15.4834,14.7991,-13.5237,-13.8192,-28.6005,-0.614136,-1.08435,-3.2,25.3162,19.2681,5,70.4338,0,
483999405,45.6507,39.0527,3.5,-177.627,179.209,-1.4062,1.49412,17.4743,17.4276,-15.2812,-15.7401,-28.4483,0.0532837,-0.964233,-3.63,25.3162,19.8598,5,70.4338,0,
484040375,45.5466,40.9445,3.94,-177.1,179.297,-1.31831,1.58201,19.6595,18.8819,-17.1943,-17.7698,-24.1887,-0.35321,-0.245911,-4.08,25.3162,20.6506,5,70.4338,0,
484081345,45.3789,43.8152,4.23,-176.221,179.385,-1.4062,1.58201,22.7002,21.8059,-19.9628,-20.5461,-11.1055,-0.711731,0.191895,-4.35,25.3162,21.251,5,70.4338,0,
484128606,45.1318,47.6307,4.77,-175.781,179.473,-1.23042,1.58201,26.7286,25.7642,-23.5868,-24.24,-20.8418,-0.312561,-0.934937,-4.87,25.3162,22.0227,5,70.4338,0,
484163636,44.8817,51.6575,4.98,-174.99,179.825,-1.14253,1.6699,31.0369,29.8081,-27.444,-28.1828,-20.6897,0.0697632,-0.594177,-5.11,25.3162,22.559,19.5144,33.0305,26.5638,
484209036,44.7434,54.6639,5.27,-174.111,-176.923,-0.0878406,1.6699,33.6732,33.3154,-29.9559,-31.5734,-9.73633,-0.700378,-0.802002,-5.34,25.3162,23.0972,20.508,35.3673,26.3077,
484233155,44.6632,57.2857,5.45,-173.496,-173.32,0.175831,1.6699,36.4417,35.9284,-33.4087,-33.2454,-3.0426,-0.23584,-0.50647,-5.48,25.3162,23.3273,5,70.4338,0,
484277747,44.6137,61.0552,5.5,-172.617,-170.507,0.703175,1.75779,40.1512,39.5368,-36.8227,-37.6237,16.7343,-0.16095,-0.444031,-5.48,25.3591,23.5989,5,70.4338,0,
484317220,44.5915,64.7489,5.23,-172.617,-170.244,0.703175,1.75779,44.0395,43.083,-40.54,-41.2788,29.5132,-0.424988,-1.46265,-5.23,25.3805,23.6612,5,70.4338,0,
484338141,44.6041,66.8442,5.15,-172.09,-170.244,0.791066,1.75779,47.0647,44.8872,-42.2664,-43.1219,27.2313,-0.561584,-0.530823,-5.02,25.4234,23.6629,5,70.4338,0,
484366188,44.6218,69.754,4.89,-172.002,-170.244,1.05474,1.75779,50.1598,47.8034,-45.1671,-45.8748,16.2779,-0.432678,-0.364197,-4.89,25.4234,23.6595,5,70.4338,0,
484399280,44.6548,72.7029,4.68,-172.09,-170.244,1.4063,1.75779,53.2316,50.8364,-48.0601,-48.6978,22.211,-0.476807,-0.527161,-4.54,25.4234,23.6318,5,70.4338,0,
484425487,44.6971,75.6732,4.4,-172.09,-170.332,1.49419,1.75779,56.42,53.6593,-50.9997,-51.6529,17.495,-0.221191,0.0261841,-4.4,25.4234,23.6266,5,70.4338,0,
484458814,44.7789,78.9279,4.24,-172.002,-170.332,1.49419,1.84568,59.6318,57.6565,-53.8771,-54.6158,15.8215,-0.193542,-1.19824,-4.24,25.4234,23.6128,5,70.4338,0,
