time,x,y,heading, flSteer, frSteer, blSteer, brSteer, flDrive, frDrive, blDrive, brDrive, rawGyro, rawAccelX, rawAccelY, yaw, pivot pos, ext pos, cube x, cube y, cube deg
280969581,46.4,19.5,0,177.012,-179.648,3.69146,0.527325,-7.73783,-8.01779,7.57452,8.08,-0,-0.0593262,0.0465088,0,23.7299,0,5,70.4338,0,
281027381,46.4,19.5,0,177.1,-179.648,3.69146,0.615216,-7.73783,-8.01779,7.57452,8.08,-0.45639,-0.0514526,0.0203247,0,23.7513,0,5,70.4338,0,
281061389,46.4,19.5,0.02,177.012,-179.736,3.69146,0.527325,-7.73783,-8.01779,7.57452,8.08,0.30426,-0.0289307,0.0128174,-0.02,24.0729,0.171295,5,70.4338,0,
281099130,46.4,19.5,0.02,177.1,-179.648,3.69146,0.615216,-7.73783,-8.01779,7.57452,8.08,0.608521,-0.212585,0.219177,-0.02,24.6517,0.539839,5,70.4338,0,
281125862,46.4,19.5,0.02,177.1,-179.736,3.69146,0.615216,-7.73783,-8.01779,7.57452,8.08,-1.06491,-0.0745239,-0.203796,-0.03,24.7374,0.828791,5,70.4338,0,
281152939,46.4,19.5,0.02,177.012,-179.648,3.69146,0.615216,-7.73783,-8.01779,7.57452,8.08,1.21704,-0.133667,0.0629883,-0.01,24.7374,1.12466,5,70.4338,0,
281201033,46.4,19.5,0.02,177.012,-179.56,3.69146,0.615216,-7.73783,-8.01779,7.57452,8.08,0.912781,-0.0820312,0.0942993,-0.02,24.7374,1.88598,5,70.4338,0,
281233562,46.4,19.5,0.02,177.012,-179.648,3.77935,0.615216,-7.73783,-8.01779,7.57452,8.08,-0.760651,0.258179,0.053833,-0.02,24.866,2.65594,5,70.4338,0,
281271063,46.4,19.5,-0.02,177.012,-179.56,3.77935,0.527325,-7.73783,-8.01779,7.57452,8.08,-0,-0.28363,-0.0316772,0.04,25.1661,3.57989,5,70.4338,0,
281307255,46.4001,19.5039,-0.05,177.1,-179.56,3.69146,0.527325,-7.73783,-8.01779,7.56674,8.07223,-1.82556,-0.172119,-0.155273,0.05,25.3162,4.46751,5,70.4338,0,
281344974,46.4018,19.5252,-1.2424e-17,177.891,-179.648,3.69146,0.615216,-7.73783,-8.05667,7.46564,8.0489,-2.73834,-0.443481,0.213867,0,25.3376,5.56969,5,70.4338,0,
281376159,46.4038,19.6748,-0.01,178.154,-179.648,3.69146,0.615216,-7.6134,-7.89336,7.32566,7.87781,5.93307,-0.185303,-0.161865,0.04,25.3376,6.29985,5,70.4338,0,
281412879,46.4069,19.9741,-0.05,178.154,-179.648,3.69146,0.615216,-7.34121,-7.55896,7.10791,7.50453,0.912781,0.152893,0.146301,0.05,25.3591,6.73588,5,70.4338,0,
281448678,46.4069,20.0674,-0.07,178.154,-179.648,3.77935,0.615216,-7.279,-7.41121,7.12347,7.32566,-5.17242,0.486328,-0.209106,0.05,25.3591,7.48854,5,70.4338,0,
281500714,46.4081,20.1568,0.05,178.154,-179.648,3.69146,0.615216,-7.22456,-7.28678,7.0457,7.22456,-1.36917,0.387451,-0.218079,-0.07,25.3591,8.17718,5,70.4338,0,
281544793,46.4103,20.3355,0.06,178.242,-179.648,3.69146,0.615216,-7.03792,-7.13124,6.85128,7.0457,3.34686,-0.454285,-0.10968,-0.05,25.3591,8.72394,5,70.4338,0,
281583393,46.4117,20.4521,0.05,178.242,-179.56,3.69146,0.527325,-6.9135,-7.01459,6.72685,6.9446,-0.15213,-0.405762,-0.0926514,-0.05,25.3591,9.48006,5,70.4338,0,
281615744,46.4137,20.6464,0.06,178.33,-179.648,3.69146,0.615216,-6.7113,-6.82018,6.55577,6.73463,-2.12982,0.137512,-0.256165,-0.06,25.3591,10.0303,5,70.4338,0,
281666476,46.4137,20.9943,0.06,177.715,-179.648,2.02153,0.703106,-6.33802,-6.40023,6.26803,6.42356,-2.43408,-0.327209,-0.165161,-0.07,25.3591,10.7829,5,70.4338,0,
281706268,46.4226,21.4738,0.15,176.221,-179.648,2.54888,4.04295,-5.93363,-5.99584,5.73921,5.84031,-3.34686,-0.453186,-0.611389,-0.15,25.3591,11.5858,5,70.4338,0,
281744580,46.4259,21.9635,0.34,177.891,-179.648,2.54888,2.28514,-5.45147,-5.43592,5.21817,5.4437,-10.8012,0.119385,-0.414917,-0.34,25.3591,12.1896,5,70.4338,0,
281776137,46.4287,22.3988,0.5,177.978,-179.648,2.63677,2.37303,-5.10152,-4.86822,4.9071,4.93043,-14.4524,-0.176514,-0.835876,-0.5,25.3591,12.7623,5,70.4338,0,
281813334,46.4293,23.0905,0.64,177.803,-179.648,2.63677,2.37303,-4.32385,-4.21498,4.16832,4.33163,-14.1481,0.391296,-0.70752,-0.73,25.3591,13.3385,5,70.4338,0,
281862803,46.4303,24.7093,0.93,178.418,-179.648,2.72466,2.28514,-2.76073,-2.58964,2.71407,2.49632,-22.211,-0.936218,-0.424072,-1.05,25.3591,14.131,5,70.4338,0,
281906124,46.4251,25.642,1.27,178.33,-179.648,2.72466,2.37303,-1.88196,-1.5709,1.8353,1.53979,-23.8844,0.396057,-1.40698,-1.41,25.3591,14.9234,5,70.4338,0,
281935925,46.4125,27.0276,1.56,178.857,-179.648,2.81255,2.37303,-0.474379,-0.0855438,0.552146,0.171088,-31.6431,0.491638,-0.579529,-1.72,25.3591,15.5117,5,70.4338,0,
281969425,46.388,28.4871,2.03,179.297,-179.648,2.81255,2.28514,1.08096,1.58645,-0.909875,-0.979866,-26.6228,-0.00842285,-0.616882,-2.03,25.3591,15.8993,5,70.4338,0,
282016188,46.3618,29.9038,2.34,179.648,-179.648,2.72466,2.37303,2.46522,2.98626,-2.05305,-2.72185,-24.493,0.378479,-1.49377,-2.51,25.3591,16.7142,5,70.4338,0,
282039775,46.3333,31.3614,2.69,-179.473,-179.384,2.81255,2.46092,3.95057,4.51049,-3.42175,-4.17609,-32.4037,0.437073,-0.596741,-2.85,25.3591,17.3164,5,70.4338,0,
282097140,46.2567,34.2823,3.36,-178.33,-179.033,2.81255,2.37303,7.27122,7.87781,-5.8092,-6.78907,-22.211,-0.239685,-0.815186,-3.48,25.3591,18.0777,5,70.4338,0,
282124663,46.2041,36.0097,3.67,-178.33,-178.945,2.81255,2.28514,9.05987,9.68978,-7.41121,-8.49994,-33.0122,-0.243896,-0.356506,-3.67,25.3591,18.6539,5,70.4338,0,
282177030,46.1089,38.9729,4.15,-177.012,-178.681,2.81255,2.28514,11.6417,12.886,-10.3741,-11.6184,-22.9716,-0.341309,-0.967896,-4.31,25.3591,19.6886,5,70.4338,0,
282225501,45.9919,42.299,4.65,-176.309,-178.33,2.81255,2.37303,15.0557,16.3,-13.5626,-14.9157,-23.8844,-0.65863,-1.01111,-4.8,25.3591,20.4516,5,70.4338,0,
282250674,45.9208,44.8465,4.91,-175.342,-177.011,2.81255,2.37303,18.112,18.5708,-16.2533,-17.0932,-31.3388,0.380493,-0.137695,-5.1,25.3591,20.8444,5,70.4338,0,
282294445,45.8343,47.2572,5.34,-174.902,-176.923,2.81255,2.37303,20.4061,20.8416,-18.4075,-20.025,-24.493,-0.136963,-1.04132,-5.44,25.3591,21.6091,5,70.4338,0,
282326476,45.7468,50.8925,5.7,-173.936,-174.902,2.90044,2.37303,24.6444,24.9088,-21.4637,-23.2135,-18.8641,0.288208,-0.846313,-5.7,25.3591,22.0106,5,70.4338,0,
282372306,45.6695,53.7806,5.94,-173.936,-172.793,2.90044,2.37303,27.2963,27.4051,-24.6522,-26.4408,-9.12781,-0.537598,-0.747986,-6.01,25.3591,22.7407,5,70.4338,0,
282419797,45.6264,58.1532,6.13,-172.441,-170.947,2.90044,2.46092,31.8923,31.8145,-28.8827,-30.718,-14.7566,-0.123047,-0.373169,-6.13,25.3591,23.2702,5,70.4338,0,
282449679,45.6086,60.8287,6.09,-171.826,-170.947,3.07622,2.37303,34.6064,34.5286,-31.5657,-33.3232,5.93307,0.032959,-0.418579,-6.11,25.3591,23.5297,5,70.4338,0,
282496003,45.6244,65.0512,5.97,-171.826,-170.507,3.07622,2.37303,39.6068,39.1402,-35.2674,-36.9238,8.21503,-0.167175,-0.875977,-5.97,25.3591,23.6508,5,70.4338,0,
282515240,45.5974,67.5207,5.91,-171.914,-170.507,3.07622,2.54881,41.7843,41.0844,-38.1448,-39.8168,12.3225,0.0743408,-0.779846,-5.84,25.3591,23.6629,5,70.4338,0,
282562870,45.6257,71.6888,5.67,-171.914,-170.507,3.16411,2.46092,45.937,45.9215,-41.9865,-43.6818,6.23734,-0.105286,-0.7901,-5.66,25.3591,23.6647,5,70.4338,0,
282591659,45.6318,75.467,5.52,-171.826,-170.507,3.16411,2.46092,50.1053,48.9077,-46.0848,-47.5624,15.0609,-0.055481,-0.572021,-5.52,25.3591,23.6647,5,70.4338,0,
282632357,45.6746,79.6081,5.3,-171.914,-170.507,3.16411,2.54881,54.577,52.9594,-50.2376,-51.474,11.8661,0.278687,-0.444397,-5.3,25.3591,23.6647,5,70.4338,0,
282678538,45.7328,83.8264,5.09,-171.826,-170.507,3.16411,2.46092,59.1108,57.0733,-54.4448,-55.5179,14.6045,-0.0322266,0.271362,-5.09,25.3591,23.6647,5,70.4338,0,
282719288,45.8255,89.1143,4.86,-171.826,-170.595,3.16411,2.46092,64.7489,62.2837,-59.7329,-60.565,24.3408,-0.558472,-0.985474,-4.86,25.3591,23.6647,5,70.4338,0,
282738895,45.8855,90.7637,4.83,-171.826,-170.507,3.16411,2.46092,67.1752,64.3912,-60.7905,-61.5838,12.0183,-0.132935,-0.769775,-4.79,25.3591,23.6647,5,70.4338,0,
282785374,45.9767,95.3893,4.58,-171.826,-170.507,3.16411,2.46092,71.7402,68.6995,-66.2265,-65.8065,12.0183,-0.222473,0.111694,-4.5,25.3591,23.6647,5,70.4338,0,
282833052,46.129,101.033,4.31,-171.826,-170.507,3.07622,2.46092,77.8215,74.182,-71.9112,-71.1725,20.0812,-0.364197,0.0137329,-4.19,25.3591,23.6647,5,70.4338,0,
282883006,46.3123,106.369,4.03,-171.826,-170.507,3.16411,2.46092,83.8018,79.6257,-76.4295,-76.6162,18.712,0.209473,0.303772,-3.98,25.4019,23.6647,5,70.4338,0,
282930334,46.4643,111.498,3.81,-171.826,-170.507,3.16411,2.46092,88.6623,84.004,-82.2309,-82.1298,15.8215,0.079834,0.716675,-3.71,25.4662,23.6647,5,70.4338,0,
282955873,46.6015,114.953,3.52,-171.826,-170.507,3.07622,2.46092,92.2396,87.3558,-85.746,-85.536,17.1907,0.00274658,0.190796,-3.52,25.4877,23.6647,5,70.4338,0,
283001164,46.8653,120.773,3.24,-171.738,-170.507,3.07622,2.46092,98.2821,93.0483,-91.703,-91.1819,1.67343,-0.27063,-1.00323,-3.24,25.4877,23.6647,5,70.4338,0,
283037325,47.033,124.141,2.98,-171.738,-170.507,3.07622,2.46092,101.712,96.3923,-95.1325,-94.487,36.6634,0.00860596,-0.893372,-2.98,25.4877,23.6647,5,70.4338,0,
283083649,47.3422,129.292,2.76,-171.738,-170.42,3.07622,2.46092,107.622,102.015,-99.783,-98.9742,12.0183,0.0181274,-1.05341,-2.68,25.5091,23.6647,5,70.4338,0,
283110640,47.537,133.317,2.61,-171.738,-170.507,3.07622,2.46092,111.106,105.437,-104.472,-103.524,22.211,0.110962,0.140991,-2.61,25.5091,23.6647,5,70.4338,0,
283154289,47.7883,137.719,2.34,-171.738,-170.507,3.07622,2.46092,116.067,108.835,-109.185,-108.112,7.91077,-0.240967,0.603882,-2.34,25.5091,23.6647,5,70.4338,0,
283186756,48.1108,142.2,2.21,-171.738,-170.42,3.07622,2.54881,120.609,114.473,-113.711,-111.401,10.0406,0.129272,-0.418213,-2.21,25.5091,23.6647,5,70.4338,0,
283229313,48.3343,145.907,2.1,-171.738,-170.42,3.07622,2.46092,124.015,117.848,-117.226,-115.982,13.3875,0.27832,0.676758,-2.06,25.5091,23.6647,5,70.4338,0,
283273714,48.7257,151.648,1.92,-171.738,-170.683,3.07622,2.46092,130.034,123.533,-122.989,-121.566,8.51929,-0.422791,-0.756775,-1.92,25.5305,23.6647,5,70.4338,0,
283319163,49.0411,156.188,1.72,-171.738,-171.035,2.98833,2.46092,134.739,128.028,-127.561,-126.022,-15.0609,0.195374,0.330505,-1.67,25.5305,23.6647,5,70.4338,0,
283348235,49.3564,160.113,1.47,-171.738,-171.123,2.98833,2.46092,139.265,132.507,-130.968,-129.381,29.0569,-0.074707,0.2276,-1.47,25.552,23.6647,5,70.4338,0,
283389261,49.619,164.021,1.41,-171.738,-171.211,3.07622,2.46092,142.726,135.82,-135.478,-133.783,22.3631,-0.282166,0.248291,-1.33,25.552,23.6647,5,70.4338,0,
283413063,49.8809,167.352,1.18,-171.65,-171.123,3.07622,2.37303,146.124,139.125,-138.884,-137.057,15.6694,-0.451172,0.416565,-1.1,25.5734,23.6647,5,70.4338,0,
283462673,50.2817,172.104,1,-171.65,-171.123,2.98833,2.37303,151.871,143.543,-143.418,-141.458,15.3651,-0.679504,-0.756409,-0.89,25.6163,23.6647,5,70.4338,0,
283499607,50.711,177.294,0.83,-171.738,-171.123,2.98833,2.54881,156.444,148.955,-148.893,-146.855,-6.84586,0.95105,1.1001,-0.83,25.6163,23.6647,5,70.4338,0,
