time,xPos,yPos,yaw,xVel,yVel,yawRate,xAccel,yAccel,yawAccel
0,30,618,45,0,-0,0,19.714,-98.038,0
0.02,30.004,617.98,45.413,0.39428,-1.9608,20.642,19.714,-98.038,0
0.04,30.016,617.92,45.826,0.78856,-3.9215,20.642,19.714,-98.038,0
0.06,30.035,617.82,46.239,1.1828,-5.8823,20.642,19.714,-98.038,0
0.08,30.063,617.69,46.651,1.5771,-7.843,20.642,19.714,-98.038,0
0.1,30.099,617.51,47.064,1.9714,-9.8038,20.642,19.714,-98.038,0
0.12,30.142,617.29,47.477,2.3657,-11.765,20.642,19.714,-98.038,0
0.14,30.193,617.04,47.89,2.76,-13.725,20.642,19.714,-98.038,0
0.16,30.252,616.75,48.303,3.1543,-15.686,20.642,19.714,-98.038,0
0.18,30.319,616.41,48.716,3.5485,-17.647,20.642,19.714,-98.038,0
0.2,30.394,616.04,49.128,3.9428,-19.608,20.642,19.714,-98.038,0
0.22,30.477,615.63,49.541,4.3371,-21.568,20.642,19.714,-98.038,0
0.24,30.568,615.18,49.954,4.7314,-23.529,20.642,19.714,-98.038,0
0.26,30.666,614.69,50.367,5.1257,-25.49,20.642,19.714,-98.038,0
0.28,30.773,614.16,50.78,5.5199,-27.451,20.642,19.714,-98.038,0
0.3,30.887,613.59,51.193,5.9142,-29.411,20.642,19.714,-98.038,0
0.32,31.009,612.98,51.606,6.3085,-31.372,20.642,19.714,-98.038,0
0.34,31.139,612.33,52.018,6.7028,-33.333,20.642,19.714,-98.038,0
0.36,31.277,611.65,52.431,7.0971,-35.294,20.642,19.714,-98.038,0
0.38,31.423,610.92,52.844,7.4913,-37.254,20.642,19.714,-98.038,0
0.4,31.577,610.16,53.257,7.8856,-39.215,20.642,19.714,-98.038,0
0.42,31.739,609.35,53.67,8.2799,-41.176,20.642,19.714,-98.038,0
0.44,31.908,608.51,54.083,8.6742,-43.137,20.642,19.714,-98.038,0
0.46,32.086,607.63,54.495,9.0685,-45.097,20.642,19.714,-98.038,0
0.48,32.271,606.71,54.908,9.4628,-47.058,20.642,19.714,-98.038,0
0.5,32.464,605.75,55.321,9.857,-49.019,20.642,19.714,-98.038,0
0.52,32.665,604.75,55.734,10.251,-50.98,20.642,19.714,-98.038,0
0.54,32.874,603.71,56.147,10.646,-52.94,20.642,19.714,-98.038,0
0.56,33.091,602.63,56.56,11.04,-54.901,20.642,19.714,-98.038,0
0.58,33.316,601.51,56.972,11.434,-56.862,20.642,19.714,-98.038,0
0.6,33.549,600.35,57.385,11.828,-58.823,20.642,19.714,-98.038,0
0.62,33.789,599.16,57.798,12.223,-60.783,20.642,19.714,-98.038,0
0.64,34.037,597.92,58.211,12.617,-62.744,20.642,19.714,-98.038,0
0.66,34.294,596.65,58.624,13.011,-64.705,20.642,19.714,-98.038,0
0.68,34.558,595.33,59.037,13.406,-66.666,20.642,19.714,-98.038,0
0.7,34.83,593.98,59.45,13.8,-68.626,20.642,19.714,-98.038,0
0.72,35.11,592.59,59.862,14.194,-70.587,20.642,19.714,-98.038,0
0.74,35.398,591.16,60.275,14.588,-72.548,20.642,19.714,-98.038,0
0.76,35.693,589.69,60.688,14.983,-74.509,20.642,19.714,-98.038,0
0.78,35.997,588.18,61.101,15.377,-76.469,20.642,19.714,-98.038,0
0.8,36.309,586.63,61.514,15.771,-78.43,20.642,19.714,-98.038,0
