time,xPos,yPos,yaw,xVel,yVel,yawRate,xAccel,yAccel,yawAccel
0,75.57,266.5,-20,0,-0,0,0,-100,0
0.02,75.57,266.48,-19.697,0,-2,15.152,0,-100,757.58
0.04,75.57,266.42,-19.394,0,-4,15.152,0,-100,0
0.06,75.57,266.32,-19.091,0,-6,15.152,0,-100,8.8818e-14
0.08,75.57,266.18,-18.788,0,-8,15.152,0,-100,-2.6645e-13
0.1,75.57,266,-18.485,0,-10,15.152,0,-100,0
0.12,75.57,265.78,-18.182,0,-12,15.152,0,-100,5.3291e-13
0.14,75.57,265.52,-17.879,0,-14,15.152,0,-100,-1.0658e-12
0.16,75.57,265.22,-17.576,0,-16,15.152,0,-100,1.0658e-12
0.18,75.57,264.88,-17.273,0,-18,15.152,0,-100,0
0.2,75.57,264.5,-16.97,0,-20,15.152,0,-100,-1.0658e-12
0.22,75.57,264.08,-16.667,0,-22,15.152,0,-100,1.0658e-12
0.24,75.57,263.62,-16.364,0,-24,15.152,0,-100,0
0.26,75.57,263.12,-16.061,0,-26,15.152,0,-100,-1.0658e-12
0.28,75.57,262.58,-15.758,0,-28,15.152,0,-100,-4.4409e-12
0.3,75.57,262,-15.455,0,-30,15.152,0,-100,2.1316e-12
0.32,75.57,261.38,-15.152,0,-32,15.152,0,-100,-2.1316e-12
0.34,75.57,260.72,-14.848,0,-34,15.152,0,-100,0
0.36,75.57,260.02,-14.545,0,-36,15.152,0,-100,2.1316e-12
0.38,75.57,259.28,-14.242,0,-38,15.152,0,-100,-2.1316e-12
0.4,75.57,258.5,-13.939,0,-40,15.152,0,-100,0
0.42,75.57,257.68,-13.636,0,-42,15.152,0,-100,2.1316e-12
0.44,75.57,256.82,-13.333,0,-44,15.152,0,-100,-2.1316e-12
0.46,75.57,255.92,-13.03,0,-46,15.152,0,-100,0
0.48,75.57,254.98,-12.727,0,-48,15.152,0,-100,2.1316e-12
0.5,75.574,254,-12.424,0.78537,-49.994,15.152,1.5707,-99.988,-2.1316e-12
0.52,75.637,252.98,-12.121,5.7062,-51.686,15.152,10.973,-99.396,0
0.54,75.791,251.93,-11.818,10.951,-52.878,15.152,20.279,-97.922,0
0.56,76.048,250.86,-11.515,14.777,-54.015,15.152,26.387,-96.456,0
0.58,76.413,249.79,-11.212,20.502,-54.256,15.152,35.347,-93.544,4.2633e-12
0.6,76.895,248.71,-10.909,26.396,-53.882,15.152,43.994,-89.803,-4.2633e-12
0.62,77.501,247.65,-10.606,34.039,-51.82,15.152,54.902,-83.581,0
0.64,78.234,246.63,-10.303,40.016,-49.948,15.152,62.524,-78.043,0
0.66,79.095,245.65,-10,45.93,-47.396,15.152,69.591,-71.813,0
0.68,80.086,244.75,-9.75,53.069,-42.517,12.5,78.043,-62.524,-132.58
0.7,81.202,243.94,-9.5,58.507,-38.432,12.5,83.581,-54.902,0
0.72,82.439,243.25,-9.25,64.658,-31.676,12.5,89.803,-43.994,3.4639e-12
0.74,83.786,242.68,-9,70.01,-23.97,12.5,94.609,-32.392,-3.4639e-12
0.76,85.228,242.28,-8.75,74.421,-15.412,12.5,97.922,-20.279,0
0.78,86.75,242.05,-8.5,77.76,-6.1198,12.5,99.692,-7.8459,0
0.8,88.329,242,-8.25,80,0,12.5,100,0,0
0.82,89.949,242,-8,82,0,12.5,100,0,0
0.84,91.609,242,-7.75,84,0,12.5,100,0,3.4639e-12
0.86,93.309,242,-7.5,86,0,12.5,100,0,-3.4639e-12
0.88,95.049,242,-7.25,88,0,12.5,100,0,0
0.9,96.829,242,-7,90,0,12.5,20,0,0
0.92,98.633,242,-6.75,90.4,0,12.5,20,0,0
0.94,100.44,242,-6.5,90.8,0,12.5,20,0,3.4639e-12
0.96,102.26,242,-6.25,91.2,0,12.5,20,0,-3.4639e-12
0.98,104.09,242,-6,91.6,0,12.5,20,0,0
1,105.93,242,-5.75,92,0,12.5,20,0,0
1.02,107.77,242,-5.5,92.4,0,12.5,20,0,0
1.04,109.62,242,-5.25,92.8,0,12.5,20,0,0
1.06,111.48,242,-5,93.2,0,12.5,20,0,0
1.08,113.35,242,-4.75,93.6,0,12.5,20,0,0
1.1,115.23,242,-4.5,94,0,12.5,20,0,0
1.12,117.11,242,-4.25,94.4,0,12.5,20,0,0
1.14,119,242,-4,94.8,0,12.5,20,0,0
1.16,120.9,242,-3.75,95.2,0,12.5,20,0,0
1.18,122.81,242,-3.5,95.6,0,12.5,20,0,0
1.2,124.73,242,-3.25,96,0,12.5,20,0,6.9278e-12
1.22,126.65,242,-3,96.4,0,12.5,20,0,-6.9278e-12
1.24,128.58,242,-2.75,96.8,0,12.5,20,0,0
1.26,130.52,242,-2.5,97.2,0,12.5,20,0,0
1.28,132.46,242,-2.25,96.609,0,12.5,-200,-0,0
1.3,134.35,242,-2,92.609,0,12.5,-200,-0,0
1.32,136.17,242,-1.75,88.609,0,12.5,-200,-0,0
1.34,137.9,242,-1.5,84.609,0,12.5,-200,-0,0
1.36,139.55,242,-1.25,80.609,0,12.5,-200,-0,6.9278e-12
1.38,141.12,242,-1,76.609,0,12.5,-200,-0,-6.9278e-12
1.4,142.62,242,-0.75,72.609,0,12.5,-200,-0,0
1.42,144.02,241.88,-0.5,67.184,-13.913,12.5,-195.84,40.557,0
1.44,145.27,241.43,-0.25,57.099,-30.233,12.5,-176.75,93.586,0
1.46,146.29,240.72,1.4211e-14,44.828,-40.791,12.5,-147.93,134.6,0
1.48,147.07,239.84,1.4211e-14,32.551,-46.315,0,-115,163.63,-625
1.5,147.58,238.88,1.4211e-14,20.133,-48.605,0,-76.537,184.78,0
1.52,147.87,237.91,1.4211e-14,8.3573,-47.885,0,-34.386,197.02,0
1.54,147.95,236.98,1.4211e-14,0,-44.609,0,-0,200,0
1.56,147.95,236.13,1.4211e-14,0,-40.609,0,-0,200,0
1.58,147.95,235.36,1.4211e-14,0,-36.609,0,-0,200,0
1.6,147.95,234.67,1.4211e-14,0,-32.609,0,-0,200,0
1.62,147.95,234.05,1.4211e-14,0,-28.609,0,-0,200,0
1.64,147.95,233.52,1.4211e-14,0,-24.609,0,-0,200,0
1.66,147.95,233.07,1.4211e-14,0,-20.609,0,-0,200,0
1.68,147.95,232.7,1.4211e-14,0,-16.609,0,-0,200,0
1.7,147.95,232.41,1.4211e-14,0,-12.609,0,-0,200,0
1.72,147.95,232.19,1.4211e-14,0,-8.6092,0,-0,200,0
1.74,147.95,232.06,1.4211e-14,0,-4.6092,0,-0,200,0
1.76,147.95,232.01,1.4211e-14,0,-0.60922,0,-0,200,0
1.763,147.95,232,1.4211e-14,0,-0,0,-0,200,0
