0,183,233,0,0,0,0,0
0.02,183,233.02,0,0,0.855,0,42.75
0.04,183,233.07,0,0,2.565,0,85.5
0.06,183,233.15,0,0,4.275,0,85.5
0.08,183,233.27,0,0,5.985,0,85.5
0.1,183,233.43,0,0,7.695,0,85.5
0.12,183,233.62,0,0,9.405,0,85.5
0.14,183,233.84,0,0,11.115,0,85.5
0.16,183,234.09,0,0,12.825,0,85.5
0.18,183,234.39,0,0,14.535,0,85.5
0.2,183,234.71,0,0,16.245,0,85.5
0.22,183,235.07,0,0,17.955,0,85.5
0.24,183,235.46,0,0,19.665,0,85.5
0.26,183,235.89,0,0,21.375,0,85.5
0.28,183,236.35,0,0,23.085,0,85.5
0.3,183,236.85,0,0,24.795,0,85.5
0.32,183,237.38,0,0,26.505,0,85.5
0.34,183,237.94,0,0,28.215,0,85.5
0.36,183,238.54,0,0,29.925,0,85.5
0.38,183.04,239.17,0,1.87,31.547,93.498,81.113
0.4,183.19,239.82,0,7.6123,32.418,287.11,43.532
0.42,183.47,240.46,0,14.052,32.057,321.98,-18.047
0.44,183.89,241.06,0,20.881,30.184,341.45,-93.649
0.46,184.44,241.6,0,27.714,26.586,341.63,-179.92
0.48,185.12,242.02,0,34.098,21.111,319.21,-273.71
0.5,185.91,242.29,0,39.477,13.755,268.98,-367.82
0.52,186.78,242.39,0,43.26,4.6246,189.11,-456.52
0.54,187.68,242.29,0,44.993,-4.9668,86.65,-479.57
0.56,188.61,242.14,0,46.488,-7.0866,74.77,-105.99
0.58,189.57,242,0,48.178,-7.3443,84.524,-12.885
0.6,190.57,241.85,0,49.869,-7.602,84.524,-12.885
0.62,191.6,241.69,0,51.559,-7.8597,84.524,-12.885
0.64,192.67,241.53,0,53.25,-8.1174,84.524,-12.885
0.66,193.76,241.36,0,54.94,-8.375,84.524,-12.885
0.68,194.9,241.19,0,56.631,-8.6327,84.524,-12.885
0.7,196.06,241.01,0,58.321,-8.8904,84.524,-12.885
0.72,197.26,240.83,0,60.012,-9.1481,84.524,-12.885
0.74,198.5,240.64,0,61.702,-9.4058,84.524,-12.885
0.76,199.77,240.44,0,63.393,-9.6635,84.524,-12.885
0.78,201.07,240.25,0,65.083,-9.9212,84.524,-12.885
0.8,202.4,240.04,0,66.774,-10.179,84.524,-12.885
0.82,203.77,239.83,0,68.464,-10.437,84.524,-12.885
0.84,205.18,239.62,0,70.155,-10.694,84.524,-12.885
0.86,206.61,239.4,0,71.845,-10.952,84.524,-12.885
0.88,208.08,239.18,0,73.536,-11.21,84.524,-12.885
0.9,209.59,238.95,0,75.226,-11.467,84.524,-12.885
0.92,211.13,238.71,0,76.916,-11.725,84.524,-12.885
0.94,212.7,238.47,0,78.607,-11.983,84.524,-12.885
0.96,214.3,238.23,0,80.297,-12.24,84.524,-12.885
0.98,215.94,237.98,0,81.988,-12.498,84.524,-12.885
1,217.62,237.72,0,83.678,-12.756,84.524,-12.885
1.02,219.32,237.46,0,85.369,-13.014,84.524,-12.885
1.04,221.07,237.2,0,87.059,-13.271,84.524,-12.885
1.06,222.84,236.93,0,88.75,-13.529,84.524,-12.885
1.08,224.65,236.65,0,90.44,-13.787,84.524,-12.885
1.1,226.49,236.37,0,92.131,-14.044,84.524,-12.885
1.12,228.36,236.09,0,93.393,-14.237,63.132,-9.6238
1.14,230.24,235.8,0,93.915,-14.316,26.088,-3.9768
1.16,232.12,235.51,0,93.915,-14.316,5.258e-11,-7.8959e-11
1.18,234,235.23,0,93.915,-14.316,-5.258e-11,7.8959e-11
1.2,235.87,234.94,0,93.915,-14.316,0,0
1.22,237.75,234.65,0,93.915,-14.316,0,0
1.24,239.63,234.37,0,93.915,-14.316,0,-7.1054e-11
1.26,241.51,234.08,0,93.915,-14.316,0,7.1054e-11
1.28,243.39,233.79,0,93.915,-14.316,7.1054e-11,0
1.3,245.26,233.51,0,93.915,-14.316,-7.1054e-11,-7.1054e-11
1.32,247.14,233.22,0,93.915,-14.316,0,7.1054e-11
1.34,249.02,232.94,0,93.915,-14.316,0,0
1.36,250.9,232.65,0,93.915,-14.316,7.1054e-11,-7.1054e-11
1.38,252.78,232.36,0,93.915,-14.316,-7.1054e-11,7.1054e-11
1.4,254.66,232.08,0,93.915,-14.316,5.258e-11,-7.9048e-12
1.42,256.53,231.79,0,93.915,-14.316,0,-7.1054e-11
1.44,258.41,231.5,0,93.915,-14.316,1.8474e-11,7.8959e-11
1.46,260.29,231.22,0,93.915,-14.316,-1.4211e-10,0
1.48,262.17,230.93,0,93.915,-14.316,1.4211e-10,0
1.5,264.05,230.65,0,93.915,-14.316,0,-7.1054e-11
1.52,265.93,230.36,0,93.915,-14.316,-1.4211e-10,7.1054e-11
1.54,267.8,230.07,0,93.915,-14.316,1.4211e-10,0
1.56,269.68,229.79,0,93.915,-14.316,0,-7.1054e-11
1.58,271.56,229.5,0,93.915,-14.316,-1.4211e-10,7.1054e-11
1.6,273.44,229.21,0,93.915,-14.316,1.4211e-10,0
1.62,275.32,228.93,0,93.915,-14.316,-1.4211e-10,-7.1054e-11
1.64,277.2,228.64,0,93.915,-14.316,1.4211e-10,7.1054e-11
1.66,279.07,228.5,0,93.784,-6.8988,-6.5676,370.87
1.68,279.73,230.07,0.17241,32.915,78.118,-3043.4,4250.9
1.7,278.59,231.57,0.34483,-57.076,75.469,-4499.6,-132.47
1.72,277.43,233.04,0.51724,-57.8,73.489,-36.216,-98.995
1.74,276.3,234.49,0.68966,-56.743,72.145,52.857,-67.204
1.76,275.18,235.9,0.86207,-55.686,70.801,52.857,-67.204
1.78,274.09,237.29,1.0345,-54.629,69.457,52.857,-67.204
1.8,273.02,238.65,1.2069,-53.572,68.113,52.857,-67.204
1.82,271.97,239.99,1.3793,-52.515,66.769,52.857,-67.204
1.84,270.94,241.3,1.5517,-51.458,65.425,52.857,-67.204
1.86,269.93,242.58,1.7241,-50.4,64.081,52.857,-67.204
1.88,268.95,243.83,1.8966,-49.343,62.737,52.857,-67.204
1.9,267.98,245.06,2.069,-48.286,61.392,52.857,-67.204
1.92,267.04,246.26,2.2414,-47.229,60.048,52.857,-67.204
1.94,266.11,247.44,2.4138,-46.172,58.704,52.857,-67.204
1.96,265.21,248.59,2.5862,-45.115,57.36,52.857,-67.204
1.98,264.33,249.71,2.7586,-44.058,56.016,52.857,-67.204
2,263.47,250.8,2.931,-43,54.672,52.857,-67.204
2.02,262.63,251.87,3.1034,-41.943,53.328,52.857,-67.204
2.04,261.81,252.91,3.2759,-40.886,51.984,52.857,-67.204
2.06,261.02,253.92,3.4483,-39.829,50.64,52.857,-67.204
2.08,260.24,254.9,3.6207,-38.772,49.296,52.857,-67.204
2.1,259.49,255.86,3.7931,-37.715,47.952,52.857,-67.204
2.12,258.75,256.79,3.9655,-36.658,46.608,52.857,-67.204
2.14,258.04,257.7,4.1379,-35.6,45.263,52.857,-67.204
2.16,257.35,258.58,4.3103,-34.543,43.919,52.857,-67.204
2.18,256.68,259.43,4.4828,-33.486,42.575,52.857,-67.204
2.2,256.03,260.25,4.6552,-32.429,41.231,52.857,-67.204
2.22,255.4,261.05,4.8276,-31.372,39.887,52.857,-67.204
2.24,254.8,261.82,5,-30.315,38.543,52.857,-67.204
2.26,254.21,262.57,5.1724,-29.258,37.199,52.857,-67.204
2.28,253.65,263.28,5.3448,-28.2,35.855,52.857,-67.204
2.3,253.11,263.97,5.5172,-27.143,34.511,52.857,-67.204
2.32,252.58,264.64,5.6897,-26.086,33.167,52.857,-67.204
2.34,252.08,265.27,5.8621,-25.029,31.823,52.857,-67.204
2.36,251.6,265.88,6.0345,-23.972,30.479,52.857,-67.204
2.38,251.15,266.47,6.2069,-22.915,29.135,52.857,-67.204
2.4,250.71,267.02,6.3793,-21.858,27.79,52.857,-67.204
2.42,250.29,267.55,6.5517,-20.8,26.446,52.857,-67.204
2.44,249.9,268.05,6.7241,-19.743,25.102,52.857,-67.204
2.46,249.52,268.53,6.8966,-18.686,23.758,52.857,-67.204
2.48,249.17,268.98,7.069,-17.629,22.414,52.857,-67.204
2.5,248.84,269.4,7.2414,-16.572,21.07,52.857,-67.204
2.52,248.53,269.79,7.4138,-15.515,19.726,52.857,-67.204
2.54,248.24,270.16,7.5862,-14.458,18.382,52.857,-67.204
2.56,247.97,270.5,7.7586,-13.401,17.038,52.857,-67.204
2.58,247.73,270.82,7.931,-12.343,15.694,52.857,-67.204
2.6,247.5,271.1,8.1034,-11.286,14.35,52.857,-67.204
2.62,247.29,271.36,8.2759,-10.229,13.006,52.857,-67.204
2.64,247.11,271.6,8.4483,-9.1719,11.661,52.857,-67.204
2.66,246.95,271.8,8.6207,-8.1148,10.317,52.857,-67.204
2.68,246.81,271.98,8.7931,-7.0577,8.9733,52.857,-67.204
2.7,246.69,272.13,8.9655,-6.0005,7.6292,52.857,-67.204
2.72,246.59,272.26,9.1379,-4.9434,6.2851,52.857,-67.204
2.74,246.51,272.36,9.3103,-3.8862,4.9411,52.857,-67.204
2.76,246.45,272.43,9.4828,-2.8291,3.597,52.857,-67.204
2.78,246.42,272.48,9.6552,-1.7719,2.2529,52.857,-67.204
2.8,246.41,272.49,9.8276,-0.7148,0.90882,52.857,-67.204
2.8035,246.4,272.5,10,0,0,0,0
