277.6,19.5,0,0
277.6,19.515,0,0.02
277.6,19.561,0,0.04
277.6,19.637,0,0.06
277.6,19.743,0,0.08
277.6,19.88,0,0.1
277.6,20.047,0,0.12
277.6,20.245,0,0.14
277.6,20.473,0,0.16
277.6,20.731,0,0.18
277.6,21.02,0,0.2
277.6,21.339,0,0.22
277.6,21.689,0,0.24
277.6,22.069,0,0.26
277.6,22.479,0,0.28
277.6,22.92,0,0.3
277.6,23.391,0,0.32
277.6,23.893,0,0.34
277.6,24.425,0,0.36
277.6,24.987,0,0.38
277.6,25.58,0,0.4
277.6,26.203,0,0.42
277.6,26.857,0,0.44
277.6,27.541,0,0.46
277.6,28.255,0,0.48
277.6,29,0,0.5
277.6,29.775,0,0.52
277.6,30.581,0,0.54
277.6,31.417,0,0.56
277.6,32.283,0,0.58
277.6,33.18,0,0.6
277.6,34.107,0,0.62
277.6,35.065,0,0.64
277.6,36.053,0,0.66
277.6,37.071,0,0.68
277.6,38.12,0,0.7
277.6,39.199,0,0.72
277.6,40.309,0,0.74
277.6,41.449,0,0.76
277.6,42.619,0,0.78
277.6,43.82,0,0.8
277.6,45.051,0,0.82
277.6,46.313,0,0.84
277.6,47.605,0,0.86
277.6,48.927,0,0.88
277.6,50.28,0,0.9
277.6,51.663,0,0.92
277.6,53.077,0,0.94
277.6,54.521,0,0.96
277.6,55.995,0,0.98
277.6,57.5,0,1
277.6,59.02,0,1.02
277.6,60.54,0,1.04
277.6,62.06,0,1.06
277.6,63.58,0,1.08
277.6,65.1,0,1.1
277.6,66.62,0,1.12
277.6,68.14,0,1.14
277.6,69.66,0,1.16
277.6,71.18,0,1.18
277.6,72.7,0,1.2
277.6,74.22,0,1.22
277.6,75.74,0,1.24
277.6,77.26,0,1.26
277.6,78.78,0,1.28
277.6,80.3,0,1.3
277.6,81.82,0,1.32
277.6,83.34,0,1.34
277.6,84.86,0,1.36
277.6,86.38,0,1.38
277.6,87.9,0,1.4
277.6,89.42,0,1.42
277.6,90.94,0,1.44
277.6,92.46,0,1.46
277.6,93.98,0,1.48
277.6,95.5,0,1.5
277.6,97.02,0,1.52
277.6,98.54,0,1.54
277.6,100.06,0,1.56
277.6,101.58,0,1.58
277.6,103.1,0,1.6
277.6,104.62,0,1.62
277.6,106.14,0,1.64
277.6,107.66,0,1.66
277.6,109.18,0,1.68
277.6,110.7,0,1.7
277.6,112.22,0,1.72
277.6,113.74,0,1.74
277.6,115.26,0,1.76
277.6,116.78,0,1.78
277.6,118.3,0,1.8
277.6,119.82,0,1.82
