time,xPos,yPos,yaw,xVel,yVel,yawRate,xAccel,yAccel,yawAccel
0,147.95,239,0,-0,-0,0,-81.205,-58.358,0
0.04,147.89,238.95,0,-3.2482,-2.3343,0,-81.205,-58.358,0
0.08,147.69,238.81,0,-6.4964,-4.6687,0,-81.205,-58.358,0
0.12,147.37,238.58,0,-9.7446,-7.003,0,-81.205,-58.358,0
0.16,146.91,238.25,0,-12.993,-9.3374,0,-81.205,-58.358,0
0.2,146.33,237.83,0,-16.241,-11.672,0,-81.205,-58.358,0
0.24,145.61,237.32,0,-19.489,-14.006,0,-81.205,-58.358,0
0.28,144.77,236.71,0,-22.737,-16.34,0,-81.205,-58.358,0
0.32,143.79,236.01,0,-25.986,-18.675,0,-81.205,-58.358,0
0.36,142.69,235.22,0,-29.234,-21.009,0,-81.205,-58.358,0
0.4,141.45,234.33,0,-32.482,-23.343,0,-81.205,-58.358,0
0.44,140.09,233.35,0,-35.73,-25.678,0,-81.205,-58.358,0
0.48,138.6,232.28,0,-38.979,-28.012,0,-81.205,-58.358,0
0.52,136.97,231.11,0,-42.227,-30.346,0,-81.205,-58.358,0
0.56,135.22,229.85,0,-45.475,-32.681,0,-81.205,-58.358,0
0.6,133.33,228.5,0,-48.723,-35.015,0,-81.205,-58.358,0
0.64,131.32,227.05,0,-51.971,-37.349,0,-81.205,-58.358,0
0.68,129.18,225.51,0,-55.22,-39.684,0,-81.205,-58.358,0
0.72,127.04,223.97,0,-51.728,-37.175,0,113.69,81.702,0
0.76,125.06,222.55,0,-47.18,-33.906,0,113.69,81.702,0
0.8,123.26,221.26,0,-42.633,-30.638,0,113.69,81.702,0
0.84,121.65,220.1,0,-38.085,-27.37,0,113.69,81.702,0
0.88,120.22,219.07,0,-33.538,-24.102,0,113.69,81.702,0
0.92,118.96,218.17,0,-28.99,-20.834,0,113.69,81.702,0
0.96,117.9,217.4,0,-24.443,-17.566,0,113.69,81.702,0
1,117.01,216.76,0,-19.895,-14.298,0,113.69,81.702,0
1.04,116.3,216.26,0,-15.348,-11.03,0,113.69,81.702,0
1.08,115.78,215.88,0,-10.8,-7.7618,0,113.69,81.702,0
1.12,115.44,215.64,0,-6.253,-4.4937,0,113.69,81.702,0
1.16,115.28,215.52,0,-1.7055,-1.2257,0,113.69,81.702,0
1.175,115.25,215.5,0,-0,-0,0,113.69,81.702,0
