0,233,235,0,0,0,0,0,0,0
0.02,233,235.0171,0,0,0.8549999999999613,0,0,42.74999999999807,0
0.04,233,235.0684,0,0,2.564999999999884,0,0,85.49999999999613,0
0.06,233,235.1539,0,0,4.274999999999808,0,0,85.49999999999619,0
0.08,233,235.2736,0,0,5.984999999999729,0,0,85.49999999999604,0
0.1,233,235.4275,0,0,7.695000000001071,0,0,85.50000000006713,0
0.12,233,235.6156,0,0,9.40499999999958,0,0,85.49999999992548,0
0.14,233,235.8379,0,0,11.11499999999949,0,0,85.49999999999525,0
0.16,233,236.0944,0,0,12.82500000000085,0,0,85.50000000006813,0
0.18,233,236.3851,0,0,14.53499999999935,0,0,85.49999999992512,0
0.2,233,236.71,0,0,16.24500000000067,0,0,85.50000000006605,0
0.22,233,237.0691,0,0,17.9549999999992,0,0,85.49999999992637,0
0.24,233,237.4624,0,0,19.66500000000054,0,0,85.50000000006723,0
0.26,233,237.8899,0,0,21.37500000000044,0,0,85.49999999999464,0
0.28,233,238.3516,0,0,23.08499999999894,0,0,85.49999999992482,0
0.3,233,238.8475,0,0,24.79500000000035,0,0,85.50000000007073,0
0.32,233,239.3776,0,0,26.5050000000002,0,0,85.49999999999251,0
0.34,233,239.9419,0,0,28.21500000000012,0,0,85.49999999999606,0
0.36,233.0146637756496,240.5400111066985,0,0.7331887824804553,29.90555533492488,0,36.65943912402283,84.52776674623833,0
0.38,233.1040650506614,241.1658577723412,0,4.470063750589755,31.29233328213272,0,186.8437484054649,69.33889736039157,0
0.4,233.2854241062446,241.807060141445,0,9.067952779159318,32.06011845519467,0,229.8944514284779,38.38925865309758,0
0.42,233.5703825494441,242.4469525885966,0,14.24792215997715,31.99462235757699,0,258.998469040892,-3.274804880883948,0
0.44,233.9648744163298,243.0665580076319,0,19.72459334428434,30.98027095176545,0,273.8335592153593,-50.71757029057706,0
0.46,234.4732760582778,243.6430219779863,0,25.42008209739775,28.8231985177205,0,284.77443765567,-107.8536217022472,0
0.48,235.094686608132,244.1511822664849,0,31.07052749271026,25.40801442492868,0,282.5222697656262,-170.7592046395912,0
0.5,235.8230101160072,244.5632331448584,0,36.4161753937594,20.602543918676,0,267.2823950524566,-240.2735253126339,0
0.52,236.6444969287922,244.8523516023852,0,41.07434063925265,14.45592287633842,0,232.9082622746623,-307.3310521168788,0
0.54,237.5387626331775,244.9911095511694,0,44.71328521926235,6.937897439209444,0,181.9472290004848,-375.9012718564485,0
0.5600000000000001,238.4790905529533,245,0,47.01639598879264,0.4445224415320577,0,115.1555384765145,-324.668749883869,0
0.58,239.4537905529533,245,0,48.73500000000087,0,0,85.93020056041181,-22.22612207660299,0
0.6,240.4626905529533,245,0,50.44500000000052,0,0,85.49999999998256,0,0
0.62,241.5057905529533,245,0,52.15499999999901,0,0,85.49999999992465,0,0
0.64,242.5830905529533,245,0,53.86500000000036,0,0,85.50000000006712,0,0
0.66,243.6945905529533,245,0,55.57500000000028,0,0,85.49999999999606,0,0
0.68,244.8402905529533,245,0,57.2850000000002,0,0,85.49999999999606,0,0
0.7000000000000001,246.0201905529534,245,0,58.99500000000013,0,0,85.49999999999606,0,0
0.72,247.2321613204519,245.0459618866299,0,60.59853837492597,2.298094331493427,0,80.17691874629237,114.9047165746719,0
0.74,248.432940702908,245.3738238137421,0,60.0389691228059,16.3930963556126,0,-27.97846260600349,704.750101205958,0
0.76,249.5373251956449,246.0183287906994,0,55.21922463684485,32.22524884786392,0,-240.9872242980521,791.6076246125656,0
0.78,250.453667224237,246.9581371389988,0.851063829787234,45.81710142960414,46.99041741496895,42.55319148936167,-470.1061603620352,738.2584283552504,2127.659574468081
0.8,251.0952721160134,248.1418459942132,1.702127659574468,32.08024458882048,59.18544276072164,42.55319148936167,-686.8428420391823,609.7512672876339,0
0.8200000000000001,251.3877591279949,249.4907748030647,2.553191489361702,14.62435059907675,67.44644044257478,42.55319148936167,-872.7946994871857,413.049884092657,3.552713678800498e-13
0.84,251.4,250.9097811059067,3.404255319148936,0.6120436002547109,70.95031514209784,42.55319148936189,-700.6153499411053,175.1937349761535,1.10134124042816e-11
0.86,251.4,252.3504927153023,4.25531914893617,0,72.03558046978166,42.55319148936166,-30.60218001273552,54.26326638419136,-1.172395514004164e-11
0.88,251.4,253.7457134330314,5.106382978723405,0,69.76103588645651,42.55319148936168,0,-113.7272291662575,1.065814103640149e-12
0.9,251.4,255.1067341507606,5.957446808510639,0,68.05103588645801,42.55319148936168,0,-85.49999999992501,0
0.92,251.4,256.4335548684898,6.808510638297873,0,66.34103588645809,42.55319148936168,0,-85.49999999999606,0
0.9400000000000001,251.4,257.7261755862189,7.659574468085108,0,64.63103588645816,42.55319148936168,0,-85.49999999999606,0
0.96,251.4,258.984596303948,8.510638297872342,0,62.92103588645575,42.55319148936191,0,-85.50000000012123,1.172395514004171e-11
0.98,251.4,260.2088170216772,9.361702127659576,0,61.21103588645832,42.55319148936168,0,-85.49999999987136,-1.172395514004164e-11
