time,x,y,heading, flSteer, frSteer, blSteer, brSteer, flDrive, frDrive, blDrive, brDrive, rawGyro, rawAccelX, rawAccelY, yaw, pivot pos, ext pos, cube x, cube y, cube deg
196841894,46.4,19.5,0,0.351544,-178.857,179.297,1.75779,5.68478,-5.49036,-5.52924,5.64589,0.30426,-0.0338745,0.0483398,-29.25,25.4019,0.00519076,41.3644,89.6965,22.9934,
196891183,46.4,19.5,0,0.351544,-178.857,179.297,1.75779,5.68478,-5.49036,-5.52924,5.64589,-0,-0.0346069,0.0457764,0,25.4019,0.00519076,53.4409,110.559,24.4462,
196911638,46.4,19.5,0,0.263653,-178.857,179.297,1.6699,5.68478,-5.49036,-5.52924,5.64589,0.15213,-0.0355225,0.0402832,0,25.4019,0.00519076,5,70.4338,0,
196948248,46.4,19.5,0,0.351544,-178.857,179.297,1.84568,5.68478,-5.49036,-5.52924,5.64589,0.15213,-0.0324097,0.041748,0,25.4019,0.00519076,90.0279,185.944,25.0481,
196984243,46.4001,19.5019,0,2.02147,-178.857,179.297,2.02147,5.677,-5.49036,-5.52924,5.64589,-0,-0.182556,0.00933838,0,25.4019,0.00519076,53.7079,110.959,24.484,
197020596,46.4105,19.5074,0,14.414,171.914,175.254,10.5469,5.64589,-5.59923,-5.52924,5.54479,1.82556,-0.865356,0.0344238,0,25.4019,0.00519076,5,70.4338,0,
197070729,46.4229,19.5955,-0.08,37.4414,154.512,148.799,42.8906,5.38926,-5.59145,-5.35038,5.56035,10.6491,0.0170288,0.303589,0.08,25.4019,0.00519076,44.187,93.0083,23.7621,
197090857,46.4442,19.7156,-0.18,48.2519,144.756,138.516,50.0976,5.0082,-5.59145,-5.04709,5.56035,21.9067,-0.149414,-0.0840454,0.3,25.4019,0.00519076,53.2494,109.767,24.5217,
197129175,46.3932,19.8585,-0.6,52.8222,130.782,131.748,58.5351,4.6427,-5.63812,-4.41717,5.63812,37.2719,0.366943,-1.18707,0.6,25.4234,0.00519076,5,70.4338,0,
197173390,46.4132,19.8702,-1.47,52.207,123.223,129.99,57.4805,4.3083,-5.94141,-4.16054,5.92585,52.0285,-0.43689,0.174133,1.47,25.4234,0.00519076,5,70.4338,0,
197212510,46.4284,19.9505,-2.06,48.5156,123.223,130.781,56.1621,3.8728,-6.19026,-3.73282,6.12027,50.3551,-0.38269,-0.0492554,2.35,25.4234,0.00519076,5,70.4338,0,
197250003,46.4342,19.9988,-2.71,48.0762,123.223,133.857,56.1621,3.5073,-6.38468,-3.44508,6.3769,65.416,0.997742,-0.178345,3.13,25.4234,0.00519076,5,70.4338,0,
197281953,46.4834,20.1125,-4.11,47.7246,123.311,136.055,56.1621,2.83072,-6.85128,-2.80739,6.71908,90.2132,-0.983276,-0.0961304,4.11,25.4234,0.00519076,5,70.4338,0,
197316382,46.4758,20.225,-5.28,47.7246,123.047,135.967,56.1621,2.23969,-7.34899,-2.01417,7.17013,112.576,0.15509,-0.290222,5.94,25.4234,0.00519076,5,70.4338,0,
197341053,46.5895,20.3188,-6.63,47.7246,123.047,135.879,56.1621,1.5709,-7.78449,-1.57867,7.34899,113.641,-0.654968,0.013916,6.63,25.4234,0.00519076,64.5525,138.295,23.9147,
197389432,46.6101,20.5799,-8.74,46.7578,123.047,136.758,57.6562,0.552146,-8.49217,-0.178864,7.88558,112.424,0.191528,-0.911133,8.74,25.4234,0.00519076,20.13,38.6162,23.6091,
197423274,46.754,20.7106,-10.16,46.2305,123.047,136.758,58.623,-0.287738,-8.98988,0.381059,8.08,124.442,0.0675659,-0.565613,10.93,25.4234,0.00519076,-9.1511,34.2292,-25.0855,
197449660,46.8025,20.9924,-11.74,46.1426,123.047,136.846,59.2383,-1.22094,-9.57313,1.72643,8.40662,138.438,0.242432,-0.473877,12.55,25.4448,0.00519076,5,70.4338,0,
197495516,46.9747,21.4107,-14.38,45.7031,123.135,137.109,60.7324,-3.03292,-10.5763,3.6395,9.07542,176.775,0.299561,0.5224,15.4,25.4448,0.00519076,5,70.4338,0,
197535044,47.0152,21.6749,-17.67,45.0879,123.047,137.109,62.4902,-4.24608,-11.284,4.95376,9.89198,196.552,1.12134,-0.803284,17.67,25.4448,0.00519076,65.0097,129.627,25.5329,
197564036,47.1896,22.1214,-20.34,43.5937,123.047,137.109,64.5117,-6.02695,-12.2794,6.97571,10.6152,239.605,-0.269348,0.296631,20.34,25.4662,0.00519076,5,70.4338,0,
197614974,47.2967,22.6504,-25.18,42.8906,122.959,137.022,66.5332,-8.01001,-13.3371,9.32428,11.8673,303.043,0.379944,-0.369141,26.97,25.6377,0.00519076,5,70.4338,0,
197665473,47.515,23.4831,-33.14,39.9023,122.871,137.197,72.1582,-11.1751,-15.1335,12.7927,14.2547,370.133,-1.00342,-0.78186,33.14,25.8307,0.00519076,12.7957,63.7069,7.4388,
197696544,47.4912,24.1027,-35.48,37.3535,122.696,137.813,75.7617,-12.4894,-15.8256,15.0168,15.7012,414.859,0.176331,-0.649475,37.95,26.1093,0.00519076,5,70.4338,0,
197735112,48.0163,25.312,-43.26,32.6074,107.051,138.076,80.6836,-15.6312,-17.4665,19.2629,17.9409,474.95,-0.693237,-1.3147,46.08,26.4737,0.00519076,5,70.4338,0,
197777329,48.573,26.2484,-51.77,29.8828,96.8558,138.164,85.5176,-18.4075,-18.7574,21.9537,20.3828,478.297,-0.588501,-1.29456,54.6,26.9882,0.00519076,5,70.4338,0,
197812307,49.2953,27.5765,-57.37,22.2363,91.846,138.076,87.8027,-21.2615,-19.8306,25.702,22.9491,465.214,-0.200317,-1.60309,60.18,27.2883,0.00519076,5,70.4338,0,
197845106,49.755,28.6582,-62.92,18.457,89.0335,138.164,87.8027,-22.7158,-20.4139,28.7816,24.9555,459.585,-0.501892,-0.636292,65.66,27.6099,0.00519076,5,70.4338,0,
197899052,51.2267,30.5551,-73.68,8.70115,80.6839,136.67,89.8242,-26.8374,-20.9816,33.7665,28.3461,431.137,0.375366,-0.684082,76.26,27.9957,0.00519076,5,70.4338,0,
197934951,52.4624,32.4661,-81.19,-5.62502,93.6039,131.66,90.8789,-29.4115,-21.1993,38.9769,31.2157,400.254,0.404846,-0.0979614,81.19,28.2744,0.00519076,5,70.4338,0,
197973950,53.3182,34.091,-85.81,-11.4258,99.4925,126.475,90.791,-31.2857,-21.246,42.3675,34.3964,371.654,0.186768,-0.179993,88.06,28.4673,0.00519076,5,70.4338,0,
198039817,54.9558,36.8395,-94.62,-28.2129,89.0335,118.652,88.5058,-34.8241,-20.4527,47.889,38.5725,316.887,0.545105,-0.250488,96.6,28.6817,0.00519076,5,70.4338,0,
198073376,56.1256,39.385,-98.5,-49.3945,87.6273,109.775,90.2637,-36.9938,-19.5195,53.0138,41.932,300.609,0.199951,-0.335815,100.31,28.8746,0.00519076,5,70.4338,0,
198122825,57.2405,42.3938,-103.56,-70.5762,87.6273,98.6133,90.4394,-39.8712,-17.692,57.0188,46.1781,196.704,0.405762,1.68292,106.24,29.6249,0.00519076,5,70.4338,0,
198157746,58.0117,45.3721,-107.31,-91.3184,87.5394,84.1114,90.2637,-42.2198,-15.6156,61.6149,49.4754,122.465,0.730225,1.7373,108.18,31.0825,0.00519076,5,70.4338,0,
198206534,58.682,48.6842,-109.91,-101.074,87.6273,72.1583,86.9238,-45.276,-12.4661,65.0833,53.4027,55.2232,0.84906,1.19092,109.91,34.9196,0.00519076,5,70.4338,0,
198238996,58.9258,50.7043,-110.17,-108.281,87.6273,65.3907,86.3965,-47.5157,-10.9729,67.4085,55.5957,22.5153,0.796326,1.20612,110.33,38.0064,0.00519076,5,70.4338,0,
198290313,59.1424,54.8034,-109.41,-112.061,87.5394,54.3165,81.3867,-52.6172,-6.02695,70.8458,58.9241,-83.3673,0.0842285,2.36847,108.93,45.1447,0.00519076,5,70.4338,0,
198324506,59.1367,57.2246,-108.3,-113.027,84.2875,51.4161,79.6289,-55.3935,-3.4062,72.8833,61.3971,-129.311,0.557373,1.52692,107.52,48.8103,0.00519076,5,70.4338,0,
198357726,58.8591,60.4283,-106.02,-113.027,81.7386,50.0977,79.1015,-59.3441,0.155534,76.1496,63.7846,-125.964,0.202332,1.13361,106.02,54.4051,0.00692101,5,70.4338,0,
198388729,58.6305,62.7813,-104.4,-112.939,81.7386,50.4493,78.9258,-62.3692,2.9707,78.1948,65.5577,-145.436,0.0373535,0.858765,104.4,59.8285,0.0103815,5,70.4338,0,
