time,x,y,heading, flSteer, frSteer, blSteer, brSteer, flDrive, frDrive, blDrive, brDrive, rawGyro, rawAccelX, rawAccelY, yaw, pivot pos, ext pos, cube x, cube y, cube deg
1013169694,46.4,19.5,0,-0.1758,0.176125,-2.10933,-179.912,3.81059,3.42953,3.85725,-3.81059,0.15213,-0.0584106,0.0560303,0,25.0375,0,5,70.4338,0,
1013229706,46.4,19.5,0,-0.1758,0.176125,-2.10933,-179.912,3.81059,3.42953,3.85725,-3.81059,-0,-0.0446777,0.0679321,0,25.1018,0,5,70.4338,0,
1013269026,46.4,19.5,0,-0.1758,0.176125,-2.10933,180,3.81059,3.42953,3.85725,-3.81059,-0.912781,0.0269165,-0.0472412,0,27.3098,0,213.912,709.4,16.4973,
1013309201,46.4,19.5019,0.13,0.439434,-0.527,-3.2519,180,3.81059,3.42175,3.85725,-3.81059,0.608521,-0.0904541,-0.0710449,-0.14,28.7245,0,5,70.4338,0,
1013348747,46.3847,19.5514,0.11,6.50389,-10.5465,-13.3593,-170.156,3.7406,3.3051,3.73282,-3.91946,-5.62881,0.251038,-0.104553,-0.11,31.4469,0,1609.69,5422.3,16.4973,
1013394369,46.3875,19.5266,0.18,35.7715,-30.9372,-29.707,-147.305,3.4062,3.66283,3.42175,-4.31607,3.65112,0.134949,-0.531189,-0.17,36.0557,0,5,70.4338,0,
1013433725,46.5907,19.432,0.06,50.0976,-49.7458,-45.8789,-124.805,2.7374,4.48716,3.46064,-4.75157,29.209,-0.0957642,0.71759,-0.06,42.6152,0,5,70.4338,0,
1013480808,46.6431,19.4175,-0.26,51.416,-61.3473,-46.3183,-120.322,2.51965,4.7749,3.39842,-4.94599,23.8844,0.0100708,-0.234741,0.39,50.6324,-0.00173025,5,70.4338,0,
1013539172,46.6495,19.5192,-0.75,48.9551,-62.2262,-45,-121.904,2.09971,5.14818,2.79184,-5.17929,171.907,-2.0462,-2.79694,1.39,58.5638,-0.00519076,5,70.4338,0,
1013574143,46.6439,19.7783,-2.72,47.6367,-60.82,-44.5605,-122.256,1.10429,5.38926,1.81975,-5.5759,76.3693,-1.09186,1.87024,2.72,59.7213,-0.00519076,5,70.4338,0,
1013621378,46.7109,19.9193,-3.9,47.6367,-59.15,-44.5605,-122.256,0.404389,5.69255,1.29093,-5.78587,53.3977,1.72229,0.191162,4.21,61.4791,-0.00519076,5,70.4338,0,
1013656822,46.7685,20.0241,-4.63,47.4609,-58.9743,-44.5605,-122.344,-0.124427,5.9103,0.917652,-5.92585,73.7831,-0.0948486,-0.271912,5.07,62.1222,-0.00519076,5,70.4338,0,
1013713952,47.0132,20.2481,-5.96,46.582,-58.9743,-44.3847,-122.344,-1.63311,6.38468,0.404389,-6.23692,28.6005,-0.347168,-0.0567627,6.13,62.7438,-0.00519076,5,70.4338,0,
1013747372,47.4563,20.6808,-6.24,44.9121,-59.0622,-43.33,-121.553,-4.09055,6.50133,0.0622137,-6.26803,15.8215,-0.0521851,-0.30011,6.34,62.9582,-0.00519076,5,70.4338,0,
1013796990,48.0033,21.2316,-6.62,44.3847,-62.5778,-36.8261,-119.619,-7.10791,6.71908,-0.466603,-6.3458,54.6147,0.525696,-0.918274,6.9,63.8156,-0.00519076,5,70.4338,0,
1013831193,48.4791,21.6802,-7.82,43.9453,-63.2809,-36.5625,-119.004,-9.93864,7.10014,-0.940982,-6.78129,106.035,0.189331,-1.44269,8.33,64.8875,-0.00519076,5,70.4338,0,
1013882072,48.5799,21.9923,-9.76,43.8574,-63.1051,-36.4746,-118.477,-11.3462,7.43454,-1.85086,-7.40343,147.566,3.55573,-3.18823,10.61,66.4737,-0.00692101,5,70.4338,0,
1013916680,48.8432,22.5586,-12.63,43.5937,-63.1051,-36.6503,-118.213,-13.9825,8.11111,-3.49952,-8.42995,158.824,1.79205,0.0199585,12.63,68.2315,-0.00692101,5,70.4338,0,
1013950765,48.9992,22.9924,-15.51,42.8027,-65.3024,-36.6503,-115.752,-15.8878,9.19207,-5.26483,-9.63534,264.098,0.103821,-0.922668,17.1,69.925,-0.00692101,5,70.4338,0,
1013986371,49.0422,23.4022,-18.72,41.9238,-68.9938,-36.6503,-111.182,-17.3421,10.032,-6.85906,-10.8874,309.433,-0.52002,-0.96936,20.49,71.3183,-0.00692101,5,70.4338,0,
1014028530,49.3132,24.1361,-24.18,39.9023,-72.9489,-36.5625,-105.205,-20.0173,11.424,-9.30872,-12.7538,340.619,-1.98669,-0.95343,26.23,71.9185,-0.00692101,5,70.4338,0,
1014065492,49.2104,25.1264,-30.3,38.2324,-73.3883,-36.6503,-102.305,-21.8448,12.3494,-12.5205,-15.2657,355.376,-0.78241,-0.458496,30.3,72.5188,-0.00692101,5,70.4338,0,
1014098146,49.3428,25.905,-34.72,35.4199,-74.7946,-36.6503,-99.9317,-23.789,13.407,-14.908,-17.3576,404.97,-1.13892,-0.350098,37.05,72.5188,-0.00692101,5,70.4338,0,
1014150709,49.9336,27.0461,-41.94,30.9375,-79.1891,-36.6503,-95.1856,-27.2963,15.2268,-18.1197,-20.3361,426.269,-0.867371,-1.3396,44.47,71.7256,-0.00692101,5,70.4338,0,
1014193568,50.7017,28.519,-49.93,25.664,-84.2868,-36.6503,-92.9004,-30.4069,17.031,-22.6924,-23.2835,481.035,-1.40735,-1.83179,52.82,71.1468,-0.00692101,5,70.4338,0,
1014216465,51.4855,29.3565,-55.66,21.7969,-85.3415,-37.5292,-92.6367,-32.8955,18.0653,-25.6009,-24.4655,486.512,-0.720337,-1.34821,55.66,70.8253,-0.00692101,5,70.4338,0,
1014261486,52.3915,30.9236,-64.57,17.4023,-85.5172,-40.166,-92.461,-36.1228,19.0918,-29.6759,-27.9339,508.571,-0.732788,-0.205811,64.57,70.4394,-0.00692101,5,70.4338,0,
1014286017,53.1615,31.6891,-70.61,13.4472,-82.9684,-42.7148,-92.461,-38.6503,19.5195,-31.8223,-29.3571,514.808,-0.409973,-0.344055,70.61,70.5252,-0.00692101,5,70.4338,0,
1014333812,54.4767,33.5189,-79.58,4.39451,-75.234,-48.0761,-91.3184,-41.7454,20.1883,-37.2893,-32.4211,482.1,0.457947,-0.508301,79.58,70.5895,-0.00692101,5,70.4338,0,
1014356771,55.4895,34.9453,-82.41,-5.97658,-79.6286,-52.6464,-91.1426,-44.5606,20.6083,-40.7422,-34.9174,455.478,0.926331,-0.704041,85.21,70.6752,-0.00692101,5,70.4338,0,
1014396158,56.4617,36.6703,-90.56,-14.6778,-89.8239,-57.2167,-91.0547,-46.6447,20.6161,-44.195,-38.4325,423.682,0.340576,-0.239685,90.56,70.7824,-0.00692101,5,70.4338,0,
1014437638,57.7344,39.0164,-95.68,-35.1563,-90.1754,-68.0273,-89.0332,-49.4132,20.3517,-49.0477,-41.9165,402.993,0.749634,-0.128723,98.12,71.4469,-0.00692101,5,70.4338,0,
1014481192,59.0518,42.0445,-102.59,-59.3262,-90.1754,-78.6621,-89.4727,-51.824,19.504,-55.3546,-45.7815,300.609,1.19971,0.444946,104.5,71.4469,-0.00692101,5,70.4338,0,
1014505412,59.7907,43.8903,-106.33,-71.2793,-91.4059,-83.9355,-90.0879,-53.4727,18.423,-57.8354,-48.5889,275.356,0.648193,1.60291,107.99,71.5327,-0.00692101,5,70.4338,0,
1014554711,60.8411,47.4104,-110.84,-89.3848,-95.2731,-95.2734,-95.4492,-56.2023,15.9111,-63.699,-52.1895,202.333,0.0435791,1.91364,112.04,71.5327,-0.00692101,5,70.4338,0,
1014578367,61.3633,50.1034,-113.22,-101.865,-95.4489,-108.193,-100.371,-58.9241,14.2003,-66.8953,-55.5646,170.081,0.253418,1.60547,114.28,71.5327,-0.00692101,5,70.4338,0,
1014622836,61.6754,53.0452,-115.97,-112.412,-96.0641,-124.014,-103.359,-60.985,11.4629,-70.7914,-58.9241,72.4139,0.300659,2.27179,116.52,71.2326,-0.00692101,5,70.4338,0,
1014665593,61.7912,56.8052,-117.2,-116.631,-98.4372,-135.879,-108.545,-64.6167,7.73005,-75.0375,-62.8203,33.7729,0.44458,1.5,117.2,71.1897,-0.00692101,-1030.41,-2116.92,26.0211,
1014699472,61.7195,58.6868,-117.31,-117.686,-98.7008,-140.098,-110.918,-67.043,6.11249,-77.456,-64.1656,-39.8581,-1.46136,1.164,117.14,71.1897,-0.00692101,5,70.4338,0,
1014748033,61.6433,62.1513,-116.46,-119.355,-98.6129,-147.305,-112.5,-71.4524,1.99861,-80.4734,-67.1208,-93.4079,-0.834045,1.1889,115.97,71.1897,-0.00692101,-1046.88,-2201.73,25.4957,
1014785301,61.2917,65.2633,-114.6,-120.938,-98.7008,-149.326,-112.588,-75.2863,-1.53979,-84.0429,-69.4227,-144.828,-1.01587,1.50659,114.6,71.1897,-0.00692101,-892.189,-1942.34,24.7479,
1014816574,61.1459,67.3821,-112.59,-121.025,-98.6129,-149.15,-112.5,-78.3115,-4.3083,-85.4038,-71.1258,-196.096,-0.865906,0.741394,112.59,71.1897,-0.00692101,5,70.4338,0,
1014849675,60.6826,70.4686,-110.15,-120.762,-98.7008,-149.062,-112.5,-82.5731,-8.14999,-88.1723,-73.3655,-230.325,-0.708069,0.11261,108.85,71.1897,-0.00692101,5,70.4338,0,
1014887738,60.2441,72.8112,-107.41,-120.85,-98.6129,-148.271,-110.83,-85.8782,-11.0663,-90.2021,-75.1075,-252.84,-0.469299,2.53107,105.94,71.3398,-0.00692101,5,70.4338,0,
1014926114,59.3757,76.016,-102.99,-120.762,-98.7887,-142.822,-108.545,-90.3887,-15.0168,-93.6316,-77.0672,-264.402,-0.292603,1.3233,101.43,71.3826,-0.00692101,5,70.4338,0,
1014968255,58.4888,79.2265,-98.17,-119.268,-97.5583,-134.473,-103.447,-95.1169,-19.1152,-96.509,-79.0891,-280.072,-0.0443115,1.02045,96.5,71.3826,-0.00692101,5,70.4338,0,
1015014745,57.5471,82.6174,-93.25,-115.576,-96.7672,-124.717,-97.9981,-99.6119,-23.3146,-99.5419,-81.7255,-263.489,-0.214966,0.210754,91.62,71.3826,-0.00692101,5,70.4338,0,
1015038158,56.7778,85.6366,-90.06,-110.127,-95.9762,-112.852,-94.9219,-104.317,-27.584,-101.914,-82.9542,-249.189,0.416748,-0.0639038,90.06,71.3826,-0.00692101,5,70.4338,0,
1015091993,56.0256,89.6266,-85.98,-100.107,-89.736,-105.908,-89.9121,-109.185,-31.869,-105.755,-86.3137,-191.836,1.50641,0.327942,84.78,71.3826,-0.00692101,5,70.4338,0,
1015141706,55.3703,94.435,-82.68,-93.7793,-86.3961,-95.5371,-85.6934,-114.94,-37.3438,-110.025,-90.2798,-159.585,0.662476,0.768677,81.68,71.3612,-0.00692101,5,70.4338,0,
1015167028,55.0461,97.2471,-80.85,-89.9121,-86.2204,-88.8574,-84.6387,-118.47,-40.6878,-111.845,-92.9161,-119.118,0.345886,-0.98584,80.04,71.3398,-0.00692101,5,70.4338,0,
1015207163,54.8034,101.738,-78.65,-79.9805,-81.8258,-81.2988,-84.2871,-122.81,-46.0148,-116.518,-96.5712,-104.818,0.202332,-1.44397,78.65,71.254,-0.00692101,5,70.4338,0,
1015245909,54.6637,105.017,-77.67,-76.2012,-81.7379,-77.4316,-84.1992,-126.053,-49.141,-119.497,-100.374,-41.9879,0.66925,-0.493835,77.3,71.2326,-0.00692101,5,70.4338,0,
1015292733,54.7233,109.693,-76.92,-68.4668,-81.8258,-73.3007,-83.9356,-131.364,-53.1849,-124.676,-104.659,-5.32455,0.568359,-1.26471,76.84,71.1468,-0.00692101,5,70.4338,0,
1015334970,54.8665,114.59,-76.88,-63.9844,-81.8258,-71.7187,-82.002,-136.334,-58.1465,-128.969,-110.204,17.9514,0.210571,-0.74707,76.99,71.1254,-0.00692101,5,70.4338,0,
