time,x,y,heading, flSteer, frSteer, blSteer, brSteer, flDrive, frDrive, blDrive, brDrive, rawGyro, rawAccelX, rawAccelY, yaw, pivot pos, ext pos
188720081,46.4,19.5,0,-2.81252,178.155,-176.836,-0.791034,2.3719,-2.37967,-2.68297,2.21636,0.15213,-0.0322266,0.0411987,-5.92,23.194,0
188754688,46.4,19.5,0,-2.81252,178.155,-176.836,-0.703144,2.3719,-2.37967,-2.68297,2.21636,0.15213,-0.0327759,0.0483398,0,23.194,0
188788437,46.4,19.5,0,-2.81252,178.155,-176.836,-0.703144,2.3719,-2.37967,-2.68297,2.21636,-0.30426,-0.0314941,0.0130005,0,23.194,0
188810630,46.4,19.5,0,-2.81252,178.155,-176.836,-0.703144,2.3719,-2.37967,-2.68297,2.21636,-0.15213,-0.0717773,0.0701294,0,24.1586,0.0761312
188839511,46.4,19.5,0.02,-2.81252,178.243,-176.836,-0.703144,2.3719,-2.37967,-2.68297,2.21636,-7.75864,0.102173,-0.142822,-0.02,24.1586,0.20417
188860460,46.4,19.5,0.05,-2.81252,178.155,-176.836,-0.791034,2.3719,-2.37967,-2.68297,2.21636,0.45639,-0.10968,0.0369873,-0.06,25.0589,0.335669
188886315,46.4,19.5,0.04,-2.81252,178.155,-176.836,-0.703144,2.3719,-2.37967,-2.68297,2.21636,4.71603,-0.0397339,-0.146851,-0.04,25.1018,0.418721
188923678,46.4,19.5,0.02,-2.81252,178.155,-176.836,-0.791034,2.3719,-2.37967,-2.68297,2.21636,0,0.0406494,0.0778198,-0.02,25.1018,0.910113
188968480,46.4,19.5,0.02,-2.81252,178.155,-176.836,-0.703144,2.3719,-2.37967,-2.68297,2.21636,-0.15213,-0.0510864,0.189148,-0.02,25.1447,1.70084
189013145,46.4,19.5,1.24E-17,-2.81252,178.155,-176.836,-0.791034,2.3719,-2.37967,-2.68297,2.21636,3.49899,-0.55188,-0.0915527,0.01,25.552,2.87741
189059745,46.3999,19.4981,-0.07,-2.63674,178.155,-176.836,-0.791034,2.3719,-2.37967,-2.69074,2.21636,2.28195,0.101074,-0.0661011,0.08,25.5734,4.15607
189096708,46.3999,19.5117,-0.09,-1.84572,178.243,-176.836,-0.703144,2.35634,-2.37967,-2.67519,2.19303,-0.15213,0.0393677,-0.0305786,0.08,25.5734,5.32745
189121165,46.3995,19.6146,-0.07,-1.93361,178.155,-176.836,-0.791034,2.26302,-2.31746,-2.58187,2.02972,-1.06491,-0.164429,0.0494385,0.07,25.5734,5.84826
189163626,46.3993,19.7953,-0.05,-1.93361,178.155,-176.836,-0.791034,2.13082,-2.1386,-2.3719,1.82753,-1.21704,0.00274658,0.131653,0.03,25.5734,6.55593
189196837,46.4,19.9779,-0.02,-1.93361,178.155,-176.836,-0.791034,1.97528,-1.89752,-2.07638,1.78864,-1.06491,-0.0704956,-0.238037,0.01,25.4662,7.14595
189240964,46.3992,20.0207,-0.05,-1.75783,178.155,-176.836,-0.791034,1.85086,-1.88974,-2.06083,1.76531,-2.12982,-0.503357,0.00585938,0.05,25.3591,7.87092
189281697,46.3991,20.0615,-0.02,-1.75783,178.155,-176.836,-0.791034,1.82753,-1.84308,-2.01417,1.71865,-3.65112,-0.46106,0.189331,0.02,25.3162,8.39
189314264,46.3987,20.1081,3.11E-17,-1.75783,178.155,-176.836,-0.791034,1.78864,-1.78087,-1.97528,1.67199,3.80325,0.242249,-0.22998,0.01,25.3162,8.92638
189336171,46.3983,20.1606,-0.02,-1.75783,178.155,-176.836,-0.791034,1.71865,-1.74198,-1.92862,1.61756,0.15213,-0.172119,0.124695,0.02,25.3162,9.29492
189379265,46.3969,20.2946,-0.03,-1.66994,178.155,-176.836,-0.703144,1.602,-1.53201,-1.82753,1.50868,1.36917,0.335632,-0.379211,0.03,25.3162,9.9974
189422202,46.3961,20.4909,-0.02,-1.66994,178.155,-176.836,-0.703144,1.41536,-1.33759,-1.63311,1.29871,-1.06491,-0.198486,-0.490723,0.01,25.3162,10.7726
189452072,46.3948,20.689,-0.01,-1.31838,177.1,-177.187,-0.791034,1.21317,-1.16651,-1.41536,1.09652,-0.30426,-0.255981,-0.485046,0.01,25.3162,11.174
189497842,46.388,21.1668,0.01,-1.05471,176.133,-177.187,-0.791034,0.801001,-0.622137,-0.925429,0.629914,-4.5639,-0.423157,-0.827087,-0.04,25.3162,12.001
189531601,46.3868,21.7128,0.11,0.175763,177.715,-177.187,-0.791034,0.264408,-0.0855438,-0.381059,0.0622137,-5.78094,-0.162231,-0.370056,-0.11,25.3162,12.5997
189574511,46.3844,22.2686,0.15,0.175763,177.715,-177.187,-0.791034,-0.412166,0.482156,0.101097,-0.435496,-2.73834,0.430847,-0.992249,-0.17,25.2733,13.3662
189608146,46.3785,23.1644,0.21,0.175763,177.715,-177.187,-0.791034,-1.2365,1.55534,0.948759,-1.27538,-2.89047,0.149597,-1.20868,-0.21,25.2733,13.9631
189650424,46.3757,24.0563,0.24,0.175763,177.627,-177.275,-0.791034,-1.99084,2.30968,1.94418,-2.34079,-3.0426,0.263123,-0.68811,-0.26,25.2733,14.7954
189684106,46.3671,25.329,0.33,0.175763,177.627,-177.187,-0.791034,-3.49952,3.53063,3.11068,-3.5384,-5.78094,-0.539246,-0.696899,-0.33,25.2733,15.3733
189723521,46.3588,26.2655,0.38,0.175763,177.627,-177.1,-0.791034,-4.14499,4.63492,4.09055,-4.55715,-6.08521,-0.372253,-0.11499,-0.4,25.2733,16.1069
189773597,46.3421,28.1891,0.45,0.175763,177.627,-177.187,-0.791034,-6.03473,6.5791,6.02695,-6.48578,-5.32455,0.00585938,-1.25061,-0.48,25.2733,16.8579
189817802,46.3236,30.0214,0.53,0.175763,177.627,-177.1,-0.791034,-8.21221,8.35219,7.69117,-8.20443,-6.38947,-1.16492,-0.886963,-0.58,25.2733,17.6365
189836466,46.3021,31.5388,0.62,0.263653,177.715,-177.1,-0.791034,-9.57313,10.343,9.09097,-9.52647,-6.69373,-0.390747,-1.19788,-0.62,25.2733,17.8216
189868022,46.2876,33.2156,0.71,0.175763,177.803,-177.187,-0.703144,-11.1207,11.9373,11.1362,-11.0507,-7.91077,-0.600037,-0.361267,-0.71,25.2733,18.4047
189904383,46.2601,34.7235,0.8,0.175763,177.891,-177.187,-0.791034,-12.7849,13.5781,12.2017,-12.7149,-8.0629,-0.0871582,-0.644348,-0.85,25.2733,18.9843
189931081,46.2327,36.7792,0.89,0.0878719,178.067,-177.187,-0.791034,-14.5502,15.4757,14.4725,-15.0091,-12.6268,0.861328,-0.296265,-0.95,25.2733,19.5467
189973010,46.1992,38.693,1.06,0.175763,177.979,-177.1,-0.791034,-16.4322,17.3498,16.3622,-17.0232,-10.0406,0.593445,-0.488892,-1.1,25.2733,20.1575
190019408,46.1327,42.1397,1.17,0.175763,177.979,-177.1,-0.703144,-20.3517,20.756,19.5895,-20.2661,-8.51929,-0.763184,0.0113525,-1.2,25.2733,21.116
190059663,46.0602,45.1332,1.3,0.175763,177.891,-177.1,-0.791034,-23.2135,24.3411,22.4047,-22.988,-4.25964,-0.0567627,-1.28375,-1.3,25.2733,21.6991
190112566,45.9889,48.607,1.36,0.175763,178.067,-177.187,-0.703144,-26.3553,27.4207,26.2075,-26.8685,-8.0629,0.417114,-0.595825,-1.36,25.2947,22.3929
190157363,45.8854,52.6458,1.56,0.175763,178.155,-177.187,-0.703144,-30.3525,31.5268,30.2047,-30.9358,-15.6694,0.10675,-0.40155,-1.7,25.3162,22.9881
190191651,45.8047,55.7736,1.8,0.175763,178.682,-177.1,-0.703144,-33.6576,34.9719,33.5487,-33.3621,-6.5416,-0.228699,-0.772339,-1.8,25.3162,23.156
190223357,45.712,58.8509,1.89,0.0878719,178.946,-177.275,-0.791034,-37.2193,37.5693,36.2006,-36.8694,-7.15012,-0.307251,-0.635742,-1.89,25.3162,23.3065
190256016,45.6394,61.3744,2.01,0.175763,179.034,-177.187,-0.615253,-39.1013,40.3611,38.9302,-39.5679,-10.497,0.148865,-0.929993,-2.01,25.3162,23.3515
190299225,45.5171,65.8683,2.12,0.175763,179.649,-177.187,-0.615253,-43.8606,45.0894,43.6429,-43.3552,-5.17242,0.107666,-0.382141,-2.12,25.3162,23.3428
190316587,45.4685,67.7258,2.15,0.439434,179.825,-177.187,-0.527362,-45.6182,46.9324,45.5637,-45.2682,-6.23734,-0.957275,-1.02539,-2.15,25.3162,23.3428
190360657,45.4042,71.1538,2.26,2.10936,-179.209,-177.187,-0.703144,-49.6854,49.8643,48.4334,-49.1177,-5.02029,0.811157,-0.0690308,-2.29,25.3162,23.3428
190384232,45.3663,74.3605,2.29,2.98826,-178.681,-177.187,-0.615253,-52.625,53.8459,51.4352,-52.0262,-2.73834,-0.590515,-0.784241,-2.29,25.3162,23.3428
190421019,45.3374,77.3787,2.29,3.07615,-178.33,-177.187,-0.615253,-55.6579,56.8789,54.4525,-55.0202,1.06491,-0.013916,-0.0618896,-2.28,25.3162,23.3428
190457498,45.3139,81.7944,2.22,3.25193,-177.978,-177.187,-0.615253,-59.7874,60.9694,59.6863,-59.2352,8.67142,-0.0111694,-0.691589,-2.22,25.3162,23.3428
190499844,45.2951,85.7162,2.14,3.33983,-177.89,-177.187,-0.615253,-64.049,65.1066,62.8358,-63.3802,3.49899,-0.141174,0.889709,-2.13,25.3162,23.3428
190539489,45.2868,90.0094,2.05,3.33983,-177.802,-177.187,-0.615253,-68.3962,69.3605,67.1286,-67.6652,5.62881,0.782227,0.264038,-2.05,25.3162,23.3428
190575434,45.2837,94.0712,1.95,3.33983,-177.978,-177.187,-0.615253,-72.86,72.5723,71.468,-71.9035,9.43207,0.320068,0.606812,-1.89,25.3162,23.3428
190612576,45.2881,98.2633,1.79,3.33983,-177.89,-177.187,-0.615253,-76.4062,76.9506,75.9551,-76.2662,10.8012,-0.559387,-0.390015,-1.79,25.3162,23.3411
190645069,45.3089,101.853,1.7,3.33983,-177.89,-177.275,-0.527362,-80.8156,80.2479,79.3458,-79.5324,9.5842,-0.804016,-0.433411,-1.7,25.3162,23.3411
190672515,45.3244,104.418,1.59,3.42772,-177.89,-177.275,-0.527362,-83.1253,83.6074,81.5855,-81.8888,7.91077,-0.285828,0.489075,-1.59,25.3162,23.3411
190703687,45.3552,108.727,1.49,3.42772,-177.978,-177.275,-0.615253,-87.9235,86.9281,86.1348,-86.4615,11.714,0.375549,-0.611572,-1.49,25.3162,23.3411
