time,x,y,heading, flSteer, frSteer, blSteer, brSteer, flDrive, frDrive, blDrive, brDrive, rawGyro, rawAccelX, rawAccelY, yaw, pigeon yaw, pigeon raw, pivot pos, ext pos
172901106,46.4,19.5,0,-1.31838,178.33,-2.90034,-0.791034,9.74422,-10.1642,9.73644,10.4986,-0,-0.038269,0.0386353,0,0,0,23.4298,0.013842
172961449,46.4,19.5,0,-1.23049,178.243,-2.98823,-0.791034,9.74422,-10.1642,9.73644,10.4986,0.15213,-0.0426636,0.062439,0,0,0,24.0514,0.0622891
173008949,46.4,19.5,0.02,-1.31838,178.33,-2.98823,-0.791034,9.74422,-10.1642,9.73644,10.4986,-1.21704,-0.0963135,0.138062,-0.04,0,0,25.0161,0.442945
173058559,46.4,19.5,0.02,-1.23049,178.243,-2.98823,-0.791034,9.74422,-10.1642,9.73644,10.4986,1.06491,0.127808,0.340027,-0.01,0,0,25.1233,0.963751
173112698,46.4,19.5,0.01,-1.31838,178.243,-2.98823,-0.703144,9.74422,-10.1642,9.73644,10.4986,0.760651,0.264954,0.204529,-0.01,0,0,25.4019,1.60394
173157431,46.4,19.5,-3.10601e-18,-1.23049,178.33,-2.90034,-0.791034,9.74422,-10.1642,9.73644,10.4986,8.36716,-0.273926,0.494019,0.03,0,0,25.6163,2.77879
173222821,46.3999,19.5078,-0.1,-1.23049,178.243,-2.98823,-0.703144,9.73644,-10.1642,9.73644,10.4752,0.912781,0.122864,-0.0415649,0.09,0,0,25.6163,4.46751
173263016,46.3998,19.5136,-0.09,-1.23049,178.33,-2.90034,-0.791034,9.73644,-10.1642,9.73644,10.4519,-2.12982,-0.03479,0.031311,0.08,0,0,25.6163,5.59045
173319418,46.3988,19.5739,-0.05,-1.31838,178.33,-1.14253,-0.791034,9.71311,-10.1486,9.66645,10.3197,0.608521,0.133301,-0.0840454,0.04,0,0,25.4234,6.52306
173369912,46.3927,19.8674,-0.03,-1.31838,178.33,-0.790966,-0.791034,9.35538,-9.79088,9.32428,10.203,-0.760651,-0.143921,-0.00549316,0.02,0,0,25.3162,7.28956
173416093,46.391,19.9898,-0.08,-1.23049,178.243,-0.527294,-0.791034,9.2154,-9.72867,9.07542,10.1642,1.82556,-0.0666504,0.0276489,0.08,0,0,25.2947,8.17545
173467493,46.3898,20.0559,-0.04,-1.31838,178.243,-0.527294,-0.791034,9.1143,-9.68978,9.02876,10.0864,5.32455,-0.0377197,0.14447,0.07,0,0,25.2947,8.73086
173522199,46.3883,20.1473,-0.1,-1.23049,178.243,-0.527294,-0.703144,9.04431,-9.59646,8.92766,9.9853,0.45639,0.0435791,-0.00238037,0.11,0,0,25.2947,9.66693
173569860,46.3858,20.295,-0.08,-1.23049,178.243,-0.351512,-0.791034,8.89656,-9.44093,8.78768,9.83754,-0.30426,-0.0490723,-0.181274,0.09,0,0,25.2947,10.6359
173626286,46.3763,20.6739,-0.07,-1.31838,176.397,-0.263622,-0.791034,8.45328,-9.06764,8.42218,9.50314,-0.15213,-0.289124,-0.0910034,0.07,0,0,25.2947,11.3954
173681267,46.3639,21.1148,-0.02,0.439434,174.991,-0.263622,-0.703144,8.10333,-8.55438,7.98668,9.03654,-3.34686,0.171021,-0.438721,0,0,0,25.2947,12.38
173735467,46.3601,21.9232,0.06,2.19725,177.715,-0.0878406,-0.791034,7.23234,-7.69894,7.21679,8.29775,-4.25964,-0.291687,-0.830383,-0.09,0,0,25.2733,13.3801
173783995,46.3548,22.8598,0.14,2.28514,177.715,-0.0878406,-0.791034,6.17471,-6.68019,6.44689,7.39565,-6.84586,-0.329956,-0.365295,-0.17,0,0,25.2733,14.4096
173833098,46.3427,24.43,0.24,2.28514,177.715,5e-05,-0.703144,4.60381,-5.04709,4.96154,5.80143,-7.60651,-0.0974121,-0.397522,-0.28,0,0,25.2733,14.9857
173873657,46.3319,25.7359,0.35,2.46092,177.715,0.0879406,-0.703144,3.274,-3.67838,3.70949,4.52605,-7.30225,0.156189,-0.416382,-0.41,0,0,25.2733,15.754
173915492,46.3152,27.2574,0.51,2.37303,177.715,0.263722,-0.791034,1.69532,-2.09971,2.32524,2.97848,-8.0629,-0.373535,-0.221008,-0.54,0,0,25.2733,16.5205
173970260,46.2923,29.1695,0.62,2.37303,177.715,0.351612,-0.703144,-0.0311068,-0.396612,0.194418,0.886545,-4.41177,0.951416,-0.452271,-0.65,0,0,25.2733,17.4808
174016847,46.2578,31.8083,0.77,2.37303,177.891,0.527394,-0.791034,-3.00181,2.51188,-2.08416,-1.51646,-8.67142,0.335266,-0.50885,-0.77,0,0,25.2733,18.2334
174065436,46.2229,34.1246,0.91,2.37303,177.979,0.615284,-0.791034,-5.20262,4.80601,-4.6738,-3.70171,-10.497,0.314209,-0.988037,-0.99,0,0,25.2733,19.0207
174123994,46.1662,37.2432,1.13,2.46092,177.979,0.791066,-0.703144,-8.25887,7.85448,-7.50453,-7.24789,-11.8661,0.237671,-0.639038,-1.29,0,0,25.2733,19.9879
174167567,46.0977,40.482,1.4,2.54881,177.979,0.791066,-0.615253,-11.5717,11.0818,-10.6852,-10.4908,-10.6491,0.325562,-0.835327,-1.4,0,0,25.2733,20.7561
174219209,46.0282,43.7986,1.54,2.54881,178.33,0.878956,-0.615253,-15.1335,14.5736,-14.0914,-13.306,-12.6268,-0.240234,-1.31342,-1.62,0,0,25.2733,21.7527
174261536,45.9353,47.8188,1.72,2.54881,178.858,0.878956,-0.615253,-19.1385,18.4464,-17.8553,-17.7542,-7.75864,-1.203,-0.392029,-1.76,0,0,25.2733,22.4691
174315788,45.8462,51.5962,1.87,2.37303,179.121,0.966847,-0.615253,-23.1824,22.4591,-21.7359,-20.9349,-3.34686,-0.749268,-0.524231,-1.9,0,0,25.2947,22.9362
174359523,45.766,54.9695,1.97,2.46092,179.473,0.966847,-0.615253,-26.713,25.7642,-25.1188,-24.2167,4.10751,0.498047,-1.09515,-1.96,0,0,25.2947,23.265
174405229,45.6409,60.4338,2.01,2.46092,179.737,1.14263,-0.615253,-32.4056,31.1457,-30.4225,-29.707,-3.65112,0.0232544,-1.34106,-2.01,0,0,25.2947,23.3809
174439578,45.5778,63.1582,2.04,2.46092,179.737,1.23052,-0.615253,-35.143,33.8365,-33.191,-32.4133,-9.43207,-1.05981,-1.25116,-2.07,0,0,25.3162,23.4051
174487251,45.4859,67.9197,2.18,2.46092,-179.209,1.49419,-0.527362,-40.1201,38.3858,-37.9659,-37.1649,-6.99799,-0.485229,-0.728027,-2.21,0,0,25.3162,23.4017
174530762,45.4259,71.6394,2.3,2.46092,-178.681,2.63677,-0.615253,-44.1795,42.352,-40.8822,-41.1077,-16.5822,-0.557007,-1.53333,-2.38,0,0,25.3162,23.4017
174588325,45.3857,76.8571,2.52,2.46092,-177.978,4.04302,-0.615253,-49.2188,47.2902,-46.8314,-46.0615,-22.9716,0.576782,0.0651855,-2.74,0,0,25.3376,23.4017
174643098,45.2968,83.1312,2.94,2.54881,-177.802,4.39458,-0.615253,-55.6268,53.4649,-53.0683,-52.3528,-22.5153,-0.311462,-0.421143,-3.06,0,0,25.3376,23.4017
174685735,45.189,87.5603,3.33,2.54881,-177.802,4.30669,-0.615253,-59.7796,57.6643,-57.1899,-57.6099,-17.7992,0.433777,-0.549683,-3.43,0,0,25.3376,23.4017
174743503,45.0891,93.5658,3.74,3.07615,-176.045,4.39458,-0.527362,-66.6386,64.1034,-62.4859,-63.0536,-10.3448,0.128174,-0.729858,-3.81,0,0,25.3376,23.4017
174801303,45.0046,99.5542,3.98,4.57029,-175.254,4.48247,-0.615253,-72.0746,69.5316,-69.0572,-69.5938,-8.36716,-0.420593,-0.879639,-4.05,0,0,25.3591,23.4017
174847984,44.9456,105.634,4.11,4.4824,-174.638,4.39458,-0.615253,-78.7781,76.134,-74.6098,-75.0764,-6.5416,-0.546753,-0.401184,-4.17,0,0,25.3591,23.4017
174900391,44.8874,111.057,4.21,5.00975,-173.847,4.39458,-0.615253,-84.6106,80.6367,-80.2245,-80.8389,-9.27994,0.559021,-0.215149,-4.23,0,0,25.3591,23.4017
174958328,44.8907,117.382,4.27,5.88865,-173.32,4.39458,-0.351581,-90.5442,87.4647,-87.1225,-86.5081,-11.1055,-0.510315,-0.193726,-4.3,0,0,25.3591,23.4017
175011319,44.9798,124.057,4.14,7.03123,-172.265,4.39458,0.263653,-97.7144,94.3004,-93.0483,-93.3128,9.88846,-0.461426,-0.456482,-4.09,0,0,25.3591,23.4017
175063332,45.0755,130.431,3.9,7.20701,-172.265,4.39458,0.527325,-103.64,100.008,-100.117,-100.141,13.8438,0.406677,-0.231812,-3.78,0,0,25.3805,23.4017
175125929,45.2775,137.115,3.58,7.11912,-171.65,4.48247,0.527325,-110.818,106.728,-107.249,-105.895,15.5173,0.23584,-0.172119,-3.51,0,0,25.3805,23.4017
175188056,45.5587,144.19,3.24,7.64647,-171.298,4.39458,1.14256,-118.027,113.867,-114.38,-112.778,16.4301,-1.48828,0.012085,-3.13,0,0,25.4019,23.4017
175229146,45.8719,150.104,2.81,7.99803,-171.298,4.39458,2.28514,-124.101,119.621,-120.399,-118.641,19.1684,-0.937866,0.28363,-2.81,0,0,25.4019,23.3999
175288075,46.2321,155.9,2.47,8.08592,-171.035,4.39458,2.54881,-130.205,125.267,-126.263,-124.28,20.994,0.378479,0.429932,-2.35,0,0,25.4019,23.3999
175345607,46.8286,162.808,1.89,8.96483,-170.244,4.48247,4.04295,-137.306,132.126,-133.347,-130.999,24.3408,-0.553711,0.422424,-1.73,0,0,25.4019,23.3999
175400848,47.4086,168.87,1.4,9.40428,-169.98,4.39458,4.13084,-143.263,137.85,-139.25,-137.803,25.71,0.783325,0.279053,-1.08,0,0,25.4234,23.3999
175429457,47.907,173.129,0.91,9.31639,-169.101,4.39458,5.18553,-147.952,142.322,-143.931,-141.132,31.0345,-0.749634,0.658447,-0.73,0,0,25.4234,23.3999
175469229,48.5176,177.548,0.54,10.8984,-168.222,4.92193,5.88865,-152.626,146.739,-148.543,-145.3,29.6654,-0.135498,0.235657,-0.38,0,0,25.4234,23.3999
175509080,49.2251,181.687,2.08724e-15,11.9531,-167.607,5.88872,7.55858,-157.3,151.117,-151.941,-149.663,29.209,0.197205,0.245361,0.18,0,0,25.4448,23.3999
175560684,50.3493,187.424,-0.78,12.041,-167.256,8.70122,8.08592,-163.008,156.53,-158.723,-155.161,33.0122,-0.472412,0.396973,0.78,0,0,25.4662,23.3999
175602183,51.1901,191.444,-1.15,12.041,-166.728,8.877,7.99803,-167.611,160.752,-162.059,-159.438,32.0995,-0.126892,-0.153076,1.34,0,0,25.4662,23.3999
175656439,52.4192,196.982,-1.7,11.9531,-166.728,9.14067,9.2285,-173.234,166.009,-168.591,-164.726,33.1644,-0.201416,0.924866,2.1,0,0,25.4877,23.3999
175707916,53.9978,203.125,-2.47,12.5683,-166.816,10.8985,11.0742,-179.899,172.239,-174.992,-170.808,27.2313,-0.290771,0.864258,2.62,0,0,25.4877,23.3999
175769586,55.6153,208.96,-3.08,13.4472,-166.113,10.9864,11.0742,-186.431,178.444,-180.233,-177.052,27.3834,-0.14447,0.457397,3.24,0,0,25.5091,23.3999
175825035,57.3034,214.645,-3.75,13.4472,-165.761,11.7774,11.7773,-191.789,184.541,-186.532,-183.025,28.9047,0.188416,0.497131,3.93,0,0,25.5091,23.3999
175867017,58.701,219.017,-4.2,13.7109,-165.761,12.92,13.3594,-196.976,188.577,-191.719,-186.975,16.2779,-0.686462,0.756958,4.3,0,0,25.5091,23.3999
175914935,59.9658,222.788,-4.52,14.5898,-165.41,13.3594,13.5351,-200.981,192.567,-195.74,-190.872,16.4301,-1.04681,0.505554,4.62,0,0,25.5091,23.3999
175958528,61.3501,226.646,-4.83,14.8535,-164.795,14.8536,14.7656,-204.839,196.447,-199.659,-195.608,13.6917,0.423523,0.692505,4.91,0,0,25.5305,23.3999
176015896,63.2291,231.742,-5.05,15.0293,-164.795,15.3809,15.1172,-210.453,202.163,-205.391,-200.274,4.25964,-0.494751,0.163696,5.12,0,0,25.5305,23.3999
176062049,64.9351,236.287,-5.18,15.6445,-164.531,15.3809,15.1172,-215.213,206.829,-209.995,-205.663,10.1927,0.480835,0.342773,5.23,0,0,25.5305,23.3999
176108807,66.3002,239.834,-5.32,15.6445,-163.652,15.3809,15.3808,-218.852,211.309,-213.564,-209.178,5.02029,0.386902,0.362183,5.35,0,0,25.5305,23.3999
176167786,68.1559,244.371,-5.45,17.4023,-162.773,16.1719,16.4355,-224.133,215.578,-218.65,-214.147,11.1055,0.449524,1.32184,5.51,0,0,25.5305,23.3999
176212464,69.9048,248.494,-5.66,17.666,-161.367,16.1719,16.4355,-229.187,220.485,-222.686,-218.067,15.3651,0.294067,0.590698,5.76,0,0,25.552,23.3999
176262082,71.213,251.528,-5.94,18.1055,-161.015,16.1719,16.5234,-232.399,223.588,-226.613,-221.045,15.5173,0.818848,0.702209,6.04,0,0,25.6163,23.3999
176302422,72.4781,254.371,-6.23,18.3691,-159.609,16.084,16.4355,-235.463,226.536,-229.592,-224.506,19.1684,-0.240967,0.645264,6.35,0,0,25.6377,23.3999
176364050,74.1388,257.923,-6.81,19.1601,-159.257,16.084,16.5234,-239.818,230.649,-233.675,-227.648,32.8601,0.378662,0.914978,6.99,0,0,25.6592,23.3999
176417531,75.5483,260.884,-7.35,19.1601,-159.257,16.084,16.5234,-243.224,233.752,-236.785,-231.155,26.4706,0.978516,1.31323,7.5,0,0,25.6592,23.3999
176463893,76.5927,263.023,-7.79,19.1601,-159.17,16.1719,16.5234,-245.783,236.163,-239.165,-233.332,23.7323,0.404297,0.890076,8.09,0,0,25.6592,23.3999
176519645,78.0969,266.019,-8.36,19.1601,-159.257,16.1719,16.5234,-249.29,239.904,-242.377,-236.288,24.0366,-0.58667,0.620544,8.5,0,0,25.6592,23.3999
176559424,79.0281,267.841,-8.79,19.1601,-159.257,16.1719,16.5234,-251.864,241.863,-244.259,-238.061,25.8621,-0.971375,0.477173,8.95,0,0,25.6592,23.3999
176617969,80.0048,269.727,-9.21,19.1601,-159.257,16.1719,16.5234,-254.135,243.94,-246.382,-240.09,16.8864,-0.400452,0.948853,9.42,0,0,25.6592,23.3999
176650675,80.7196,271.096,-9.51,18.8965,-159.257,16.1719,16.5234,-255.698,245.441,-248.093,-241.498,14.6045,0.677307,1.21747,9.59,0,0,25.6592,23.3999
176694242,81.3072,272.236,-9.72,17.8418,-159.257,15.5567,15.9961,-257.067,246.693,-249.166,-242.937,-0.760651,-0.154175,1.85284,9.74,0,0,25.6592,23.3999
176744027,81.8528,273.347,-9.74,17.5781,-162.949,14.7657,15.9961,-258.428,247.922,-250.34,-244.127,-1.97769,0.723083,1.02063,9.74,0,0,25.5949,23.3999
176796813,82.2775,274.23,-9.75,17.3144,-164.267,14.6778,15.9082,-259.423,249.065,-251.219,-245.029,6.5416,0.294434,0.812439,9.76,0,0,25.1876,23.3999
176832919,82.5122,274.717,-9.8,17.3144,-164.267,14.5899,15.9082,-260.061,249.5,-251.787,-245.55,8.0629,0.192261,0.773987,9.83,0,0,25.1876,23.3999
176881776,82.76,275.228,-9.91,17.2265,-164.267,14.6778,15.9082,-260.745,250.115,-252.308,-246.001,4.25964,0.227783,0.434875,9.91,0,0,25.1876,23.3999
176920529,82.8614,275.438,-9.94,17.3144,-164.267,14.5899,15.9961,-260.948,250.332,-252.572,-246.25,-0.15213,0.0133667,0.531921,9.94,0,0,25.1876,23.3999
176955968,82.9411,275.602,-9.93,17.3144,-164.267,14.5899,15.9082,-261.15,250.535,-252.751,-246.397,0.30426,0.165344,0.437805,9.93,0,0,25.1876,23.3999
177002159,82.9927,275.709,-9.96,17.3144,-164.267,14.5899,15.9082,-261.259,250.651,-252.868,-246.53,4.10751,0.227234,0.185303,9.96,0,0,25.1876,23.3999
177037487,83.0132,275.751,-9.96,17.4023,-164.267,14.502,15.9082,-261.321,250.706,-252.906,-246.561,-0.45639,-0.0492554,0.42865,9.94,0,0,25.3805,23.3999
177083898,83.0158,275.756,-9.95,17.3144,-164.267,14.502,15.9961,-261.321,250.706,-252.899,-246.592,1.36917,-0.202881,0.0510864,9.96,0,0,25.4019,23.3999
177159445,83.0158,275.756,-9.94,17.4023,-164.267,14.502,15.9082,-261.321,250.706,-252.899,-246.592,0.15213,0.00732422,-0.16095,9.92,0,0,25.4019,23.3999
177211219,83.0158,275.756,-9.94,17.4023,-164.267,14.6778,15.8203,-261.321,250.706,-252.899,-246.592,-0,-0.104187,0.0380859,9.94,0,0,25.4019,23.1716
177264355,83.0412,275.809,-9.93,17.4023,-164.267,15.293,15.8203,-261.36,250.822,-252.938,-246.631,0.608521,-0.0567627,-0.0576782,9.93,0,0,25.4019,22.1126
177310659,83.1409,276.009,-9.95,17.4023,-163.828,16.7872,15.9082,-261.539,251.094,-253.179,-246.833,2.58621,0.0333252,-0.144104,9.97,0,0,25.4019,20.2665
177379638,82.9932,275.739,-9.99,20.3027,-153.632,14.6778,13.8867,-261.259,250.783,-252.868,-246.498,-4.10751,0.388733,0.193359,9.93,0,0,25.4019,16.4461
177430646,82.9497,275.68,-9.92,21.7969,-149.238,8.34966,11.6015,-261.259,250.542,-252.805,-246.506,3.34686,0.183838,-0.0765381,9.93,0,0,25.2304,11.7882
177481867,82.9152,275.603,-10,21.7969,-149.15,4.2188,7.73436,-261.181,250.472,-252.673,-246.444,1.21704,0.360352,-0.282715,10.02,0,0,23.5155,7.83113
177542438,82.8479,275.432,-9.92,21.8847,-148.183,1.93364,0.703106,-261.033,250.317,-252.455,-246.211,-1.5213,0.481567,-0.00823975,9.85,0,0,17.6206,3.47608
177605305,82.7485,275.208,-9.71,21.7969,-148.183,1.14263,-0.351581,-260.761,250.06,-252.183,-246.001,-10.497,5.99982,3.15454,9.59,0,0,9.4105,-0.247426
177652318,82.6001,274.872,-9.37,21.8847,-148.183,0.263722,-0.791034,-260.255,249.718,-251.787,-245.736,-6.38947,-1.33832,0.0900879,9.26,0,0,1.32905,0.0380656
177706148,82.4007,274.369,-9.02,22.0605,-148.183,-1.14253,-0.615253,-259.657,249.212,-251.024,-245.371,-26.0143,0.331604,0.0831299,8.83,0,0,-9.8821,-0.143611
177753194,82.1391,273.709,-8.33,21.9726,-147.744,-1.23042,-0.615253,-258.692,248.621,-250.255,-244.772,-26.0143,0.197571,0.288574,8.18,0,0,-20.1072,-0.0519076
177796144,81.9064,273.133,-7.7,22.0605,-145.81,-1.23042,-1.58205,-257.938,247.984,-249.531,-244.313,-51.2679,0.0959473,0.621826,7.7,0,0,-33.4834,-0.013842
177859811,81.6073,272.209,-6.49,22.0605,-149.062,-1.14253,-2.63674,-256.795,247.198,-248.248,-243.52,-51.42,-0.157837,0.887512,6.19,0,0,-46.0879,0.00865127
177905465,81.2686,271.274,-5.8,22.0605,-149.414,-1.14253,-2.81252,-255.426,246.195,-247.214,-242.828,-58.1137,0.332153,1.45074,5.04,0,0,-55.2626,0.00865127
177955006,80.839,269.866,-4.27,22.0605,-151.084,0.0879406,0.527325,-253.739,244.858,-245.371,-241.661,-63.7425,0.322083,0.432495,3.86,0,0,-62.4223,0.00865127
178008930,80.3084,268.316,-3.05,22.1484,-151.435,4.57036,6.32811,-251.724,243.294,-243.52,-240.433,-71.5012,0.169006,0.744873,2.62,0,0,-66.2594,0.00865127
178063666,79.7802,266.549,-1.31,22.0605,-153.105,5.53716,6.85545,-249.531,241.654,-241.335,-238.978,-79.5641,-0.519104,0.180908,0.82,0,0,-67.0525,0.00865127
178113529,79.1466,264.361,0.16,21.4453,-155.478,7.29497,7.73436,-246.537,239.344,-239.017,-237.407,-72.8703,-1.20557,0.534851,-1.04,0,0,-66.8382,0.00865127
178170658,78.6795,262.053,1.86,19.248,-160.488,7.20708,7.82225,-243.987,237.244,-236.062,-235.541,-66.633,-0.582275,0.507751,-2.26,0,0,-66.2379,0.00865127
178226929,78.4951,259.188,3.37,7.38279,-170.42,6.0645,5.4492,-240.798,234.709,-233.154,-232.687,-41.9879,-0.454651,0.0615234,-3.6,0,0,-65.4662,0.00865127
178285645,78.7046,256.637,3.89,-1.66994,177.627,1.4063,-0.1758,-237.796,232.119,-230.789,-230.401,1.97769,-1.67065,-0.0563965,-3.86,0,0,-65.1661,0.00865127
178341478,79.4498,254.353,3.7,-19.1602,163.916,-10.8984,-11.9531,-235.487,229.841,-228.122,-228.029,35.9027,-1.34509,-0.185486,-3.35,0,0,-65.3591,0.00865127
178393443,81.1674,251.969,2.88,-39.5508,144.668,-31.5527,-26.543,-232.633,227.018,-225.532,-224.498,48.3774,-0.981628,-1.01349,-2.59,0,0,-65.8735,0.00865127
178456894,83.0164,250.415,1.44,-56.3379,130.869,-46.7578,-42.0117,-230.447,223.806,-223.65,-222.08,68.7628,-0.36145,-0.713379,-0.55,0,0,-66.4094,0.0103815
178509997,85.7318,249.107,-0.23,-70.1367,116.807,-64.0722,-59.4141,-226.979,220.586,-221.03,-219.303,72.2618,-0.250122,-0.628784,0.65,0,0,-66.4737,0.0103815
178568211,88.2044,248.26,-1.98,-78.3985,108.369,-73.8281,-68.9063,-224.273,217.639,-219.031,-216.48,70.5884,0.329041,-0.498779,2.41,0,0,-66.388,0.0103815
178616024,90.4706,247.695,-3.23,-81.6504,101.778,-80.4199,-76.2891,-221.52,214.622,-217.32,-214.614,57.5052,-1.565,-1.06238,3.59,0,0,-66.1736,0.0103815
178663246,93.3369,247.297,-4.25,-88.7696,94.8343,-85.2539,-86.0449,-218.487,211.628,-214.412,-211.97,52.637,-0.228516,-0.690125,4.56,0,0,-66.0665,0.0103815
178725063,96.9378,247.017,-5.26,-88.8574,87.4515,-88.4179,-93.1641,-214.801,207.716,-211.099,-208.424,30.8824,-0.744507,-1.0957,5.45,0,0,-65.5949,0.0103815
