time,x,y,heading, flSteer, frSteer, blSteer, brSteer, flDrive, frDrive, blDrive, brDrive, rawGyro, rawAccelX, rawAccelY, yaw, pivot pos, ext pos
478603821,46.4,19.5,0,3.95506,3.51597,174.639,176.572,6.56354,2.81517,-6.78907,-3.24289,0,-0.0523682,0.0395508,0,23.537,0
478655357,46.4,19.5,0,3.86717,3.51597,174.639,176.572,6.56354,2.81517,-6.78907,-3.24289,0.15213,-0.0540161,0.055481,0,23.5798,0.00519076
478676554,46.4,19.5,0,3.95506,3.42808,174.727,176.572,6.56354,2.81517,-6.78907,-3.24289,-0.30426,-0.0397339,0.0249023,0,23.6656,0.0484471
478716831,46.4,19.5,0,3.86717,3.42808,174.727,176.572,6.56354,2.81517,-6.78907,-3.24289,0.15213,-0.0959473,0.166626,0,24.8232,0.256078
478747716,46.4,19.5,0.03,3.86717,3.51597,174.639,176.572,6.56354,2.81517,-6.78907,-3.24289,-0.608521,0.0115356,0.126343,-0.03,25.0589,0.486201
478794934,46.4,19.5,0.02,3.86717,3.51597,174.639,176.572,6.56354,2.81517,-6.78907,-3.24289,-0.30426,-0.254333,0.0219727,-0.02,25.0804,1.0693
478842061,46.4,19.5,0.01,3.86717,3.51597,174.727,176.572,6.56354,2.81517,-6.78907,-3.24289,-1.06491,-0.195923,0.296265,-0.01,25.1876,2.01055
478876698,46.3999,19.4981,0.01,3.95506,3.51597,174.639,176.572,6.57132,2.81517,-6.78907,-3.24289,3.95538,-0.111511,0.103638,0,25.5305,2.81685
478919361,46.4006,19.5097,-0.07,3.86717,3.51597,174.727,176.572,6.54799,2.79184,-6.78907,-3.24289,3.65112,0.0615234,-0.0133667,0.07,25.552,3.97093
478955341,46.4009,19.5252,-0.09,3.86717,3.42808,176.045,177.363,6.54799,2.75296,-6.77351,-3.23511,0,-0.132935,-0.00201416,0.09,25.552,4.82049
478995260,46.4025,19.6165,-0.07,3.95506,3.51597,178.77,179.561,6.54021,2.61297,-6.65686,-3.13401,-2.12982,0.13147,0.127075,0.07,25.552,5.68215
479025024,46.4065,19.7564,-0.04,3.42772,3.51597,179.561,-179.736,6.46245,2.42633,-6.51688,-2.97848,-2.58621,0.12616,-0.0752563,0.03,25.552,6.36906
479063178,46.408,19.9177,1.24E-17,1.14256,2.63706,179.648,-179.561,6.15138,2.41078,-6.27581,-2.90071,2.12982,0.0397339,-0.169922,0,25.4448,6.96427
479107607,46.4083,19.9352,-0.05,0.966778,0.967141,179.648,-179.561,6.09694,2.41078,-6.27581,-2.88516,0.760651,0.102173,0.375549,0.07,25.3376,7.6754
479130897,46.4086,19.9799,-0.07,0.878888,0.439797,179.648,-179.561,6.05806,2.36412,-6.22137,-2.84628,-0.912781,-0.163879,-0.251038,0.07,25.3162,8.04395
479161018,46.4087,20.0071,-0.07,0.878888,0.351906,179.648,-179.561,6.03473,2.34857,-6.17471,-2.82295,0.760651,0.162048,0.0529175,0.07,25.3162,8.60282
479194311,46.4092,20.0655,-0.1,0.878888,0.351906,179.648,-179.561,5.94141,2.31746,-6.12805,-2.76073,2.58621,-0.06427,-0.148499,0.1,25.3162,9.16342
479215717,46.4097,20.1374,-0.11,1.31834,0.0882344,179.648,-179.912,5.88697,2.20859,-6.07361,-2.69074,0.760651,-0.275024,0.03479,0.11,25.3162,9.52158
479257133,46.4105,20.254,-0.13,1.31834,0.0882344,179.648,180,5.7781,2.09971,-5.98029,-2.53521,2.43408,0.0745239,-0.295349,0.13,25.3162,10.0735
479292037,46.4111,20.361,-0.17,1.40623,0.0882344,179.648,180,5.70033,2.01417,-5.83253,-2.41856,4.86816,-0.0142822,-0.427734,0.17,25.3162,10.8504
479341898,46.4154,20.7556,-0.27,1.49412,0.0882344,179.736,179.912,5.24928,1.63311,-5.39704,-2.10749,4.71603,-0.534851,-0.521484,0.3,25.3162,11.6515
479381951,46.422,21.2571,-0.37,1.49412,0.0882344,179.736,179.912,4.65047,1.20539,-4.95376,-1.5709,6.08521,-0.251404,-0.64563,0.37,25.3162,12.2346
479422239,46.4284,21.7528,-0.45,1.58201,0.0882344,179.736,179.824,4.16832,0.692127,-4.37829,-1.15873,9.73633,0.335815,-1.39343,0.5,25.2947,13.0824
479461103,46.4414,22.5692,-0.61,1.49412,0.0882344,179.824,179.824,3.35954,-0.0777671,-3.59284,-0.256631,9.5842,0.0305786,-0.780762,0.67,25.2519,13.7001
479499267,46.4583,23.4108,-0.75,1.49412,0.0882344,179.824,179.824,2.34857,-1.06541,-2.89294,0.412166,13.0832,-0.454834,-0.926331,0.83,25.2519,14.4511
479552160,46.4907,24.8218,-1.1,1.49412,0.00034375,179.824,179.736,1.11985,-2.62853,-1.44647,1.81975,16.7343,0.457581,-0.876709,1.19,25.2519,15.382
479585606,46.5361,26.4405,-1.29,1.31834,0.0882344,179.824,179.824,-0.762118,-4.08277,0.381059,3.13401,14.7566,0.841003,-0.849792,1.38,25.2519,15.792
479624295,46.5713,27.5948,-1.64,0.790997,0.00034375,179.824,179.736,-1.99084,-5.22595,1.57867,4.18387,24.0366,-0.156006,-0.932007,1.8,25.2519,16.6087
479675517,46.6514,29.7941,-2.1,0.263653,0.0882344,179.824,179.736,-4.27719,-7.47342,3.85725,6.17471,27.8398,-1.01971,-1.34399,2.27,25.2519,17.3942
479717030,46.7498,32.2749,-2.54,-0.703144,0.0882344,179.824,179.736,-6.85906,-9.97752,6.33802,8.53883,25.71,-0.0997925,-0.816101,2.7,25.2519,18.1504
479755201,46.82,33.9648,-2.85,-1.05471,-0.351219,179.824,179.736,-8.63993,-11.6806,8.04112,10.1175,25.4057,-0.113892,-0.587036,3,25.2519,18.7335
479800622,46.9332,37.003,-3.31,-2.54885,-1.58169,179.824,179.648,-11.7273,-14.7758,11.1285,13.0104,25.4057,-1.07611,-0.824158,3.44,25.2519,19.5484
479853608,47.0573,39.8828,-3.83,-3.25197,-1.66958,179.824,179.561,-14.558,-17.5209,13.8192,16.2767,25.5579,-0.34845,-0.797607,3.95,25.2519,20.5606
479880200,47.1704,42.4596,-4.08,-3.42775,-1.93325,179.824,179.561,-17.3187,-20.2894,16.6033,18.283,22.3631,0.127441,-0.653503,4.22,25.2519,20.9326
479923322,47.2976,45.6203,-4.42,-4.834,-3.25161,179.824,179.648,-20.4527,-23.3146,19.4884,21.8992,20.0812,-0.0199585,-0.922485,4.42,25.2519,21.7303
479962762,47.3961,48.5773,-4.68,-5.36135,-4.3063,179.824,179.473,-23.6412,-26.5652,22.638,24.1545,13.6917,-0.261658,-0.333252,4.79,25.2519,22.431
480001353,47.5056,52.2921,-4.97,-6.67971,-5.27309,179.824,179.473,-27.8717,-29.9559,25.8265,28.2295,8.0629,1.02429,-0.591797,5.03,25.2519,22.8255
480031752,47.5737,54.4713,-5.06,-7.11916,-5.71255,179.824,179.561,-29.5826,-32.6077,28.4005,30.0259,6.38947,-0.231445,-1.08362,5.11,25.2733,23.0574
480062077,47.6494,57.1065,-5.13,-7.11916,-5.97622,179.824,179.473,-32.2422,-35.2907,31.0524,32.5922,1.5213,1.39801,-0.456848,5.14,25.2733,23.2996
480099542,47.7523,60.8105,-5.16,-7.29494,-6.32778,179.824,179.473,-35.8895,-39.0469,34.7697,36.3172,2.28195,0.11261,-1.086,5.16,25.2947,23.4415
480130161,47.8294,63.8075,-5.17,-8.26174,-6.67934,179.824,179.473,-38.6114,-41.9631,37.406,40.0578,0.608521,0.869568,-0.283447,5.17,25.2947,23.457
480175105,47.9079,67.6192,-5.14,-8.43752,-6.67934,179.824,179.473,-42.4064,-45.8282,41.1855,43.8995,-0.912781,0.24408,0.126343,5.14,25.2947,23.4484
480192072,47.9455,70.3044,-5.11,-8.34963,-6.59145,179.824,179.473,-45.3382,-48.9155,43.954,45.8748,-11.2576,-0.325562,-0.928345,5.11,25.2947,23.4432
480232309,47.9994,73.3732,-4.93,-8.43752,-6.85513,179.912,179.473,-48.2389,-52.104,47.0024,49.0399,-12.1704,0.44696,-0.557556,4.93,25.2947,23.4415
480282377,48.0769,78.7196,-4.68,-8.43752,-6.94302,179.912,179.473,-53.2549,-57.361,51.9951,55.2069,-16.5822,0.749084,-0.654236,4.68,25.2947,23.4415
480320148,48.0912,83.2126,-4.43,-8.43752,-6.94302,179.912,179.473,-58.4031,-61.7393,56.0856,59.6007,-11.1055,-0.220825,-0.325378,4.43,25.2947,23.4415
480353938,48.1225,86.0608,-4.29,-8.43752,-6.94302,179.912,179.473,-60.4406,-65.0133,59.1574,62.6336,-10.1927,-0.590515,-0.516724,4.29,25.2947,23.4415
480392690,48.1048,91.1786,-4.07,-8.43752,-7.03091,179.912,179.385,-65.8221,-70.5581,64.3601,67.0197,-14.4524,0.360535,-0.260193,4.07,25.2947,23.4415
480438010,48.0945,95.5903,-3.89,-8.43752,-7.03091,179.912,179.473,-70.1304,-75.123,68.7617,71.4291,-16.4301,0.47168,-0.700378,3.81,25.2947,23.4415
480458199,48.096,98.033,-3.69,-8.34963,-7.03091,-180,179.385,-72.2534,-77.4016,70.8303,74.7497,-21.9067,0.170654,-0.194641,3.69,25.2947,23.4415
480489865,48.0573,101.075,-3.5,-8.34963,-6.94302,179.912,179.473,-75.4574,-80.7611,74.1665,77.0439,-13.6917,-0.501526,-0.0483398,3.5,25.3376,23.4415
480530364,48.0013,105.504,-3.29,-8.43752,-7.03091,179.912,179.473,-79.8357,-85.2483,78.5137,81.5855,-8.51929,0.26239,-0.818481,3.29,25.3805,23.4415
480580563,47.9391,110.388,-3.06,-8.43752,-7.03091,-180,179.473,-84.3773,-89.9143,83.0319,87.4413,-12.9311,-0.674561,0.295898,3.06,25.3805,23.4415
480623360,47.8218,115.759,-2.96,-8.43752,-6.94302,-180,179.473,-90.0621,-95.7235,88.5456,91.9674,-13.5396,-0.742859,0.365112,2.88,25.4019,23.4415
480667344,47.6816,121.296,-2.68,-8.43752,-7.03091,-180,179.473,-95.6458,-101.603,93.1261,98.1265,-10.3448,0.00787354,-0.578247,2.61,25.4019,23.4415
480696998,47.6044,125.07,-2.56,-8.43752,-6.94302,179.912,179.473,-99.1764,-105.126,97.7377,101.595,-13.2353,0.637756,-0.578247,2.47,25.4019,23.4415
480741453,47.4706,129.783,-2.32,-8.43752,-7.03091,-180,179.473,-103.765,-109.869,102.52,106.378,-6.5416,0.212585,-0.00457764,2.3,25.4019,23.4415
