time,x,y,heading, flSteer, frSteer, blSteer, brSteer, flDrive, frDrive, blDrive, brDrive, rawGyro, rawAccelX, rawAccelY, yaw, pivot pos, ext pos, cube x, cube y, cube deg
311004695,46.4,19.5,0,0.351544,0.351906,-178.769,-179.297,7.08458,4.09055,-8.35219,-4.25386,-0.30426,-0.0432129,0.0406494,-10.33,21.9293,0,5,70.4338,0,
311038146,46.4,19.5,0,0.351544,0.351906,-178.769,-179.297,7.08458,4.09055,-8.35219,-4.25386,-0,-0.0563965,0.0465088,0,21.9293,0,5,70.4338,0,
311070456,46.4,19.5,0,0.351544,0.351906,-178.857,-179.297,7.08458,4.09055,-8.35219,-4.25386,0.15213,-0.0521851,0.0717773,0,22.1008,0.0432563,5,70.4338,0,
311113681,46.4,19.5,0.01,0.439434,0.351906,-178.769,-179.297,7.08458,4.09055,-8.35219,-4.25386,-0.45639,-0.0353394,0.0395508,-0.01,23.9657,0.380656,5,70.4338,0,
311146368,46.4,19.5,0.02,0.351544,0.351906,-178.769,-179.297,7.08458,4.09055,-8.35219,-4.25386,-2.43408,-0.211121,0.111328,-0.02,24.6517,0.673069,5,70.4338,0,
311189593,46.4,19.5,0.03,0.351544,0.264016,-178.769,-179.297,7.08458,4.09055,-8.35219,-4.25386,2.58621,-0.121765,-0.0547485,-0.03,24.716,1.14543,5,70.4338,0,
311224581,46.4,19.5,0.01,0.439434,0.351906,-178.769,-179.297,7.08458,4.09055,-8.35219,-4.25386,-0.760651,0.00952148,0.168823,-0.02,24.716,1.70949,5,70.4338,0,
311263263,46.4,19.5,0.02,0.351544,0.264016,-178.769,-179.297,7.08458,4.09055,-8.35219,-4.25386,0.912781,-0.103821,-0.0465088,-0.02,24.716,2.44312,5,70.4338,0,
311312455,46.4,19.5,1.55301e-17,0.351544,0.351906,-178.769,-179.297,7.08458,4.09055,-8.35219,-4.25386,-1.97769,-0.178711,0.212952,0.02,24.866,3.89134,5,70.4338,0,
311335973,46.4,19.5,-0.03,0.351544,0.351906,-178.857,-179.297,7.08458,4.09055,-8.35219,-4.25386,1.82556,0.0765381,-0.176514,0.03,25.1018,4.46578,5,70.4338,0,
