time,x,y,heading, flSteer, frSteer, blSteer, brSteer, flDrive, frDrive, blDrive, brDrive, rawGyro, rawAccelX, rawAccelY, yaw, pigeon yaw, pigeon raw, pivot pos, ext pos
459999159,46.4,19.5,0,-3.77932,179.561,-5.97651,0.263653,11.494,-10.3897,10.1019,10.2108,-0,-0.0490723,0.036438,0,0,0,19.2283,0
460053398,46.4,19.5,0,-3.77932,179.561,-5.97651,0.263653,11.494,-10.3897,10.1019,10.2108,-0.608521,-0.0514526,0.0404663,0,0,0,19.3569,0.0519076
460098498,46.4,19.5,0,-3.77932,179.561,-5.88862,0.263653,11.494,-10.3897,10.1019,10.2108,-0.45639,0.0922852,-0.0834961,0,0,0,20.6217,0.147072
460127587,46.4,19.5,0.04,-3.69142,179.561,-5.88862,0.263653,11.494,-10.3897,10.1019,10.2108,-6.84586,-0.167908,-0.00787354,-0.07,0,0,23.0439,0.34432
460170004,46.4,19.5,0.05,-3.69142,179.561,-5.97651,0.263653,11.494,-10.3897,10.1019,10.2108,0.760651,0.0325928,-0.124878,-0.04,0,0,24.0943,0.840903
460204529,46.4,19.5,0.04,-3.77932,179.649,-5.97651,0.263653,11.494,-10.3897,10.1019,10.2108,2.12982,0.0536499,-0.13623,-0.04,0,0,24.4373,1.41016
460257476,46.4,19.5,0.02,-3.69142,179.649,-5.97651,0.263653,11.494,-10.3897,10.1019,10.2108,-0,0.0184937,0.0629883,-0.02,0,0,25.4019,2.72688
460295963,46.3998,19.5058,2.48481e-17,-3.77932,179.561,-5.88862,0.263653,11.4784,-10.3897,10.1019,10.203,5.78094,0.354675,0.0933838,0,0,0,25.4019,3.62834
460342521,46.3981,19.5291,-0.1,-3.69142,179.561,-5.88862,0.263653,11.4318,-10.3897,10.0631,10.1953,2.28195,-0.120667,0.0737915,0.13,0,0,25.6592,4.78934
460392270,46.3964,19.5212,-0.15,-3.42775,179.649,-5.80073,0.263653,11.4007,-10.5297,10.0086,10.1719,-0.608521,-0.155823,0.181458,0.15,0,0,25.9593,5.99706
460428995,46.3942,19.5912,-0.12,-2.28517,179.561,-1.93354,0.263653,11.2996,-10.6541,9.80643,10.0708,-4.25964,-0.0422974,0.134766,0.12,0,0,25.9593,6.67013
460475356,46.3928,19.8361,-0.06,-1.93361,179.561,0.527394,0.263653,11.0352,-10.4286,9.47981,9.90753,-0.15213,-0.408508,0.0585938,0.06,0,0,25.8307,7.42106
460529247,46.3914,20.0422,-0.13,-1.84572,179.561,0.878956,0.263653,10.8952,-9.89198,9.42537,9.81421,-6.08521,-0.262939,0.0831299,0.1,0,0,25.2519,8.35366
460579458,46.3911,20.0772,-0.05,-1.84572,179.561,0.878956,0.263653,10.8641,-9.83754,9.42537,9.75977,-0.912781,0.0985107,0.0276489,0.05,0,0,25.1661,9.12709
460629415,46.3913,20.1569,-0.06,-1.84572,179.561,0.966847,0.263653,10.8252,-9.75977,9.3165,9.66645,1.36917,0.0499878,-0.229797,0.06,0,0,25.1661,9.86244
460672061,46.3906,20.2715,-0.05,-1.84572,179.561,0.966847,0.263653,10.6852,-9.63534,9.2154,9.57313,-2.12982,0.0811157,-0.125061,0.05,0,0,25.1661,10.6082
460723586,46.3903,20.4931,-0.04,-1.58205,179.561,1.14263,0.263653,10.4752,-9.4176,8.96655,9.36316,4.5639,-0.4021,-0.0549316,0.07,0,0,25.1661,11.3591
460767861,46.3902,20.8158,-0.08,-1.40627,179.561,1.23052,0.263653,10.1253,-9.09875,8.63215,9.07542,-4.10751,-0.257629,-0.392212,0.07,0,0,25.1661,12.3627
460820175,46.3909,21.3582,-0.01,-0.703144,179.561,1.23052,0.263653,9.61979,-8.48439,8.11889,8.53883,-4.10751,0.223206,0.026001,0,0,0,25.2733,13.1395
460857297,46.3925,21.8986,0.01,-0.263691,179.561,1.31841,0.263653,8.97432,-8.01779,7.66006,7.9478,-0.608521,0.315674,-1.07593,-0.01,0,0,25.3376,13.7192
460904599,46.3965,22.9154,0.03,-0.1758,179.561,1.4063,0.263653,7.89336,-7.03015,6.66464,6.9446,-2.12982,-0.0646362,-0.358337,-0.05,0,0,25.3376,14.5064
460948461,46.399,23.8485,0.12,-0.263691,179.561,1.49419,0.263653,7.08458,-5.9103,5.64589,6.15915,-7.75864,0.356506,-1.11877,-0.17,0,0,25.3376,15.4858
460993222,46.3996,25.6467,0.27,-0.263691,179.649,1.58208,0.351544,5.15596,-4.2072,4.075,4.16832,-7.60651,0.324463,-0.453369,-0.32,0,0,25.3376,16.2678
461041468,46.3977,27.6237,0.44,-0.263691,179.561,1.66997,0.615216,3.18067,-2.17748,2.1386,2.20081,-9.5842,-1.04443,-0.865173,-0.51,0,0,25.3376,17.0603
461095028,46.3858,29.8359,0.72,-0.263691,179.561,1.75786,0.615216,1.29871,0.279962,-0.0155534,-0.155534,-12.7789,-0.82489,-0.905273,-0.79,0,0,25.2519,17.8493
461148801,46.3615,32.2929,0.96,-0.263691,179.561,1.75786,0.615216,-1.28316,2.9707,-2.57409,-2.15415,-11.4098,0.410889,-0.850708,-1.02,0,0,25.209,18.7819
461199096,46.316,35.329,1.25,-0.351581,179.561,1.84575,0.615216,-4.21498,6.01917,-5.28039,-5.61479,-16.5822,0.513977,-0.59198,-1.33,0,0,25.209,19.7578
461251264,46.252,38.5787,1.53,-0.263691,179.561,1.84575,0.527325,-7.56674,9.30095,-8.46106,-8.80324,-17.6471,-1.14954,-0.328491,-1.63,0,0,25.209,20.5762
461293482,46.1612,42.028,1.86,-0.263691,179.561,1.84575,0.527325,-11.7428,12.8938,-11.7662,-11.5329,-14.4524,1.5705,-1.23871,-1.95,0,0,25.209,21.3306
461343125,46.0649,45.5724,2.1,0.0878719,179.561,1.84575,0.615216,-14.7446,16.7199,-15.4912,-15.1646,-12.4747,1.71698,-1.02795,-2.24,0,0,25.209,22.2095
461379224,45.9714,48.7533,2.31,0.527325,179.561,1.84575,0.615216,-17.9798,19.9706,-18.6252,-18.2753,-13.8438,0.786072,-0.742676,-2.38,0,0,25.209,22.5348
461409032,45.9,51.2563,2.49,0.439434,-179.472,1.93364,0.615216,-20.6549,22.498,-20.9893,-20.7249,-15.3651,0.15271,-0.763184,-2.6,0,0,25.209,22.9034
461447484,45.838,53.814,2.69,1.14256,-178.506,1.93364,0.615216,-23.2213,25.1266,-23.5323,-23.2213,-14.4524,-0.722534,-1.02814,-2.78,0,0,25.2519,23.1716
461487424,45.7556,57.3513,2.92,2.10936,-178.33,1.93364,0.615216,-26.8452,28.7505,-26.9463,-26.713,-8.21503,1.22186,-0.67804,-2.97,0,0,25.2947,23.3809
461521821,45.6464,61.5256,3.05,2.19725,-178.418,1.93364,0.527325,-31.6357,32.4056,-30.6791,-31.239,-9.27994,0.0529175,-0.71759,-3.05,0,0,25.2947,23.4155
461562130,45.5576,65.1327,3.16,2.37303,-177.802,1.93364,0.615216,-34.6219,36.2395,-34.513,-35.0185,-10.6491,-0.0206909,-0.799255,-3.21,0,0,25.3591,23.4173
461588494,45.5108,67.7488,3.29,3.16404,-177.187,1.93364,0.527325,-37.5304,39.1402,-37.2738,-36.916,-9.43207,-1.56683,-0.529175,-3.35,0,0,25.3805,23.4173
461629921,45.4139,72.0006,3.46,3.33983,-176.836,1.93364,0.527325,-41.7376,43.0674,-41.1932,-41.8776,-7.30225,-0.878357,-1.08472,-3.5,0,0,25.4019,23.4155
461673494,45.3477,75.5882,3.55,3.42772,-176.308,2.10943,0.527325,-45.9215,46.1003,-45.2838,-44.9261,-12.9311,-1.03729,-0.504089,-3.6,0,0,25.4234,23.4155
461712543,45.2724,80.5591,3.68,3.69139,-175.517,2.46099,0.527325,-51.1708,51.303,-49.561,-50.0898,-4.41177,-0.902893,-0.753113,-3.72,0,0,25.4234,23.4155
461751013,45.2326,84.2865,3.77,4.39451,-175.517,2.81255,0.527325,-54.5303,55.4868,-53.7993,-53.2238,-3.49899,-0.516357,0.0950317,-3.77,0,0,25.4234,23.4155
461801171,45.1943,89.1774,3.9,4.57029,-175.078,4.2188,0.527325,-60.1529,59.7485,-58.0765,-58.6364,-9.12781,1.16638,0.141357,-3.97,0,0,25.4234,23.4155
461861785,45.17,95.7058,4.16,4.74608,-174.726,5.27349,0.527325,-66.8642,66.312,-64.3678,-65.1999,-13.5396,-0.743042,-0.463806,-4.26,0,0,25.4448,23.4155
461921762,45.1319,102.774,4.53,4.92186,-174.199,5.44927,0.527325,-73.8632,73.07,-72.1057,-71.9968,-18.1035,0.186584,-0.802551,-4.63,0,0,25.4662,23.4155
461972085,45.0799,108.198,4.8,5.18553,-174.023,5.62505,0.527325,-79.7891,78.7081,-76.5228,-77.7282,-16.2779,0.00384521,-0.661377,-4.89,0,0,25.4877,23.4155
462028259,45.0603,114.832,5.19,6.59178,-172.617,5.71294,0.615216,-85.7693,85.5438,-83.3897,-84.6106,-10.497,-0.447693,-0.659729,-5.28,0,0,25.4877,23.4155
462064361,45.0702,119.101,5.33,6.67967,-172.529,5.71294,0.527325,-90.5442,90.1787,-87.7835,-87.9002,-8.21503,-0.0822144,-0.267151,-5.35,0,0,25.4877,23.4155
462114418,45.1342,125.031,5.43,8.43748,-170.42,5.71294,0.527325,-96.6412,95.9957,-93.6238,-93.9116,0.912781,-0.401001,-0.999756,-5.45,0,0,25.4877,23.4155
462152426,45.2562,130.305,5.38,10.459,-169.541,5.71294,0.527325,-102.73,100.6,-98.3443,-99.6585,14.6045,-0.0966797,-0.00457764,-5.38,0,0,25.4877,23.4155
462196174,45.4014,135.124,5.17,10.6347,-169.541,5.71294,0.527325,-107.77,105.289,-103.275,-104.332,17.3428,0.594543,-0.230347,-5.06,0,0,25.4877,23.4155
462251615,45.6369,140.994,4.69,10.5469,-169.277,5.62505,1.05467,-113.851,110.966,-109.208,-110.196,22.8195,-0.466919,0.0664673,-4.57,0,0,25.5091,23.4155
462308054,46.0473,147.591,4.1,10.7226,-167.783,5.71294,2.46092,-119.722,117.786,-116.192,-117.024,32.2516,-0.39386,-0.046875,-4.1,0,0,25.5091,23.4155
462358835,46.5752,154.389,3.57,10.8105,-167.783,5.71294,2.37303,-127.141,124.575,-123.572,-122.771,30.7303,0.243347,-0.279968,-3.4,0,0,25.5305,23.4155
462395504,46.9568,158.905,3.01,10.6347,-167.783,5.71294,2.54881,-131.87,129.086,-128.082,-127.188,33.3165,-0.0357056,0.506836,-3.01,0,0,25.5305,23.4155
462437955,47.413,163.57,2.39,10.7226,-167.783,5.71294,3.25193,-136.691,133.643,-132.904,-131.776,34.0771,-0.842651,0.413452,-2.39,0,0,25.5949,23.4155
462483954,47.8752,167.841,1.96,10.7226,-167.871,5.71294,3.33983,-141.497,138.044,-136.45,-136.24,36.9676,-0.355957,-0.189148,-1.73,0,0,25.6163,23.4155
462524474,48.5861,173.731,1.29,10.7226,-167.783,5.71294,4.57029,-147.306,143.527,-143.41,-141.754,38.4889,-0.456665,-0.287842,-1.06,0,0,25.6163,23.4155
462563635,49.1465,177.917,0.63,10.6347,-167.783,5.71294,5.4492,-151.965,146.793,-147.983,-146.171,38.1847,-1.45844,-0.432312,-0.42,0,0,25.6163,23.4155
462610574,49.871,182.583,-0.02,10.8105,-167.783,5.71294,5.71287,-156.553,152.19,-152.54,-150.542,33.3165,-0.568909,0.408875,0.22,0,0,25.6163,23.4155
462647732,50.6236,186.904,-0.66,11.9531,-167.871,5.80083,7.03123,-161.11,156.413,-157.035,-154.834,39.2496,-0.314575,0.273376,0.66,0,0,25.6163,23.4155
462699683,51.6213,192.212,-1.24,11.8652,-167.783,6.41607,7.03123,-166.865,161.608,-162.557,-159.99,36.0548,-0.178528,0.297913,1.44,0,0,25.6163,23.4155
462730959,52.3481,195.897,-1.64,11.9531,-167.783,6.59185,7.20701,-171.274,164.765,-165.846,-164.174,30.2739,-0.501892,0.148499,1.83,0,0,25.6163,23.4155
462790463,53.7563,201.728,-2.42,12.5683,-166.904,8.70122,10.5469,-176.625,170.87,-172.2,-170.372,29.0569,-0.946655,0.322632,2.59,0,0,25.6163,23.4155
462831877,54.7747,205.48,-2.96,12.5683,-166.552,11.0743,11.6894,-180.941,174.898,-176.352,-173.428,23.5802,-0.0681152,0.352478,3.11,0,0,25.6163,23.4155
462885080,56.1863,210.437,-3.37,12.832,-166.552,12.129,11.6894,-186.237,179.976,-181.547,-178.476,17.0386,-0.789185,0.432312,3.49,0,0,25.6163,23.4155
462932786,57.4864,214.817,-3.69,13.623,-166.552,12.129,12.1289,-191.447,183.981,-185.591,-183.491,17.7992,-0.261658,0.54126,3.79,0,0,25.6163,23.4155
