time,x,y,heading, flSteer, frSteer, blSteer, brSteer, flDrive, frDrive, blDrive, brDrive, rawGyro, rawAccelX, rawAccelY, yaw, pigeon yaw, pigeon raw, pivot pos, ext pos
123156083,45.8146,21.1755,-30.07,-128.936,-49.4821,-50.0097,53.4375,11.2685,8.71769,-10.0942,6.58687,-0.30426,-0.0483398,0.0452271,30.03,0,0,40.7288,0
123200174,45.8146,21.1755,-30.07,-128.936,-49.3942,-50.0097,53.4375,11.2685,8.71769,-10.0942,6.58687,0.15213,-0.0432129,0.0375366,30.03,0,0,40.7288,0
123245286,45.8146,21.1755,-30.07,-128.936,-49.3942,-50.0976,53.5254,11.2685,8.71769,-10.0942,6.58687,-0,-0.0474243,0.0422974,30.03,0,0,40.7288,0
123297991,45.8146,21.1755,-30.07,-128.936,-49.4821,-50.0976,53.4375,11.2685,8.71769,-10.0942,6.58687,-0,-0.036438,0.0474243,30.03,0,0,40.7288,0
123348052,45.8146,21.1755,-30.07,-128.936,-49.3942,-50.0976,53.5254,11.2685,8.71769,-10.0942,6.58687,-0.15213,-0.0426636,0.0457764,30.03,0,0,40.7288,0
123398712,45.8146,21.1755,-30.07,-128.936,-49.4821,-50.0976,53.5254,11.2685,8.71769,-10.0942,6.58687,-0,-0.0463257,0.0441284,30.03,0,0,40.7288,0
123445875,45.8146,21.1755,-30.07,-128.936,-49.4821,-50.0097,53.5254,11.2685,8.71769,-10.0942,6.58687,-0.15213,-0.0479736,0.0419312,30.03,0,0,40.7288,0
123496189,45.8146,21.1755,-30.07,-128.936,-49.3942,-50.0097,53.4375,11.2685,8.71769,-10.0942,6.58687,-0.15213,-0.0388184,0.0443115,30.03,0,0,40.7288,0
123546750,45.8146,21.1755,-30.07,-128.936,-49.3942,-50.0097,53.4375,11.2685,8.71769,-10.0942,6.58687,-0,-0.0452271,0.0421143,30.03,0,0,40.7288,0
123595800,45.8146,21.1755,-30.07,-128.936,-49.4821,-50.0097,53.5254,11.2685,8.71769,-10.0942,6.58687,-0,-0.0355225,0.0459595,30.03,0,0,40.7288,0
123639444,45.8146,21.1755,-30.07,-128.936,-49.4821,-50.0976,53.4375,11.2685,8.71769,-10.0942,6.58687,-0.15213,-0.0446777,0.0430298,30.03,0,0,40.7288,0
123695662,45.8146,21.1755,-30.07,-128.936,-49.3942,-50.0976,53.5254,11.2685,8.71769,-10.0942,6.58687,0.15213,-0.0446777,0.0371704,30.03,0,0,40.7288,0
123738163,45.8146,21.1755,-30.07,-128.936,-49.4821,-50.0976,53.4375,11.2685,8.71769,-10.0942,6.58687,0.15213,-0.0477905,0.0316772,30.03,0,0,40.7288,0
123787199,45.8146,21.1755,-30.07,-128.936,-49.3942,-50.0097,53.4375,11.2685,8.71769,-10.0942,6.58687,-0.15213,-0.0498047,0.0371704,30.03,0,0,40.7288,0
123835751,45.8146,21.1755,-30.07,-128.936,-49.3942,-50.0976,53.4375,11.2685,8.71769,-10.0942,6.58687,-0.15213,-0.0485229,0.0353394,30.03,0,0,40.7288,0
123887732,45.8146,21.1755,-30.07,-128.936,-49.3942,-50.0976,53.4375,11.2685,8.71769,-10.0942,6.58687,-0.15213,-0.0476074,0.0410156,30.03,0,0,40.7288,0
123943203,45.8146,21.1755,-30.07,-128.936,-49.4821,-50.0976,53.4375,11.2685,8.71769,-10.0942,6.58687,-0,-0.0435791,0.0426636,30.02,0,0,40.7288,0
123990422,45.8146,21.1755,-30.06,-128.936,-49.3942,-50.0976,53.4375,11.2685,8.71769,-10.0942,6.58687,0.15213,-0.0450439,0.0428467,30.02,0,0,40.7288,0
124030622,45.8146,21.1755,-30.06,-128.936,-49.3942,-50.0976,53.5254,11.2685,8.71769,-10.0942,6.58687,-0.15213,-0.0430298,0.0379028,30.02,0,0,40.7288,0
124084192,45.8146,21.1755,-30.06,-128.936,-49.3942,-50.0976,53.3496,11.2685,8.71769,-10.0942,6.58687,-0,-0.0455933,0.0360718,30.02,0,0,40.7288,0
124137375,45.8146,21.1755,-30.06,-128.936,-49.3942,-50.0976,53.4375,11.2685,8.71769,-10.0942,6.58687,-0,-0.0411987,0.0391846,30.02,0,0,40.7288,0
124186722,45.8146,21.1755,-30.06,-128.936,-49.4821,-50.0976,53.3496,11.2685,8.71769,-10.0942,6.58687,-0.15213,-0.052002,0.0406494,30.02,0,0,40.7288,0
124233460,45.8146,21.1755,-30.06,-128.936,-49.3942,-50.0976,53.5254,11.2685,8.71769,-10.0942,6.58687,-0.15213,-0.0452271,0.0424805,30.02,0,0,40.7288,0
124287734,45.8146,21.1755,-30.06,-128.936,-49.3942,-50.0976,53.4375,11.2685,8.71769,-10.0942,6.58687,-0,-0.0379028,0.0512695,30.02,0,0,40.7288,0
124340198,45.8146,21.1755,-30.06,-128.936,-49.4821,-50.0976,53.4375,11.2685,8.71769,-10.0942,6.58687,0.30426,-0.0558472,0.0338745,30.02,0,0,40.7288,0
124392989,45.8146,21.1755,-30.06,-128.936,-49.4821,-50.0976,53.5254,11.2685,8.71769,-10.0942,6.58687,0.30426,-0.0444946,0.0476074,30.02,0,0,40.7288,0
124430828,45.8146,21.1755,-30.06,-128.936,-49.3942,-50.0976,53.5254,11.2685,8.71769,-10.0942,6.58687,-0.15213,-0.0393677,0.0357056,30.02,0,0,40.7288,0
124484663,45.8146,21.1755,-30.06,-128.936,-49.3942,-50.0097,53.4375,11.2685,8.71769,-10.0942,6.58687,0.15213,-0.0516357,0.0437622,30.02,0,0,40.7288,0
124530887,45.8146,21.1755,-30.05,-128.936,-49.3942,-50.0976,53.5254,11.2685,8.71769,-10.0942,6.58687,0.15213,-0.0391846,0.0441284,30.01,0,0,40.7288,0
124571978,45.8146,21.1755,-30.05,-128.936,-49.4821,-50.0976,53.4375,11.2685,8.71769,-10.0942,6.58687,-0.15213,-0.0443115,0.036438,30.01,0,0,40.7288,0
