time,x,y,heading, flSteer, frSteer, blSteer, brSteer, flDrive, frDrive, blDrive, brDrive, rawGyro, rawAccelX, rawAccelY, yaw, pigeon yaw, pigeon raw
149914128,46.002,48.5246,-1.03,178.77,-0.702781,-1.66987,178.506,18.9363,-16.7277,-17.5365,15.2501,7.45438,-1.95905,-0.284363,1.09,0,0
149950247,45.9933,51.4545,-1.13,178.857,-0.790672,-1.66987,178.506,22.1792,-19.1152,-20.6083,18.2675,8.21503,-1.11548,-0.511414,1.17,0,0
150004546,45.993,55.2572,-1.27,178.77,-0.790672,-1.58198,178.506,25.4376,-23.1435,-24.5822,22.2181,12.1704,0.726746,-1.55713,1.39,0,0
150057254,46.0151,59.9601,-1.51,178.857,-0.790672,-1.58198,178.418,30.7724,-28.2839,-28.7427,26.3942,10.497,-0.363281,-0.693604,1.56,0,0
150092770,46.0472,64.4393,-1.66,178.857,-0.878562,-1.4062,178.418,35.3374,-32.8022,-33.1521,30.8191,6.23734,-0.542358,-0.0177612,1.71,0,0
150129681,46.0766,67.2173,-1.75,178.857,-0.702781,-1.23042,178.506,38.137,-35.5473,-35.9984,33.541,6.08521,-0.681335,-0.814819,1.78,0,0
150170673,46.1303,71.4144,-1.87,178.857,-0.790672,-0.966747,178.418,41.8931,-39.3346,-40.5711,38.2148,4.10751,0.434692,-1.0838,1.91,0,0
150213624,46.1847,74.8357,-1.98,178.857,-0.878562,-0.703075,178.418,45.9059,-43.2696,-43.4252,41.0999,4.41177,0.292969,-0.283081,2,0,0
150270994,46.2866,79.7629,-2.09,178.857,-0.790672,-0.0878406,178.418,50.8752,-48.1689,-48.2934,46.077,3.34686,-1.29822,-0.365845,2.09,0,0
150312219,46.4496,85.8665,-2.1,178.857,-0.527,0.966847,178.418,56.8866,-54.3125,-54.4059,52.2362,-0.30426,-0.733704,-0.84668,2.1,0,0
150350054,46.5525,89.4416,-2.09,178.857,-0.351219,1.23052,178.418,59.904,-57.4155,-58.3798,56.4511,-3.65112,0.58429,0.23584,2.08,0,0
150397529,46.6674,93.6231,-2.03,178.857,-0.263328,1.31841,178.418,64.259,-61.6071,-62.3148,60.705,-0.45639,-0.27594,-0.102905,2.01,0,0
150443509,46.8003,98.4983,-1.98,178.857,-0.263328,1.49419,178.418,69.6716,-67.0352,-66.592,65.0988,-4.5639,-0.373352,0.561768,1.97,0,0
150482079,46.9165,102.649,-1.94,178.857,-0.175438,1.66997,178.418,73.871,-71.2347,-70.5736,69.3294,-0.608521,-0.458679,-0.291687,1.92,0,0
150527418,47.0488,108.052,-1.89,178.857,-0.878562,1.66997,178.418,79.2369,-76.6395,-75.9629,74.7964,-6.08521,0.869751,0.234741,1.87,0,0
150579562,47.1713,113.392,-1.8,178.857,-0.878562,1.75786,178.418,84.5951,-82.0443,-81.1344,80.2323,-1.67343,0.071228,-0.231445,1.8,0,0
150614356,47.2712,117.651,-1.8,178.857,-0.878562,1.84575,178.418,88.8334,-86.407,-85.295,84.5173,3.34686,1.1543,-0.227234,1.8,0,0
150660264,47.3925,122.565,-1.81,178.857,-0.878562,1.84575,178.418,93.2894,-90.7775,-90.6298,90.0232,1.21704,0.180908,0.158936,1.82,0,0
150706763,47.4967,127.124,-1.77,178.857,-0.878562,1.93364,178.418,97.5822,-96.1979,-94.8292,94.3548,-1.5213,-0.554626,0.334534,1.75,0,0
150761041,47.6119,132.328,-1.67,178.857,-0.878562,1.93364,178.418,102.917,-100.6,-100.273,100.001,-7.30225,0.431396,0.00714111,1.62,0,0
150797177,47.692,136.632,-1.52,178.857,-0.878562,1.93364,178.418,107.218,-105.032,-104.379,104.387,-6.99799,-0.470398,-0.12561,1.48,0,0
150832117,47.7515,140.334,-1.43,178.857,-0.878562,1.93364,178.418,111.355,-109.341,-107.521,107.614,-1.21704,-0.528442,-0.31604,1.43,0,0
150879760,47.8328,145.198,-1.34,178.857,-0.966453,1.93364,178.418,115.71,-113.641,-112.863,113.081,0.30426,-0.587219,0.290039,1.33,0,0
150931967,47.9149,151.147,-1.25,178.945,-0.878562,1.93364,178.418,122.118,-120.174,-118.198,118.61,-1.06491,-0.403198,-0.0780029,1.22,0,0
150986212,48.0269,157.185,-1.1,178.945,-0.878562,2.02153,179.648,128.277,-125.547,-124.42,125.018,-9.27994,0.0932007,-0.125977,1.1,0,0
151030807,48.1032,161.698,-0.98,178.857,-0.966453,2.02153,-179.736,132.453,-130.874,-128.666,129.327,-10.497,-0.376648,-0.333252,0.92,0,0
151070780,48.2419,166.697,-0.81,179.209,-0.878562,1.93364,-177.451,137.733,-135.136,-133.798,134.662,-9.12781,0.373169,0.633728,0.76,0,0
151123201,48.4158,171.059,-0.59,-178.33,-0.878562,2.54888,-175.957,141.746,-140.315,-137.866,138.876,-13.8438,0.0661011,0.334167,0.4,0,0
151165645,48.8384,176.163,-0.23,-175.693,4.30698,4.57036,-175.166,146.832,-145.518,-142.936,144.001,-11.8661,-0.102356,-0.0891724,0.23,0,0
151205378,49.2468,179.752,-0.1,-173.232,7.11948,6.32818,-174.375,149.865,-148.698,-147.019,148.154,-2.89047,-0.244995,0.262756,0.07,0,0
151244707,49.9093,184.362,-0.06,-171.826,9.40464,7.55864,-172.969,155.083,-153.808,-151.101,152.377,8.51929,-0.126892,-0.0327759,0.09,0,0
151286432,50.6067,188.542,-0.17,-169.541,10.5472,7.9981,-171.563,159.026,-157.821,-155.138,157.338,8.36716,-0.235474,0.0856934,0.17,0,0
151333061,51.2867,192.258,-0.43,-168.486,11.1625,8.08599,-171.299,163.085,-161.802,-159.228,160.325,18.1035,-0.254883,0.00256348,0.43,0,0
151387174,52.4746,197.569,-0.86,-165.762,13.7992,9.14067,-169.453,168.125,-166.725,-165.224,166.149,29.5132,-0.642151,0.010437,1.03,0,0
151446282,53.9679,203.295,-1.64,-165.234,16.1722,10.1075,-169.277,174.299,-172.62,-171.243,171.756,41.3794,-0.0124512,0.601868,1.88,0,0
151492127,55.0023,207.064,-2.35,-165.147,16.2601,10.1075,-169.189,178.343,-176.422,-175.248,175.551,43.5092,-0.0342407,-0.360901,2.6,0,0
151537471,56.408,211.679,-3.09,-164.619,16.2601,11.1622,-167.344,183.336,-181.12,-180.241,180.179,42.7486,-0.283081,0.155823,3.34,0,0
151590211,58.0997,216.693,-4.12,-164.619,16.5238,12.129,-166.465,189.316,-186.75,-185.171,184.814,44.2699,-0.34314,0.332703,4.38,0,0
151622038,59.1561,219.8,-4.63,-164.707,16.5238,12.2168,-166.553,192.256,-189.487,-188.974,188.469,41.3794,-0.456482,0.464355,4.88,0,0
151679454,60.7362,224.063,-5.61,-164.707,16.6117,13.0958,-166.113,197.023,-193.99,-193.609,192.754,38.1847,-0.164429,-0.046875,5.85,0,0
151731302,62.5407,228.676,-6.28,-164.619,16.5238,14.0625,-166.025,202.568,-199.418,-198.119,197.085,34.6857,-0.595642,0.0353394,6.48,0,0
151779060,64.2031,232.786,-7.03,-164.707,16.6117,14.0625,-166.025,207.032,-203.866,-202.544,201.487,29.9696,-0.1875,-0.0371704,7.03,0,0
151827532,65.6924,236.419,-7.36,-164.707,16.6117,14.2383,-166.025,210.508,-207.374,-206.969,205.787,26.4706,-0.483398,0.0651855,7.66,0,0
151868194,67.363,240.36,-7.93,-164.619,16.5238,14.3262,-166.025,214.855,-211.542,-211.371,209.995,19.7769,0.318787,0.207275,7.93,0,0
151906465,68.6852,243.404,-8.17,-164.619,16.5238,15.3809,-166.025,218.316,-214.731,-214.746,213.245,19.6248,0.0820312,0.399902,8.29,0,0
151939754,69.6747,245.655,-8.4,-164.619,16.6117,15.3809,-166.025,220.835,-217.11,-217.242,215.687,20.0812,-0.221924,0.352478,8.52,0,0
151973811,70.812,248.194,-8.69,-164.619,16.6117,15.3809,-166.025,224.101,-220.268,-219.661,217.973,14.4524,0.179993,0.585571,8.69,0,0
152019380,71.9066,250.683,-8.87,-164.619,14.6781,15.3809,-165.938,226.473,-222.593,-222.803,221.014,12.7789,0.786804,0.615234,8.95,0,0
152068827,73.4656,254.425,-9.1,-165.762,10.723,15.4688,-165.938,230.976,-227.018,-226.481,224.63,13.6917,0.48999,0.31366,9.18,0,0
152107775,74.6787,257.317,-9.38,-166.816,10.1957,15.3809,-165.85,233.83,-229.856,-229.926,228.044,9.12781,-0.177979,1.11914,9.38,0,0
152159807,75.673,259.744,-9.47,-168.398,10.1957,15.3809,-165.85,236.49,-232.508,-232.5,230.657,5.02029,-0.338196,0.597656,9.55,0,0
152199430,76.6916,262.262,-9.57,-168.838,10.1957,15.3809,-165.762,239.593,-235.603,-234.833,232.998,2.73834,-0.356323,0.56781,9.59,0,0
152241238,77.5546,264.324,-9.61,-168.926,10.1957,16.875,-165.586,241.879,-237.851,-237.019,235.23,3.0426,-0.408325,0.994995,9.62,0,0
152280984,78.501,266.253,-9.63,-167.783,10.1957,23.2032,-160.4,243.94,-239.943,-239.282,237.446,-0.912781,-0.107117,1.0058,9.63,0,0
152318036,79.3379,267.837,-9.52,-164.883,10.2835,26.2793,-157.236,245.806,-241.856,-241.039,239.118,-13.2353,0.0880737,0.554077,9.52,0,0
152376737,80.0315,269.22,-9.33,-166.113,10.1957,24.7852,-158.115,247.4,-243.559,-242.486,240.596,-19.6248,0.360901,1.06659,9.07,0,0
152422228,80.7682,270.958,-8.77,-170.244,10.3714,20.6543,-162.861,249.282,-245.69,-244.212,242.431,-25.4057,-0.0459595,1.18396,8.6,0,0
152476275,81.1835,272.147,-8.29,-171.475,10.1957,13.1836,-166.465,250.737,-247.284,-245.145,243.489,-9.88846,0.435974,0.97522,8.22,0,0
152525766,81.4656,272.986,-8.05,-171.387,8.08628,12.129,-166.553,251.647,-248.201,-245.954,244.399,-5.17242,0.344421,0.720337,8.05,0,0
152560911,81.6336,273.487,-7.99,-171.387,7.9105,12.2168,-166.465,252.191,-248.723,-246.483,244.92,-0.30426,-0.224121,0.701843,7.99,0,0
152594585,81.7395,273.802,-7.96,-171.387,7.9105,12.129,-166.553,252.486,-249.049,-246.872,245.239,-2.73834,0.288391,0.759705,7.96,0,0
152644885,81.8423,274.11,-7.86,-171.387,7.9105,12.2168,-166.553,252.782,-249.391,-247.152,245.62,-1.97769,0.242432,0.542542,7.84,0,0
152687784,81.9088,274.309,-7.82,-171.387,7.9105,12.3047,-166.553,253.015,-249.562,-247.393,245.814,0.760651,0.071228,0.345703,7.81,0,0
152734530,81.9386,274.401,-7.83,-171.387,7.9105,12.129,-166.553,253.124,-249.687,-247.47,245.892,-1.21704,-0.0369873,0.396606,7.83,0,0
152783246,81.9452,274.422,-7.78,-171.387,7.9105,12.2168,-166.553,253.147,-249.71,-247.494,245.907,-1.06491,-0.0558472,0.201965,7.78,0,0
152821671,81.9452,274.422,-7.81,-171.387,7.9105,12.3047,-166.641,253.147,-249.71,-247.494,245.907,-0.30426,-0.0444946,0.0558472,7.81,0,0
152865737,81.9447,274.42,-7.81,-171.387,7.9105,12.2168,-166.729,253.14,-249.71,-247.494,245.907,-0.45639,0.000366211,0.010437,7.81,0,0
152912950,81.9447,274.42,-7.8,-171.387,7.9105,12.2168,-166.729,253.14,-249.71,-247.494,245.907,1.36917,-0.0562134,-0.0443115,7.81,0,0
152970241,81.944,274.418,-7.83,-171.387,7.9105,12.2168,-166.729,253.14,-249.71,-247.486,245.907,2.58621,-0.0686646,-0.127258,7.84,0,0
153027721,81.9644,274.477,-7.89,-171.387,5.53745,14.4141,-165.674,253.14,-249.796,-247.502,246.055,5.62881,-0.556458,-0.75769,7.97,0,0
153103212,82.0053,274.562,-8.04,-171.475,-1.66958,43.8575,-151.963,253.155,-249.99,-247.618,246.133,2.73834,-0.0650024,-0.12561,8.07,0,0
153160077,82.0009,274.522,-8.06,-171.475,-1.58169,47.3731,-150.645,253.396,-249.726,-247.727,245.892,-3.65112,-0.0726929,0.474426,8.06,0,0
153208097,82.0154,274.569,-8.04,-171.475,-1.14223,32.5196,-154.863,253.482,-249.811,-247.789,245.861,-12.0183,-0.212952,0.711914,7.97,0,0
153256698,82.0157,274.569,-7.85,-171.211,9.7562,9.58013,-170.508,253.427,-249.951,-247.696,245.868,-1.5213,-0.161865,0.489624,7.83,0,0
153312939,81.988,274.436,-7.79,-171.123,12.1293,-2.02143,-178.77,253.264,-249.85,-247.439,245.845,-3.19473,-0.15802,0.933105,7.75,0,0
153376055,81.8973,273.851,-7.15,-171.211,12.2171,-6.24018,172.441,252.642,-249.298,-246.677,245.386,-10.497,-0.274658,0.667053,7.07,0,0
153434871,81.7735,273.116,-7.07,-171.035,12.2171,-6.24018,171.738,251.724,-248.559,-245.946,244.756,-26.6228,-0.170837,-0.176147,6.87,0,0
153493222,81.6333,272.188,-6.59,-170.947,12.2171,-6.24018,171.299,250.519,-247.758,-244.928,243.979,-26.1664,0.580994,0.35907,6.31,0,0
153548754,81.5185,271.303,-5.91,-170.859,12.1293,-6.85542,170.508,249.438,-246.973,-243.955,243.201,-32.2516,-0.911865,0.907837,5.72,0,0
153599626,81.3973,270.079,-5.34,-170.859,12.2171,-7.11909,168.838,248.077,-245.962,-242.455,242.081,-49.7466,-1.37164,-1.31049,4.94,0,0
153659376,81.2544,268.728,-4.49,-170.772,12.0414,-7.20698,168.75,246.382,-244.679,-240.992,241.008,-45.7912,-0.269165,0.154907,3.98,0,0
153714451,81.1429,267.058,-3.49,-171.299,10.8988,-7.38276,168.75,244.422,-243.248,-238.978,239.624,-45.3348,0.177429,-0.271545,3.24,0,0
153768847,81.0783,265.716,-2.72,-171.65,7.20738,-7.38276,168.75,242.734,-241.988,-237.687,238.426,-42.9007,0.511963,-0.219177,2.22,0,0
153833844,81.0705,264.013,-1.63,-172.09,6.24058,-7.29487,168.75,240.946,-240.518,-235.658,236.832,-51.5721,-0.511597,0.172485,1.04,0,0
153891730,81.1698,261.316,-0.05,-175.43,3.2523,-7.998,168.75,237.687,-237.882,-232.881,234.631,-51.1157,-0.919739,1.96417,-0.25,0,0
153933328,81.4099,259.422,0.77,178.506,-2.28481,-8.78901,167.432,235.728,-236.28,-230.595,232.819,-35.5984,-0.623474,-0.353027,-0.99,0,0
153989792,81.9588,257.215,1.33,170.244,-9.84341,-14.2382,163.301,233.434,-234.071,-228.2,230.611,-19.1684,-0.456665,-0.523682,-1.55,0,0
154038062,82.8147,255.279,1.63,158.643,-21.7086,-22.6757,156.533,231.147,-231.692,-226.209,228.799,-4.86816,-0.868469,-0.674011,-1.66,0,0
154069081,83.7729,253.746,1.66,148.887,-30.9372,-29.9707,150.732,229.39,-229.716,-224.428,227.08,8.0629,-1.28046,-0.589966,-1.61,0,0
154101875,84.5707,252.658,1.54,143.437,-35.859,-33.3105,146.953,228.099,-228.239,-223.067,225.812,12.6268,-0.389282,-0.775452,-1.45,0,0
154130268,85.474,251.648,1.37,136.758,-42.5387,-37.3535,141.855,226.769,-226.746,-221.761,224.514,21.2982,-0.142273,-0.981812,-1.24,0,0
154177269,86.5597,250.537,1.12,132.275,-45.6149,-40.4296,139.57,225.424,-225.268,-220.096,222.779,31.4909,0.140076,-0.536682,-0.76,0,0
154242062,87.7248,249.4,0.27,130.078,-47.3727,-41.748,138.603,223.783,-223.285,-218.774,221.201,25.4057,-1.21857,0.0666504,0.02,0,0
154303902,89.7891,247.409,-0.28,128.672,-47.3727,-41.8359,135.879,220.913,-220.003,-216.091,218.541,22.5153,-0.833313,-0.081665,0.54,0,0
154362225,91.5109,245.502,-0.8,134.912,-47.3727,-41.748,141.768,218.308,-217.585,-213.852,215.508,27.6877,-0.0922852,0.149597,1.09,0,0
154415159,92.8722,243.919,-1.3,138.34,-45.6149,-41.4843,141.943,216.053,-215.228,-211.806,213.805,-0.608521,-0.958008,0.0692139,1.3,0,0
154463013,93.9985,242.429,-1.17,143.262,-37.8805,-40.166,142.031,214.256,-213.657,-209.769,211.737,-46.7039,0.323914,-0.0327759,0.92,0,0
154514874,94.887,241.202,3.37934e-15,147.656,-35.068,-37.9687,142.031,212.639,-212.475,-207.98,210.259,-42.5964,1.1889,-1.23907,-0.25,0,0
154568809,95.5704,240.21,0.96,152.49,-33.2223,-35.2441,142.207,211.402,-211.635,-206.526,208.96,-78.9555,1.04865,-1.30975,-1.42,0,0
154629546,96.0665,239.513,3.03,153.984,-31.2887,-31.289,143.877,210.702,-211.542,-205.453,207.397,-84.8886,-0.0490723,0.0419312,-3.55,0,0
154672396,96.3635,239.055,4.53,153.984,-31.1129,-29.2675,150.908,210.298,-211.744,-204.543,206.324,-76.0651,0.92157,0.810974,-5,0,0
154730493,96.6071,238.635,5.69,153.545,-31.2008,-23.5546,161.279,209.606,-211.519,-203.921,205.92,-5.17242,0.809875,0.509949,-5.73,0,0
154777748,96.8443,238.182,5.66,142.646,-31.2008,-10.1953,172.178,209.092,-210.935,-203.555,205.282,30.7303,-0.224121,-0.61377,-5.51,0,0
154833851,97.0398,237.659,4.79,131.572,-31.2008,4.48247,-177.1,208.735,-210.15,-203.299,204.294,37.1198,-0.669983,-0.0562134,-4.57,0,0
154910335,97.2255,237.199,3.53,120.85,-31.2887,18.8965,-171.123,208.291,-209.318,-203.089,203.54,41.5315,0.265503,0.490173,-2.91,0,0
154951701,97.4292,236.798,2.42,118.301,-31.2008,25.1368,-169.629,207.755,-208.478,-202.933,203.011,41.3794,0.181824,-0.275574,-2.18,0,0
155002809,97.4445,236.759,1.62,118.213,-31.2008,25.4883,-169.629,207.755,-208.354,-202.941,202.949,28.1441,0.158386,1.01807,-1.41,0,0
155054981,97.5041,236.625,1.27,118.213,-31.2008,25.4883,-169.717,207.63,-208.05,-202.941,202.723,14.6045,-0.369324,-0.33197,-1.19,0,0
155107289,97.5208,236.528,1.07,118.037,-31.2887,25.4883,-169.717,207.623,-207.856,-202.91,202.529,14.7566,-3.66101,-1.04846,-1.08,0,0
155154532,97.5176,236.516,0.86,117.598,-31.2008,25.4004,-169.717,207.63,-207.84,-202.879,202.521,-8.97568,0.292419,1.06311,-0.86,0,0
155206645,97.519,236.523,1.12,117.861,-31.2887,25.5762,-169.717,207.63,-207.848,-202.902,202.521,-16.8864,-0.0206909,0.236938,-1.36,0,0
155251308,97.5198,236.525,1.55,117.861,-31.2008,25.6641,-169.717,207.63,-207.848,-202.91,202.521,-23.428,-0.161316,-0.456116,-1.68,0,0
155295244,97.5086,236.584,1.95,117.773,-31.2008,25.5762,-169.629,207.63,-207.973,-202.925,202.638,-22.0589,0.0628052,0.270447,-2.08,0,0
155338444,97.4898,236.637,2.22,117.861,-31.2008,25.4883,-169.629,207.63,-208.136,-202.941,202.7,-15.5173,-0.192993,0.409973,-2.31,0,0
155390410,97.4278,236.768,2.56,117.861,-31.1129,25.4883,-169.541,207.747,-208.447,-202.941,202.918,-14.3002,0.256897,0.200134,-2.67,0,0
155448634,97.4151,236.797,2.69,117.861,-31.2008,25.752,-169.541,207.763,-208.525,-202.941,202.964,36.0548,-0.527161,-0.358704,-2.49,0,0
155493935,97.4161,236.795,2.33,117.861,-31.1129,25.752,-169.453,207.763,-208.517,-202.941,202.964,9.27994,0.232727,-0.00531006,-2.3,0,0
155544020,97.471,236.705,2.2,118.037,-31.2008,24.2579,-169.717,207.63,-208.299,-202.933,202.848,-2.12982,0.670532,0.565247,-2.22,0,0
155595017,97.5409,236.507,2.34,130.869,-29.6188,8.17388,-174.551,207.327,-208.144,-202.63,202.677,28.7526,-0.518188,0.353943,-2.14,0,0
155644857,97.7231,235.869,1.77,152.314,-22.4997,-6.85542,177.012,206.635,-207.615,-201.907,201.922,41.3794,0.235657,1.61243,-1.54,0,0
155692655,97.9282,234.758,1.07,172.266,-16.2594,-9.49214,176.66,205.492,-206.215,-201.199,200.639,37.7283,0.430298,1.55035,-0.83,0,0
155741351,98.0993,233.689,0.42,173.057,-15.3805,-8.61323,176.66,204.465,-205.01,-200.258,199.465,29.6654,0.237305,1.42053,-0.07,0,0
155801595,98.4107,231.653,-0.3,171.387,-15.2047,-8.17378,176.221,202.591,-202.855,-198.112,197.381,24.6451,-0.40155,1.23615,0.62,0,0
155844840,98.6752,229.865,-0.8,170.508,-14.5016,-8.17378,175.781,200.748,-200.818,-196.712,195.413,27.5356,-0.184937,0.304504,1,0,0
155893146,98.9587,227.754,-1.5,170.156,-13.4469,-8.08589,174.551,198.788,-198.718,-194.379,193.275,27.0792,-0.131653,0.485229,1.5,0,0
155939821,99.174,226.269,-1.81,169.98,-13.2711,-8.17378,172.002,197.186,-197.015,-193.275,191.68,24.0366,-0.555908,0.144287,2.13,0,0
156008307,99.5215,223.994,-2.44,169.98,-12.4801,-9.8437,167.783,194.814,-194.464,-190.949,189.721,10.0406,-0.282715,-0.182373,2.58,0,0
156054753,99.8231,222.327,-2.64,169.98,-11.4254,-13.7988,164.443,193.337,-192.847,-189.13,187.854,5.02029,0.578979,-1.34949,2.66,0,0
156098794,100.064,221.136,-2.71,168.574,-7.1188,-14.0625,159.785,192.388,-191.921,-187.629,186.353,-5.17242,-0.644531,0.169922,2.73,0,0
156152843,100.406,219.338,-2.27,172.529,-7.03091,-16.0839,159.873,190.561,-190.366,-185.506,184.502,-41.5315,1.17297,-2.61017,2.02,0,0
156195290,100.636,217.957,-1.8,174.111,-7.1188,-16.6113,160.225,188.663,-188.982,-184.207,183.453,-56.136,1.42731,-3.54327,1.2,0,0
156249989,100.663,217.638,-0.58,177.803,-5.97622,-18.3691,155.215,187.8,-188.819,-183.849,183.554,-18.1035,-0.880371,-1.78876,0.58,0,0
156303238,100.582,218.056,-0.6,178.594,-0.175438,-18.2812,152.842,188.266,-189.223,-184.324,183.943,7.30225,-0.126709,0.812622,0.63,0,0
156349640,100.529,218.402,-0.78,176.924,-1.4938,-17.5781,158.555,188.772,-189.534,-184.666,184.199,18.5599,-0.170654,0.879639,0.9,0,0
156401756,100.513,218.491,-0.93,176.836,-6.59145,-17.5781,163.389,188.865,-189.627,-184.79,184.254,-7.91077,0.172119,0.102173,0.88,0,0
156449490,100.511,218.499,-0.85,176.924,-7.47036,-17.5781,163.477,188.857,-189.643,-184.782,184.285,-3.80325,-0.0968628,-0.325195,0.82,0,0
156508555,100.51,218.501,-0.83,176.836,-7.47036,-17.5781,163.477,188.85,-189.643,-184.79,184.292,0.912781,0.0745239,-0.0098877,0.86,0,0
156551697,100.507,218.523,-0.88,176.748,-10.2829,-17.5781,165.937,188.912,-189.62,-184.845,184.292,1.36917,-0.189148,0.17688,0.88,0,0
156604762,100.5,218.544,-0.84,175.957,-18.3688,-17.5781,174.023,188.904,-189.682,-184.86,184.308,-1.36917,0.143005,-0.0483398,0.83,0,0
156653281,100.406,218.926,-0.83,159.873,-21.1813,-12.832,175.43,189.262,-190.234,-185.031,184.814,4.86816,0.229248,-0.103271,0.86,0,0
156705634,100.321,219.273,-0.84,157.412,-21.1813,-10.2832,172.969,189.69,-190.413,-185.521,185.156,1.06491,1.36633,-1.40863,0.84,0,0
156751600,100.208,219.699,-0.96,158.555,-20.2145,-10.0195,170.859,190.343,-190.708,-186.128,185.373,5.47668,-0.000366211,-0.500061,1,0,0
