time,x,y,heading, flSteer, frSteer, blSteer, brSteer, flDrive, frDrive, blDrive, brDrive, rawGyro, rawAccelX, rawAccelY, yaw, pivot pos, ext pos, cube x, cube y, cube deg
922318689,46.4,19.5,0,178.594,177.979,-2.19722,178.506,-8.52327,-9.47203,9.03654,-9.91531,0.30426,-0.0516357,0.0571289,0,23.0868,0.0328748,5,70.4338,0,
922369422,46.4,19.5,0,178.594,177.979,-2.19722,178.506,-8.52327,-9.47203,9.03654,-9.91531,-1.67343,-0.0512695,0.036438,0,23.0868,0.0328748,5,70.4338,0,
922402328,46.4,19.5,0.01,178.594,177.979,-2.19722,178.506,-8.52327,-9.47203,9.03654,-9.91531,-1.06491,-0.102905,0.055481,-0.01,23.8371,0.0830522,5,70.4338,0,
922436148,46.4,19.5,0.13,178.594,177.979,-2.19722,178.506,-8.52327,-9.47203,9.03654,-9.91531,-9.5842,0.252869,0.178162,-0.13,24.866,0.238775,5,70.4338,0,
922474873,46.4,19.5,0.12,178.594,177.979,-2.28511,178.506,-8.52327,-9.47203,9.03654,-9.91531,21.1461,-0.320435,-0.641052,-0.02,25.1661,0.593477,5,70.4338,0,
922510340,46.4,19.5,0.01,178.594,177.979,-2.19722,178.506,-8.52327,-9.47203,9.03654,-9.91531,-1.67343,-0.0172119,0.0357056,-0.02,25.1661,1.0468,5,70.4338,0,
922558502,46.4,19.5,0.01,178.594,178.067,-2.19722,178.506,-8.52327,-9.47203,9.03654,-9.91531,4.86816,0.0228882,0.191528,0,25.4019,2.19742,5,70.4338,0,
922591185,46.4,19.5,-0.04,178.594,177.979,-2.28511,178.506,-8.52327,-9.47203,9.03654,-9.91531,-2.43408,0.459229,0.362915,0.05,25.6377,2.77187,5,70.4338,0,
922637717,46.4,19.5,-0.18,178.594,177.891,-2.19722,178.506,-8.52327,-9.47203,9.03654,-9.91531,-4.10751,0.293335,-0.134033,0.16,25.6377,4.06264,5,70.4338,0,
922682051,46.4,19.4981,-0.12,178.594,177.979,-2.28511,178.506,-8.53883,-9.49536,9.00543,-9.91531,-9.88846,0.243164,0.341309,0.09,25.6377,5.20979,5,70.4338,0,
922722494,46.3998,19.5019,-0.03,178.594,178.067,-2.19722,178.506,-8.50772,-9.56535,8.93544,-9.93086,-1.67343,-0.108398,0.213684,0.02,25.6377,6.18393,5,70.4338,0,
922770861,46.3906,19.842,3.72721e-17,178.594,177.979,-1.14253,178.506,-8.28997,-9.12986,8.59327,-9.56535,2.12982,-0.0563965,-0.0968628,0,25.4019,7.03521,5,70.4338,0,
922803926,46.3857,20.0344,-0.01,178.594,178.067,-0.878856,178.506,-8.13444,-8.91989,8.39885,-9.35538,0.45639,0.0950317,-0.421326,0.02,25.3162,7.5664,5,70.4338,0,
922833611,46.3817,20.2308,-0.02,178.594,177.979,-0.439403,178.506,-7.73005,-8.89656,8.19665,-9.19985,1.82556,0.11792,-0.386169,0,25.2947,8.07509,5,70.4338,0,
922867459,46.3807,20.2677,-0.04,178.418,177.891,-0.351512,178.506,-7.70672,-8.82657,8.17332,-9.16874,-3.95538,-0.0953979,0.264954,0.03,25.2733,8.43326,5,70.4338,0,
