time,x,y,heading, flSteer, frSteer, blSteer, brSteer, flDrive, frDrive, blDrive, brDrive, rawGyro, rawAccelX, rawAccelY, yaw, pivot pos, ext pos, cube x, cube y, cube deg
168639750,46.4,19.5,0,-1.05471,179.034,-3.07612,-179.736,8.87323,-8.66326,8.69436,-9.02098,0.15213,-0.0454102,0.0444946,0,24.0086,-0.0415261,5,70.4338,0,
168671750,46.4,19.5,0,-1.1426,178.946,-3.07612,-179.736,8.87323,-8.66326,8.69436,-9.02098,0.15213,-0.0426636,0.0479736,0,24.0086,-0.0415261,5,70.4338,0,
168703902,46.4,19.5,0,-1.05471,178.946,-2.98823,-179.736,8.87323,-8.66326,8.69436,-9.02098,-0,-0.0602417,0.043396,0,24.0729,0.00865127,5,70.4338,0,
168738305,46.4,19.5,0.01,-1.05471,178.946,-3.07612,-179.736,8.87323,-8.66326,8.69436,-9.02098,0.45639,-0.168457,0.0498047,-0.01,24.6088,0.247426,5,70.4338,0,
168779490,46.4,19.5,0.06,-1.1426,178.946,-2.98823,-179.736,8.87323,-8.66326,8.69436,-9.02098,3.34686,0.132202,-0.0472412,-0.05,25.0589,0.539839,5,70.4338,0,
168798034,46.4,19.5,0.02,-1.05471,179.034,-3.07612,-179.736,8.87323,-8.66326,8.69436,-9.02098,5.47668,-0.203613,-0.0157471,-0.02,25.0589,0.788996,5,70.4338,0,
168815861,46.4,19.5,0.01,-1.05471,179.034,-2.98823,-179.736,8.87323,-8.66326,8.69436,-9.02098,0.760651,0.0424805,-0.0415649,-0.01,25.0589,0.944718,5,70.4338,0,
168850348,46.4,19.5,0.02,-1.05471,178.946,-2.98823,-179.736,8.87323,-8.66326,8.69436,-9.02098,-2.12982,-0.0336914,-0.0622559,-0.02,25.1233,1.7441,5,70.4338,0,
168882248,46.4,19.5,0.01,-1.1426,179.034,-3.07612,-179.736,8.87323,-8.66326,8.69436,-9.02098,2.28195,-0.301758,0.19812,-0.01,25.3162,2.2649,5,70.4338,0,
168920741,46.4,19.5,4.65902e-18,-1.1426,178.946,-2.98823,-179.736,8.87323,-8.66326,8.69436,-9.02098,13.8438,-0.0531006,-0.411438,0.04,25.552,3.12138,5,70.4338,0,
168961831,46.3999,19.5019,-0.11,-1.05471,178.946,-2.98823,-179.648,8.87323,-8.66326,8.68659,-9.02098,-1.5213,0.108765,0.0908203,0.11,25.552,4.68899,5,70.4338,0,
168990243,46.3995,19.5039,-0.09,-1.05471,179.034,-2.98823,-179.648,8.87323,-8.69436,8.6477,-9.02098,-6.08521,0.0499878,0.242249,0.07,25.552,5.2271,5,70.4338,0,
169022778,46.3986,19.603,-0.03,-1.05471,178.946,-1.66987,-179.736,8.81879,-8.6166,8.56994,-8.83434,-0.912781,-0.149963,0.21936,0.03,25.552,5.97976,5,70.4338,0,
169065303,46.3964,19.8577,-0.02,-0.966816,178.946,-0.439403,-179.736,8.65548,-8.3133,8.28997,-8.56216,-0.760651,-0.237305,0.355225,0.01,25.5305,6.86911,5,70.4338,0,
169092005,46.3947,20.0715,1.86361e-17,-1.05471,178.946,0.263722,-179.736,8.40662,-8.09556,8.03334,-8.42995,-8.67142,-0.152893,-0.293701,-0.03,25.4662,7.27918,5,70.4338,0,
169119675,46.3943,20.1434,0.04,-0.966816,178.946,0.527394,-179.736,8.25109,-8.09556,7.90114,-8.42995,2.73834,0.319336,-0.432495,-0.04,25.4234,7.79479,5,70.4338,0,
169150608,46.3938,20.1804,-0.03,-1.1426,178.946,0.527394,-179.736,8.14999,-8.08,7.88558,-8.4144,0.912781,0.00292969,0.0845947,0.03,25.3376,8.13046,5,70.4338,0,
169182947,46.3936,20.229,-0.03,-1.05471,178.946,0.527394,-179.736,8.11889,-8.02557,7.82337,-8.36774,-2.12982,-0.0791016,-0.127075,0.02,25.3162,8.653,5,70.4338,0,
169217066,46.393,20.2951,6.21202e-18,-1.1426,178.946,0.527394,-179.736,8.03334,-7.95557,7.79226,-8.28997,-0.608521,-0.269897,0.0270996,0,25.3162,9.18246,55.0704,110.959,25.0855,
169266362,46.3927,20.4234,-0.01,-1.05471,178.946,0.527394,-179.736,7.94002,-7.83892,7.6134,-8.16555,1.06491,0.405762,-0.161133,0.02,25.3162,9.97491,5,70.4338,0,
169313624,46.389,20.6449,6.21202e-18,-0.966816,177.012,0.527394,-179.736,7.75338,-7.56674,7.42676,-7.92447,-1.5213,-0.143921,-0.158752,0,25.3162,10.9456,5,70.4338,0,
169343831,46.3847,20.8508,0.03,-1.05471,175.694,0.527394,-179.736,7.52008,-7.36454,7.22456,-7.73783,-4.41177,0.416016,-0.639221,-0.05,25.3162,11.3539,5,70.4338,0,
169382589,46.3796,21.2785,0.09,-0.703144,177.891,0.615284,-179.912,7.10014,-6.88239,6.82795,-7.32566,-2.28195,-0.153076,-0.687927,-0.09,25.3162,12.1325,5,70.4338,0,
169403115,46.3749,21.5272,0.11,-0.615253,177.979,0.615284,178.506,6.85128,-6.6102,6.6102,-7.06903,-3.80325,0.173401,-0.66156,-0.11,25.3162,12.3332,5,70.4338,0,
169450166,46.3528,22.1992,0.15,-0.615253,177.891,0.703175,175.957,6.22915,-5.98807,6.00362,-6.22915,0.912781,-0.0223389,-1.03253,-0.14,25.2947,13.3489,5,70.4338,0,
169496870,46.3349,23.1047,0.09,-0.615253,177.891,0.791066,177.1,5.18707,-5.20262,4.99265,-5.4437,8.21503,-0.782043,-0.92926,-0.09,25.2733,13.9182,5,70.4338,0,
169526026,46.3161,24.1172,0.01,-0.615253,177.891,0.878956,177.539,4.14499,-4.21498,3.96612,-4.44828,9.5842,-0.534851,0.109497,-0.01,25.2733,14.5116,5,70.4338,0,
169562530,46.3032,24.7604,-0.03,-0.615253,177.891,0.966847,177.363,3.55396,-3.34399,3.38287,-3.91946,0.912781,-0.308167,-0.641785,0.05,25.2733,15.1086,5,70.4338,0,
169594010,46.2816,26.0857,-0.1,-0.527362,177.891,1.14263,177.275,2.16193,-2.01417,2.06861,-2.65186,4.41177,-0.775818,-1.63678,0.1,25.2733,15.6969,5,70.4338,0,
169627481,46.2614,27.4596,-0.16,-0.615253,177.891,1.23052,177.275,0.66102,-0.909875,0.645467,-1.18206,2.73834,-0.350281,-0.0814819,0.16,25.2733,16.28,5,70.4338,0,
169660522,46.2409,28.8024,-0.2,-0.615253,177.891,1.4063,177.275,-0.606583,0.808778,-0.598807,-0.0388836,4.41177,0.783508,-0.538513,0.2,25.2733,16.8855,5,70.4338,0,
169696118,46.2286,29.9003,-0.29,-0.615253,177.891,1.4063,177.275,-1.47758,1.73421,-1.92085,1.2365,2.12982,0.409424,-0.723267,0.3,25.2733,17.4981,5,70.4338,0,
169726621,46.209,31.6085,-0.37,-0.615253,177.891,1.4063,177.275,-3.47619,3.67061,-3.42175,2.6363,2.12982,-0.284729,-0.44989,0.42,25.2733,18.1158,5,70.4338,0,
169770908,46.1907,34.0065,-0.5,-0.615253,177.891,1.58208,177.275,-5.65367,5.87919,-6.01917,5.24928,8.21503,0.0338745,-1.35754,0.56,25.2733,18.8874,5,70.4338,0,
169810021,46.1782,36.049,-0.61,-0.439472,177.803,1.66997,177.275,-8.0489,8.21221,-7.77671,6.93683,6.84586,0.511963,-0.642883,0.64,25.2733,19.448,5,70.4338,0,
169870107,46.1793,39.6849,-0.88,-0.615253,177.979,1.75786,177.275,-11.9373,11.4318,-11.4862,10.6696,2.73834,0.569092,-0.758789,0.91,25.2733,20.6142,416.22,1089.13,20.7547,
169912189,46.1837,43.3403,-1.03,-0.527362,177.891,1.75786,177.275,-15.4523,15.6623,-14.9391,14.0992,11.2576,0.00512695,-0.955444,1.03,25.2733,21.2025,1920.09,5367.49,19.6496,
169962477,46.1991,46.3445,-1.14,-0.439472,177.891,1.84575,177.275,-18.5319,18.6719,-17.9331,17.0388,10.0406,0.835876,-0.541992,1.19,25.2733,21.9881,1314.28,4074.67,17.8298,
170001331,46.2319,50.3534,-1.29,-0.439472,177.979,1.84575,177.275,-22.6069,22.6691,-21.9614,20.9816,7.45438,-0.234009,-0.723267,1.29,25.2733,22.6767,1583.81,5422.3,16.2453,
170048962,46.2764,54.4182,-1.43,-0.527362,177.803,2.02153,177.275,-26.923,26.1997,-26.1609,25.2043,13.996,-0.516907,-0.638123,1.43,25.2733,23.1871,443.666,1634.17,15.0611,
170093553,46.2982,57.4885,-1.51,-0.527362,177.891,2.02153,177.275,-29.5904,29.8081,-28.6572,28.7194,2.58621,-0.0924683,-1.11584,1.52,25.2947,23.5107,452.109,1815.62,13.8636,
170128008,46.3595,60.9759,-1.64,-0.527362,177.979,2.10943,177.275,-33.331,33.4787,-32.46,31.4646,6.99799,-0.358887,0.262024,1.71,25.2947,23.6232,1667.69,8098.8,11.6073,
170168966,46.447,65.5723,-1.79,-0.527362,177.979,2.28521,177.187,-38.2303,37.3826,-37.2893,36.2317,3.0426,0.339844,-0.953064,1.79,25.2947,23.6387,359.803,1815.62,11.0811,
170202389,46.5067,68.7699,-1.9,-0.615253,177.891,2.54888,177.275,-41.2243,41.3799,-40.2211,39.1091,6.5416,-0.802185,0.229248,1.94,25.2947,23.6266,328.073,1815.62,10.1115,
170239306,46.5943,72.25,-2.02,-0.615253,177.891,2.90044,177.275,-44.2106,44.3739,-44.0939,43.1919,10.9534,-0.617798,-0.610657,2.02,25.2947,23.6249,269.757,1634.17,9.22494,
170267806,46.6767,75.8493,-2.06,-0.527362,177.891,2.90044,177.187,-48.3245,48.5422,-47.1424,46.2714,3.95538,0.145569,-0.0032959,2.06,25.2947,23.6249,276.15,1815.62,8.51245,
170301639,46.7494,78.5018,-2.05,-0.615253,177.979,2.90044,177.275,-50.432,50.673,-50.3231,49.4754,-3.34686,-0.692139,-0.751282,2.05,25.2947,23.6249,-164.576,-1179.33,8.1552,
170323746,46.8024,81.4238,-2.09,-0.615253,177.891,2.54888,177.187,-53.6204,53.7682,-52.4539,52.7572,-11.4098,-0.0565796,-0.766296,2.06,25.2947,23.6249,5,70.4338,0,
170360598,46.8719,84.4115,-2,-0.791034,177.891,2.28521,177.275,-56.8244,57.1122,-55.7201,54.9036,-0.608521,-0.226501,-0.821594,1.94,25.3162,23.6249,5,70.4338,0,
170394441,46.9448,88.4891,-1.92,-1.23049,177.891,2.3731,177.275,-61.1172,60.4406,-59.9196,59.4063,-7.15012,-0.62677,-0.472961,1.92,25.3376,23.6249,218.459,1815.62,6.72005,
