time,x,y,heading, flSteer, frSteer, blSteer, brSteer, flDrive, frDrive, blDrive, brDrive, rawGyro, rawAccelX, rawAccelY, yaw, pivot pos, ext pos, cube x, cube y, cube deg
308186281,46.4,19.5,0,178.682,-180,178.77,-0.1758,-7.48897,-7.76893,-7.26345,7.78449,0.15213,-0.0373535,0.0463257,0,22.015,0.013842,5,70.4338,0,
308241057,46.4,19.5,0,178.682,-180,178.77,-0.0879094,-7.48897,-7.76893,-7.26345,7.78449,-1.82556,-0.0932007,0.0206909,0,22.015,0.013842,5,70.4338,0,
308279531,46.4,19.5,0.02,178.682,-180,178.77,-0.1758,-7.48897,-7.76893,-7.26345,7.78449,-1.21704,-0.0639038,0.0551147,-0.02,23.6227,0.105545,5,70.4338,0,
308325629,46.4,19.5,0.17,178.682,-180,178.77,-0.1758,-7.48897,-7.76893,-7.26345,7.78449,-8.97568,0.10437,0.894836,-0.17,24.9303,0.391037,5,70.4338,0,
308372610,46.4,19.5,0.02,178.682,-180,178.77,-0.1758,-7.48897,-7.76893,-7.26345,7.78449,5.02029,-0.250305,-0.171936,-0.02,25.0375,1.03123,5,70.4338,0,
308405292,46.4,19.5,0.01,178.682,-180,178.77,-0.1758,-7.48897,-7.76893,-7.26345,7.78449,-0.15213,0.0748901,-0.146118,-0.01,25.0375,1.76659,5,70.4338,0,
308454462,46.4,19.5,0.01,178.682,-180,178.77,-0.1758,-7.48897,-7.76893,-7.26345,7.78449,6.08521,-0.0882568,0.157654,0.01,25.2733,2.89298,5,70.4338,0,
308511396,46.4,19.5,-0.04,178.682,-180,178.77,-0.1758,-7.48897,-7.76893,-7.26345,7.78449,11.4098,-0.276489,-0.360718,0.16,25.552,4.4381,5,70.4338,0,
308532946,46.4,19.4981,-0.17,178.682,-180,178.77,-0.1758,-7.48897,-7.76893,-7.27122,7.78449,2.12982,-0.112427,-0.141724,0.17,25.552,5.26689,5,70.4338,0,
308568842,46.4,19.4825,-0.12,178.682,-180,178.77,-0.1758,-7.48897,-7.83892,-7.26345,7.78449,-3.95538,-0.060791,0.210388,0.1,25.552,5.79462,5,70.4338,0,
308603024,46.3995,19.5078,-0.08,178.682,-180,178.77,-0.1758,-7.45009,-7.83115,-7.21679,7.77671,-5.32455,-0.102905,0.213501,0.06,25.552,6.46596,5,70.4338,0,
308639126,46.397,19.7099,-0.03,178.682,-180,178.77,-0.1758,-7.20123,-7.57452,-7.00682,7.68339,-4.10751,-0.328857,0.256714,0.01,25.552,7.26879,5,70.4338,0,
308669337,46.3935,19.9102,0.01,178.682,-180,178.77,-0.1758,-6.87461,-7.45787,-6.71908,7.6134,-1.67343,-0.0487061,-0.169189,-0.01,25.4448,7.59927,5,70.4338,0,
308707691,46.3908,20.0482,-0.02,178.682,-180,178.77,-0.1758,-6.66464,-7.45787,-6.44689,7.54341,10.9534,0.589417,-0.428284,0.08,25.2733,8.32079,5,70.4338,0,
308757900,46.39,20.1026,-0.09,178.594,-180,178.242,-0.1758,-6.6102,-7.41121,-6.3769,7.49675,-3.0426,-0.441284,0.0291138,0.07,25.2519,9.05269,5,70.4338,0,
308802982,46.3887,20.1842,-0.05,178.682,-180,178.242,-0.1758,-6.50911,-7.33344,-6.27581,7.45009,4.86816,0.387085,0.0600586,0.08,25.2519,9.7967,5,70.4338,0,
308834030,46.3879,20.2834,-0.11,178.682,-180,178.242,-0.1758,-6.41579,-7.21679,-6.22915,7.31011,-0.30426,0.149963,-0.226318,0.11,25.2519,10.404,5,70.4338,0,
308868314,46.387,20.3339,-0.1,178.682,-180,178.154,-0.1758,-6.36135,-7.1779,-6.15138,7.279,3.19473,-0.0408325,-0.299377,0.11,25.2519,11.039,5,70.4338,0,
308917729,46.3837,20.6177,-0.15,178.594,-180,177.979,-0.1758,-6.08139,-6.86684,-5.91808,6.96793,-1.97769,-0.34845,-0.423889,0.14,25.2947,11.8332,5,70.4338,0,
308963787,46.3764,21.0337,-0.11,178.594,179.034,177.979,-0.1758,-5.70811,-6.39246,-5.52146,6.54799,2.28195,-0.461609,-0.50116,0.11,25.3162,12.598,5,70.4338,0,
309012181,46.3659,21.5526,-0.05,178.506,178.77,177.979,-0.1758,-5.20262,-5.84809,-5.03153,6.0114,-10.3448,0.40448,-0.464722,0.03,25.3162,13.3697,5,70.4338,0,
309047439,46.3522,22.159,0.05,178.506,178.858,177.979,-0.1758,-4.51827,-5.30372,-4.40162,5.4437,-7.30225,0.254517,-1.08234,-0.05,25.3162,13.9787,5,70.4338,0,
309079743,46.3295,23.1055,0.15,178.33,178.858,178.066,-0.1758,-3.60839,-4.14499,-3.55396,4.57271,-6.08521,-0.332886,-1.31433,-0.18,25.3162,14.5497,5,70.4338,0,
309117357,46.3104,23.844,0.23,178.33,178.77,177.979,-0.0879094,-2.74518,-3.60839,-2.79962,3.7717,-5.02029,-0.162231,-0.320068,-0.27,25.3162,15.1207,5,70.4338,0,
309142045,46.2849,24.7573,0.33,178.242,178.858,177.979,-0.1758,-1.81197,-2.66741,-1.92862,2.86183,-8.67142,-0.391113,-0.624207,-0.38,25.3162,15.6934,5,70.4338,0,
309172349,46.2479,26.0243,0.47,178.242,178.77,177.979,-0.1758,-0.754341,-1.1354,-0.886545,1.42314,-6.5416,-0.378845,-0.909119,-0.54,25.2733,16.0723,5,70.4338,0,
