time,x,y,heading, flSteer, frSteer, blSteer, brSteer, flDrive, frDrive, blDrive, brDrive, rawGyro, rawAccelX, rawAccelY, yaw, pivot pos, ext pos, cube x, cube y, cube deg
736777674,46.4,19.5,0,-1.66994,-179.297,179.033,2.6367,12.0695,-13.0571,-12.1706,13.2437,0.30426,-0.0541992,0.0611572,0,23.0225,0,5,70.4338,0,
736825199,46.4,19.5,0,-1.66994,-179.297,179.033,2.72459,12.0695,-13.0571,-12.1706,13.2437,-0.15213,-0.0386353,0.0666504,0,23.0225,0,5,70.4338,0,
736872407,46.4,19.5,0,-1.66994,-179.297,179.033,2.72459,12.0695,-13.0571,-12.1706,13.2437,-0.30426,-0.0126343,0.072876,0,23.7085,0.164374,5,70.4338,0,
736900425,46.4,19.5,0.07,-1.58205,-179.297,179.033,2.72459,12.0695,-13.0571,-12.1706,13.2437,-17.7992,-0.0122681,0.64563,-0.11,24.866,0.387577,5,70.4338,0,
736939319,46.4,19.5,0.01,-1.66994,-179.297,179.033,2.6367,12.0695,-13.0571,-12.1706,13.2437,21.6025,-0.379028,-0.225952,-0.01,25.2947,0.830522,5,70.4338,0,
736984952,46.4,19.5,0.01,-1.66994,-179.297,179.033,2.6367,12.0695,-13.0571,-12.1706,13.2437,2.12982,0.0232544,0.132751,0,25.2947,1.47937,5,70.4338,0,
737018839,46.4,19.5,-1.3977e-17,-1.66994,-179.297,179.033,2.54881,12.0695,-13.0571,-12.1706,13.2437,5.32455,-0.0386353,0.167542,0,25.2947,2.12302,5,70.4338,0,
737068027,46.4003,19.5058,-0.09,-1.58205,-179.297,179.033,2.6367,12.0695,-13.0571,-12.1706,13.2204,11.5619,-0.513977,-0.0692139,0.13,25.4234,3.17675,5,70.4338,0,
737114153,46.4003,19.5019,-0.11,-1.66994,-179.297,179.033,2.54881,12.0695,-13.0571,-12.1861,13.2204,-1.97769,0.231628,0.114441,0.1,25.4234,4.37235,5,70.4338,0,
737134173,46.4004,19.4883,-0.09,-1.66994,-179.297,179.033,2.6367,12.0695,-13.0804,-12.2172,13.2204,-2.43408,0.124329,0.105103,0.09,25.4234,4.93468,5,70.4338,0,
737184635,46.401,19.5291,-0.08,-1.66994,-179.297,179.033,2.6367,12.0072,-13.0882,-12.2017,13.1271,-1.5213,-0.29425,0.134949,0.06,25.4234,5.96937,5,70.4338,0,
737212365,46.4023,19.7079,-0.03,-1.66994,-179.297,179.033,2.6367,11.8517,-12.7849,-12.1083,12.9638,-2.28195,-0.151428,0.177246,0.03,25.4234,6.67186,5,70.4338,0,
737267202,46.3992,20.0208,0.02,-1.66994,-179.297,179.033,2.6367,11.4395,-12.5361,-11.6262,12.8549,6.69373,0.526245,-0.41748,0,25.4234,7.48508,5,70.4338,0,
737321303,46.3979,20.1044,-0.1,-1.58205,-179.297,179.033,2.6367,11.3151,-12.5127,-11.4473,12.8471,-2.12982,-0.116089,0.575317,0.11,25.4234,8.35885,5,70.4338,0,
737342519,46.3987,20.153,-0.08,-1.58205,-179.297,179.033,2.6367,11.2762,-12.4738,-11.4162,12.7616,-4.10751,-0.0562134,0.418762,0.05,25.4234,8.70491,5,70.4338,0,
737388497,46.399,20.1977,-0.06,-1.58205,-179.297,179.033,2.6367,11.2607,-12.4039,-11.3618,12.7227,1.5213,0.359436,0.141541,0.06,25.4234,9.44545,5,70.4338,0,
737424046,46.3991,20.2638,-0.09,-1.58205,-179.297,179.033,2.6367,11.1829,-12.3261,-11.2996,12.676,3.0426,-0.11554,-0.285828,0.09,25.4234,10.0389,5,70.4338,0,
737456855,46.3995,20.4076,-0.11,-1.66994,-179.297,179.033,2.6367,10.9807,-12.2017,-11.1907,12.5361,-0.45639,0.142822,-0.682251,0.11,25.4234,10.6082,5,70.4338,0,
737487869,46.4006,20.5086,-0.09,-1.58205,-179.297,179.033,2.6367,10.9107,-12.0772,-11.1051,12.4116,-2.73834,0.0325928,-0.502625,0.09,25.4234,11.1895,5,70.4338,0,
737525263,46.4022,20.7574,-0.09,-1.49416,-179.297,179.033,2.6367,10.7163,-11.7739,-10.8407,12.1783,-6.84586,0.0860596,-0.403748,0.06,25.4234,11.7519,5,70.4338,0,
737548187,46.4032,21.0489,-0.04,-1.49416,-179.384,178.945,2.6367,10.343,-11.4862,-10.6308,11.8828,2.28195,0.493103,-0.568176,0.04,25.4234,12.1308,5,70.4338,0,
737579882,46.4035,21.49,-0.05,-1.49416,-179.384,178.77,2.72459,9.89975,-11.0352,-10.1253,11.5173,-3.49899,-0.0556641,-1.17444,0.03,25.3805,12.7295,5,70.4338,0,
737622002,46.4137,22.2169,0.01,0.703106,-179.384,178.77,2.6367,9.19207,-10.3664,-9.45648,10.6541,-1.06491,-0.561584,-1.02045,-0.01,25.2947,13.515,5,70.4338,0,
