time,xPos,yPos,yaw,xVel,yVel,yawRate,xAccel,yAccel,yawAccel
0,204.15,236,0,0,0,0,97.836,20.693,0
0.04,204.23,236.02,0.33333,3.9134,0.82771,8.3333,97.836,20.693,0
0.08,204.46,236.07,0.66667,7.8268,1.6554,8.3333,97.836,20.693,0
0.12,204.85,236.15,1,11.74,2.4831,8.3333,97.836,20.693,0
0.16,205.4,236.26,1.3333,15.654,3.3108,8.3333,97.836,20.693,0
0.2,206.11,236.41,1.6667,19.567,4.1386,8.3333,97.836,20.693,0
0.24,206.97,236.6,2,23.481,4.9663,8.3333,97.836,20.693,0
0.28,207.99,236.81,2.3333,27.394,5.794,8.3333,97.836,20.693,0
0.32,209.16,237.06,2.6667,31.307,6.6217,8.3333,97.836,20.693,0
0.36,210.49,237.34,3,35.221,7.4494,8.3333,97.836,20.693,0
0.4,211.98,237.66,3.3333,39.134,8.2771,8.3333,97.836,20.693,0
0.44,213.62,238,3.6667,43.048,9.1048,8.3333,97.836,20.693,0
0.48,215.42,238.38,4,46.961,9.9325,8.3333,97.836,20.693,0
0.52,217.38,238.8,4.3333,50.875,10.76,8.3333,97.836,20.693,0
0.56,219.49,239.24,4.6667,54.788,11.588,8.3333,97.836,20.693,0
0.6,221.76,239.72,5,58.701,12.416,8.3333,97.836,20.693,0
0.64,224.19,240.24,5.3333,62.615,13.243,8.3333,97.836,20.693,0
0.68,226.77,240.78,5.6667,66.528,14.071,8.3333,97.836,20.693,0
0.72,229.51,241.36,6,70.442,14.899,8.3333,97.836,20.693,0
0.76,232.4,241.98,6.3333,74.355,15.727,8.3333,97.836,20.693,0
0.8,235.46,242.62,6.6667,78.268,16.554,8.3333,97.836,20.693,0
0.84,238.66,243.34,7,80.768,23.077,8.3333,96.152,27.473,0
0.88,241.84,244.62,7.3333,78.3,40.163,8.3333,88.977,45.64,0
0.92,244.81,246.6,7.6667,69.285,58.067,8.3333,15.329,12.847,0
0.96,247.26,249.11,8,53.701,66.732,8.3333,-87.772,-109.07,0
1,249.06,251.89,8.4375,37.109,70.936,10.938,-64.895,-124.05,0
1.04,250.22,254.75,8.875,21.029,71.425,10.937,-39.542,-134.3,0
1.08,250.81,257.55,9.3125,8.1503,68.372,10.937,-16.571,-139.02,0
1.12,250.93,260.19,9.75,-1.3345,63.242,10.937,2.9536,-139.97,0
1.16,250.85,262.6,10.187,-2.0218,57.621,10.937,4.9093,-139.91,0
1.2,250.77,264.8,10.625,-1.8254,52.024,10.937,4.9093,-139.91,0
1.24,250.7,266.77,11.062,-1.629,46.428,10.938,4.9093,-139.91,0
1.28,250.64,268.51,11.5,-1.4327,40.831,10.937,4.9093,-139.91,0
1.32,250.59,270.03,11.937,-1.2363,35.235,10.937,4.9093,-139.91,0
1.36,250.54,271.33,12.375,-1.0399,29.638,10.937,4.9093,-139.91,0
1.4,250.5,272.4,12.812,-0.84356,24.041,10.937,4.9093,-139.91,0
1.44,250.47,273.25,13.25,-0.64719,18.445,10.938,4.9093,-139.91,0
1.48,250.45,273.88,13.687,-0.45082,12.848,10.937,4.9093,-139.91,0
1.52,250.44,274.28,14.125,-0.25445,7.2517,10.937,4.9093,-139.91,0
1.56,250.43,274.46,14.562,-0.058077,1.6552,10.937,4.9093,-139.91,0
1.5718,250.43,274.5,15,-0,0,0,4.9093,-139.91,0
