time,xPos,yPos,yaw,xVel,yVel,yawRate,xAccel,yAccel,yawAccel
0,74.57,274.5,-20,0,-0,0,0,-100,0
0.04,74.57,274.42,-18.824,0,-4,29.412,0,-100,0
0.08,74.57,274.18,-17.647,0,-8,29.412,0,-100,0
0.12,74.57,273.78,-16.471,0,-12,29.412,0,-100,0
0.16,74.57,273.22,-15.294,0,-16,29.412,0,-100,0
0.2,74.57,272.5,-14.118,0,-20,29.412,0,-100,0
0.24,74.57,271.62,-12.941,0,-24,29.412,0,-100,0
0.28,74.57,270.58,-11.765,0,-28,29.412,0,-100,0
0.32,74.57,269.38,-10.588,0,-32,29.412,0,-100,0
0.36,74.57,268.02,-9.4118,0,-36,29.412,0,-100,0
0.4,74.57,266.5,-8.2353,0,-40,29.412,0,-100,0
0.44,74.57,264.82,-7.0588,0,-44,29.412,0,-100,0
0.48,74.57,262.98,-5.8824,0,-48,29.412,0,-100,0
0.52,74.57,260.98,-4.7059,0,-52,29.412,0,-100,0
0.56,74.57,258.82,-3.5294,0,-56,29.412,0,-100,0
0.6,74.571,256.5,-2.3529,0.94244,-59.993,29.412,1.5707,-99.988,0
0.64,74.913,254.05,-1.1765,16.888,-61.732,29.412,26.387,-96.456,0
0.68,75.952,251.63,-4.885e-15,35.53,-57.98,29.412,52.25,-85.264,0
0.72,77.726,249.48,-4.885e-15,53.253,-48.457,0,73.963,-67.301,0
0.76,80.188,247.86,-4.885e-15,69.136,-31.216,0,-136.71,61.727,0
0.8,82.981,247.07,-4.885e-15,69.435,-7.6657,0,-149.09,16.46,0
0.84,85.652,247,-4.885e-15,63.857,0,0,-150,-0,0
0.88,88.087,247,-4.885e-15,57.857,0,0,-150,-0,0
0.92,90.281,247,-4.885e-15,51.851,-0.81453,0,-149.98,2.3561,0
0.96,92.13,246.45,-4.885e-15,38.328,-25.177,0,-125.37,82.353,0
1,93.298,245.22,-4.885e-15,19.747,-34.621,0,-74.319,130.29,0
1.04,93.735,243.82,-4.885e-15,2.6564,-33.753,0,-11.769,149.54,0
1.08,93.75,242.59,-4.885e-15,0,-27.857,0,-0,150,0
1.12,93.75,241.6,-4.885e-15,0,-21.857,0,-0,150,0
1.16,93.75,240.84,-4.885e-15,0,-15.857,0,-0,150,0
1.2,93.75,240.33,-4.885e-15,0,-9.8569,0,-0,150,0
1.24,93.75,240.05,-4.885e-15,0,-3.8569,0,-0,150,0
1.2657,93.75,240,-4.885e-15,0,-0,0,-0,150,0
