time,xPos,yPos,yaw,xVel,yVel,yawRate,xAccel,yAccel,yawAccel
0,176.05,239,0,0,-0,0,96.784,-25.158,0
0.04,176.13,238.98,0,3.8713,-1.0063,0,96.784,-25.158,0
0.08,176.36,238.92,0,7.7427,-2.0126,0,96.784,-25.158,0
0.12,176.75,238.82,0,11.614,-3.0189,0,96.784,-25.158,0
0.16,177.29,238.68,0,15.485,-4.0253,0,96.784,-25.158,0
0.2,177.99,238.5,0,19.357,-5.0316,0,96.784,-25.158,0
0.24,178.84,238.28,0,23.228,-6.0379,0,96.784,-25.158,0
0.28,179.84,238.01,0,27.099,-7.0442,0,96.784,-25.158,0
0.32,181.01,237.71,0,30.971,-8.0505,0,96.784,-25.158,0
0.36,182.32,237.37,0,34.842,-9.0568,0,96.784,-25.158,0
0.4,183.79,236.99,0,38.713,-10.063,0,96.784,-25.158,0
0.44,185.42,236.56,0,42.585,-11.069,0,96.784,-25.158,0
0.48,187.2,236.1,0,46.456,-12.076,0,96.784,-25.158,0
0.52,189.14,235.6,0,50.328,-13.082,0,96.784,-25.158,0
0.56,191.23,235.06,0,54.199,-14.088,0,96.784,-25.158,0
0.6,193.47,234.47,0,58.07,-15.095,0,96.784,-25.158,0
0.64,195.81,233.86,0,59.116,-15.367,0,-135.5,35.221,0
0.68,198.07,233.28,0,53.696,-13.958,0,-135.5,35.221,0
0.72,200.11,232.75,0,48.276,-12.549,0,-135.5,35.221,0
0.76,201.93,232.27,0,42.856,-11.14,0,-135.5,35.221,0
0.8,203.54,231.85,0,37.437,-9.7312,0,-135.5,35.221,0
0.84,204.93,231.49,0,32.017,-8.3224,0,-135.5,35.221,0
0.88,206.1,231.19,0,26.597,-6.9135,0,-135.5,35.221,0
0.92,207.06,230.94,0,21.177,-5.5047,0,-135.5,35.221,0
0.96,207.79,230.75,0,15.757,-4.0959,0,-135.5,35.221,0
1,208.32,230.61,0,10.337,-2.687,0,-135.5,35.221,0
1.04,208.62,230.53,0,4.9172,-1.2782,0,-135.5,35.221,0
1.0763,208.75,230.5,0,0,-0,0,-135.5,35.221,0
